tingkat setelah parent,parent,similarity
3,wulansari,"[('febriani', 0.8826949596405029), ('puspitasari', 0.8783804178237915), ('andriani', 0.8775418996810913), ('rahmawati', 0.8719431161880493), ('anggraeni', 0.8694825172424316), ('fionista', 0.8582849502563477), ('septiana', 0.8570352792739868), ('pratiwi', 0.8567449450492859), ('safitri', 0.8567448854446411), ('wijayanti', 0.8555743098258972)]"
3,anggraini,"[('pratiwi', 0.9133917093276978), ('yuliana', 0.9063615202903748), ('yulianti', 0.883504331111908), ('ramadhani', 0.8796111941337585), ('safitri', 0.8782733678817749), ('puspitasari', 0.878248929977417), ('evi', 0.8760046362876892), ('wulandari', 0.8747244477272034), ('fitriana', 0.8724295496940613), ('rahmawati', 0.8703847527503967)]"
3,novyansari,"[('alivia', 0.9786651134490967), ('jelsen', 0.9461849331855774), ('yemi', 0.9446317553520203), ('parahitha', 0.9438804984092712), ('fionista', 0.9378989338874817), ('millyena', 0.9297005534172058), ('mariroh', 0.9275952577590942), ('meriatul', 0.9228756427764893), ('lindiawati', 0.9207859039306641), ('audia', 0.9186568856239319)]"
3,dita,"[('ramadhani', 0.884154736995697), ('puspitasari', 0.8649504780769348), ('novia', 0.8608522415161133), ('permatasari', 0.8580639362335205), ('pratiwi', 0.8566025495529175), ('salsabila', 0.8561283946037292), ('safitri', 0.855966329574585), ('febriani', 0.8513631820678711), ('anggraini', 0.8499415516853333), ('berliana', 0.8490868806838989)]"
3,anggraini,"[('pratiwi', 0.9133917093276978), ('yuliana', 0.9063615202903748), ('yulianti', 0.883504331111908), ('ramadhani', 0.8796111941337585), ('safitri', 0.8782733678817749), ('puspitasari', 0.878248929977417), ('evi', 0.8760046362876892), ('wulandari', 0.8747244477272034), ('fitriana', 0.8724295496940613), ('rahmawati', 0.8703847527503967)]"
3,pratiwi,"[('anggraini', 0.913391649723053), ('puspitasari', 0.9002090692520142), ('rahmawati', 0.8942475914955139), ('anggraeni', 0.8919168710708618), ('yuliana', 0.8906604051589966), ('yulianti', 0.8853989243507385), ('rizka', 0.8820533752441406), ('annisa', 0.8774385452270508), ('damayanti', 0.8753176331520081), ('ramadhani', 0.8752033710479736)]"
3,riska,"[('ramadhani', 0.871662974357605), ('puspitasari', 0.8554396629333496), ('alivia', 0.8441138863563538), ('wulandari', 0.843603253364563), ('anggraini', 0.8427590131759644), ('yulianti', 0.8427566289901733), ('novyansari', 0.8423303961753845), ('yunita', 0.8390181660652161), ('dita', 0.8378159999847412), ('winda', 0.8340888023376465)]"
3,anisa,"[('rahma', 0.8726838827133179), ('annisa', 0.8698910474777222), ('ramadhani', 0.8669643998146057), ('salsabila', 0.8577921390533447), ('anggraini', 0.8446359634399414), ('adelia', 0.8346481919288635), ('nabila', 0.8329504132270813), ('winda', 0.8326303362846375), ('safitri', 0.8293578624725342), ('aqilah', 0.8290293216705322)]"
3,annisa,"[('pratiwi', 0.8774385452270508), ('anisa', 0.8698909282684326), ('ramadhani', 0.8646816611289978), ('anggraini', 0.8610832095146179), ('salsabila', 0.8566433787345886), ('jihan', 0.8533385992050171), ('indri', 0.8510370254516602), ('larasati', 0.8492282032966614), ('wulandari', 0.847983181476593), ('fitriana', 0.8478711843490601)]"
3,puspitasari,"[('anggraeni', 0.9060910940170288), ('pratiwi', 0.9002091288566589), ('alivia', 0.8958761096000671), ('safitri', 0.8923790454864502), ('yulianti', 0.8897657990455627), ('rahmawati', 0.8823073506355286), ('hapsari', 0.8813944458961487), ('wulansari', 0.878380537033081), ('anggraini', 0.8782489895820618), ('novyansari', 0.8773984313011169)]"
