tingkat setelah parent,parent,similarity
3,cibubur,"[('kalideres', 0.7695316672325134), ('cileungsi', 0.7633935809135437), ('cililitan', 0.7587424516677856), ('slipi', 0.7578305006027222), ('cawang', 0.7565957307815552), ('perumnas', 0.754141092300415), ('pulogadung', 0.7532216310501099), ('klender', 0.7462137341499329), ('ragunan', 0.7368450164794922), ('karawaci', 0.7326703071594238)]"
3,pamulang,"[('ciputat', 0.7865551114082336), ('perumnas', 0.7437667846679688), ('cinere', 0.7337521314620972), ('sepatan', 0.7333519458770752), ('cileungsi', 0.7313478589057922), ('pejaten', 0.7270793914794922), ('pabuaran', 0.7142365574836731), ('semplak', 0.7126888632774353), ('cikande', 0.7112846970558167), ('kedungwaringin', 0.7092117071151733)]"
3,makassar,"[('manado', 0.7650018930435181), ('ambon', 0.737316370010376), ('kendari', 0.7214033603668213), ('palembang', 0.7024365663528442), ('makasar', 0.6792884469032288), ('balikpapan', 0.675868809223175), ('gorontalo', 0.6734249591827393), ('ternate', 0.6712484359741211), ('banjarmasin', 0.6558135747909546), ('parepare', 0.6426613330841064)]"
3,pekanbaru,"[('dumai', 0.7211209535598755), ('tanjungpinang', 0.7209017276763916), ('jambi', 0.7001463770866394), ('batam', 0.6858158707618713), ('riau', 0.6815800666809082), ('bengkalis', 0.6670379638671875), ('palembang', 0.6645551919937134), ('pangkalpinang', 0.6594669222831726), ('bukittinggi', 0.6587821245193481), ('psps', 0.6582736372947693)]"
3,jambi,"[('bengkulu', 0.7453407645225525), ('riau', 0.7128908038139343), ('pekanbaru', 0.7001462578773499), ('kerinci', 0.6752468943595886), ('lampung', 0.660761296749115), ('palembang', 0.6544741988182068), ('bengkalis', 0.6485674381256104), ('kepri', 0.6430935859680176), ('merangin', 0.6315801739692688), ('gorontalo', 0.626757800579071)]"
3,banjarmasin,"[('pontianak', 0.7494269013404846), ('samarinda', 0.6912866830825806), ('martapura', 0.6845555901527405), ('banjarbaru', 0.6838390231132507), ('balikpapan', 0.6811392307281494), ('makassar', 0.6558136343955994), ('tarakan', 0.6543596982955933), ('palembang', 0.6506720781326294), ('palangkaraya', 0.6378647685050964), ('singkawang', 0.6309277415275574)]"
3,bengkulu,"[('jambi', 0.7453407049179077), ('gorontalo', 0.7077627778053284), ('mukomuko', 0.6818331480026245), ('lampung', 0.6608540415763855), ('riau', 0.6506332159042358), ('palembang', 0.6474036574363708), ('sulsel', 0.6354147791862488), ('sumatra', 0.6349992156028748), ('kepri', 0.6329287886619568), ('sumbar', 0.6264323592185974)]"
3,pontianak,"[('singkawang', 0.7533384561538696), ('banjarmasin', 0.7494269013404846), ('balikpapan', 0.7125326991081238), ('kendari', 0.6917118430137634), ('palangkaraya', 0.6876357197761536), ('tarakan', 0.6811199188232422), ('banjarbaru', 0.6729028224945068), ('tanjungpinang', 0.6597638130187988), ('samarinda', 0.6520063281059265), ('makassar', 0.6425608396530151)]"
3,surabaya,"[('semarang', 0.7880793809890747), ('malang', 0.724402129650116), ('jakarta', 0.6788262128829956), ('madiun', 0.6739820837974548), ('bandung', 0.6485385894775391), ('yogyakarta', 0.6419416666030884), ('makassar', 0.6408708691596985), ('palembang', 0.6329646706581116), ('surakarta', 0.6244343519210815), ('jember', 0.6240251064300537)]"
3,tanjungpinang,"[('dumai', 0.765282154083252), ('batam', 0.744634211063385), ('pangkalpinang', 0.7359452247619629), ('pekanbaru', 0.7209017276763916), ('bintan', 0.7193381190299988), ('baubau', 0.6863751411437988), ('tual', 0.6785014271736145), ('tanjungbalai', 0.6720269918441772), ('ranai', 0.6681238412857056), ('kendari', 0.666961669921875)]"
