no,daerah,tipe
6598,padang jaya,kecamatan
6599,ketahun,kecamatan
6600,putri hijau,kecamatan
6601,air napal,kecamatan
6602,air besi,kecamatan
6603,batik nau,kecamatan
6604,giri mulia,kecamatan
6605,napal putih,kecamatan
6606,hulu palik,kecamatan
6607,air padang,kecamatan
6608,kota padang,kecamatan
6609,padang ulang tanding,kecamatan
6610,curup,kecamatan
6611,sindang kelingi,kecamatan
6612,bermani ulu,kecamatan
6613,selupu rejang,kecamatan
6614,sindang beliti ilir,kecamatan
6615,bindu riang,kecamatan
6616,sindang beliti ulu,kecamatan
6617,sindang dataran,kecamatan
6618,curup selatan,kecamatan
6619,curup tengah,kecamatan
6620,bermani ulu raya,kecamatan
6621,curup utara,kecamatan
6622,curup timur,kecamatan
6623,manna,kecamatan
6624,seginim,kecamatan
6625,pino,kecamatan
6626,kota manna,kecamatan
6627,pinoraya,kecamatan
6628,kedurang,kecamatan
6629,bunga mas,kecamatan
6630,pasar manna,kecamatan
6631,kedurang ilir,kecamatan
6632,air nipis,kecamatan
6633,ulu manna,kecamatan
6634,muko-muko selatan,kecamatan
6635,teras terunjam,kecamatan
6636,muko-muko utara,kecamatan
6637,pondok suguh,kecamatan
6638,lubuk pinang,kecamatan
6639,air rami,kecamatan
6640,malin deman,kecamatan
6641,sungai rumbai,kecamatan
6642,teramang jaya,kecamatan
6643,penarik,kecamatan
6644,selagan raya,kecamatan
6645,air dikit,kecamatan
6646,xiv koto,kecamatan
6647,air manjunto,kecamatan
6648,v koto,kecamatan
6649,kota mukomuko,kecamatan
6650,ipuh,kecamatan
6651,kepahiang,kecamatan
6652,bermani ilir,kecamatan
6653,tebat karai,kecamatan
6654,ujan mas,kecamatan
6655,muara kemumu,kecamatan
6656,seberang musi,kecamatan
6657,kaba wetan,kecamatan
6658,merigi,kecamatan
6659,lebong selatan,kecamatan
6660,lebong utara,kecamatan
6661,rimbo pegadang,kecamatan
6662,lebong tengah,kecamatan
6663,lebong atas,kecamatan
6664,topos,kecamatan
6665,bingin kuning,kecamatan
6666,lebong sakti,kecamatan
6667,pelabai,kecamatan
6668,amen,kecamatan
6669,uram jaya,kecamatan
6670,pinang belapis,kecamatan
6671,kaur selatan,kecamatan
6672,kaur tengah,kecamatan
6673,kaur utara,kecamatan
6674,maje,kecamatan
6675,nasal,kecamatan
6676,kinal,kecamatan
6677,tanjung kemuning,kecamatan
6678,muara tetap,kecamatan
6679,luas,kecamatan
6680,muara sahung,kecamatan
6681,semidang gumai,kecamatan
6682,kelam tengah,kecamatan
6683,padang guci hilir,kecamatan
6684,padang guci ulu,kecamatan
6685,lungkang kule,kecamatan
6686,talo,kecamatan
6687,seluma,kecamatan
6688,sukaraja,kecamatan
6689,semidang alas maras,kecamatan
6690,semidang alas,kecamatan
6691,ilir talo,kecamatan
6692,talo kecil,kecamatan
6693,ulu talo,kecamatan
6694,seluma selatan,kecamatan
6695,seluma barat,kecamatan
6696,seluma timur,kecamatan
6697,seluma utara,kecamatan
6698,air periukan,kecamatan
6699,lubuk sandi,kecamatan
6700,talang empat,kecamatan
6701,karang tinggi,kecamatan
6702,taba penanjung,kecamatan
6703,pagar jati,kecamatan
6704,pondok kelapa,kecamatan
6705,pematang tiga,kecamatan
6706,merigi kelindang,kecamatan
6707,merigi sakti,kecamatan
6708,pondok kubang,kecamatan
6709,bang haji,kecamatan
6710,selebar,kecamatan
6711,gading cempaka,kecamatan
6712,teluk segara,kecamatan
6713,muara bangkahulu,kecamatan
6714,kampung melayu,kecamatan
6715,ratu agung,kecamatan
6716,ratu samban,kecamatan
6717,sungai serut,kecamatan
6718,singaran pati,kecamatan
6719,weda,kecamatan
6720,pulau gebe,kecamatan
6721,patani,kecamatan
6722,weda utara,kecamatan
6723,weda selatan,kecamatan
6724,patani utara,kecamatan
6725,weda tengah,kecamatan
6726,patani barat,kecamatan
6727,sahu,kecamatan
6728,ibu,kecamatan
6729,loloda,kecamatan
6730,jailolo selatan,kecamatan
6731,jailolo,kecamatan
6732,sahu timur,kecamatan
6733,ibu selatan,kecamatan
6734,ibu utara,kecamatan
6735,jailolo timur,kecamatan
6736,tobelo,kecamatan
6737,tobelo selatan,kecamatan
6738,kao,kecamatan
6739,galela,kecamatan
6740,loloda utara,kecamatan
6741,malifut,kecamatan
6742,tobelo utara,kecamatan
6743,tobelo tengah,kecamatan
6744,tobelo timur,kecamatan
6745,tobelo barat,kecamatan
6746,galela barat,kecamatan
6747,galela selatan,kecamatan
6748,galela utara,kecamatan
6749,loloda kepulauan,kecamatan
6750,kao utara,kecamatan
6751,kao barat,kecamatan
6752,kao teluk,kecamatan
6753,bacan timur,kecamatan
6754,bacan barat,kecamatan
6755,bacan,kecamatan
6756,obi,kecamatan
6757,gane barat,kecamatan
6758,gane timur,kecamatan
6759,kayoa,kecamatan
6760,pulau makian,kecamatan
6761,obi selatan,kecamatan
6762,obi barat,kecamatan
6763,obi timur,kecamatan
6764,obi utara,kecamatan
6765,mandioli selatan,kecamatan
6766,mandioli utara,kecamatan
6767,bancan selatan,kecamatan
6768,batang lomang,kecamatan
6771,kasiruta barat,kecamatan
6772,kasiruta timur,kecamatan
6773,bacan barat utara,kecamatan
6774,kayoa barat,kecamatan
6775,kayoa selatan,kecamatan
6776,kayoa utara,kecamatan
6777,makian barat,kecamatan
6778,gane selatan,kecamatan
6779,gane utara,kecamatan
6780,kepulauan joronga,kecamatan
6783,gane barat selatan,kecamatan
6784,gane barat utara,kecamatan
6785,maba selatan,kecamatan
6786,wasile selatan,kecamatan
6787,wasile,kecamatan
6788,maba,kecamatan
6789,wasile tengah,kecamatan
6790,wasile utara,kecamatan
6791,wasile timur,kecamatan
6792,maba tengah,kecamatan
6793,maba utara,kecamatan
6794,kota maba,kecamatan
6795,sanana,kecamatan
6796,sula besi barat,kecamatan
6797,mangoli timur,kecamatan
6798,taliabu barat,kecamatan
6799,taliabu timur,kecamatan
6800,mangoli barat,kecamatan
6801,sula besi tengah,kecamatan
6802,sula besi timur,kecamatan
6803,mangoli tengah,kecamatan
6804,mangoli utara timur,kecamatan
6805,mangoli utara,kecamatan
6806,mangoli selatan,kecamatan
6808,taliabu utara,kecamatan
6809,sula besi selatan,kecamatan
6810,sanana utara,kecamatan
6811,taliabu barat laut,kecamatan
6812,lede,kecamatan
6813,taliabu selatan,kecamatan
6814,mangoli tengah,kecamatan
6815,taliabu utara,kecamatan
6817,taliabu -timur,kecamatan
6818,taliabu selatan,kecamatan
6819,taliabu barat laut,kecamatan
6820,taliabu barat,kecamatan
6821,lede,kecamatan
6822,tabona,kecamatan
6823,morotai selatan barat,kecamatan
6824,morotai selatan,kecamatan
6825,morotai utara,kecamatan
6826,morotai jaya,kecamatan
6827,morotai timur,kecamatan
6828,pulau ternate,kecamatan
6829,ternate selatan,kecamatan
6830,ternate utara,kecamatan
6831,moti,kecamatan
6832,pulau batang dua,kecamatan
6833,ternate tengah,kecamatan
6834,pulau hiri,kecamatan
6835,tidore selatan,kecamatan
6836,tidore utara,kecamatan
6837,oba,kecamatan
6838,oba utara,kecamatan
6839,oba tengah,kecamatan
6840,oba selatan,kecamatan
6841,tidore,kecamatan
6842,tidore timur,kecamatan
6843,sumur,kecamatan
6844,cimanggu,kecamatan
6845,cibaliung,kecamatan
6846,cikeusik,kecamatan
6847,cigeulis,kecamatan
6848,panimbang,kecamatan
6849,munjul,kecamatan
6850,picung,kecamatan
6851,bojong,kecamatan
6852,saketi,kecamatan
6853,pagelaran,kecamatan
6854,labuan,kecamatan
6855,jiput,kecamatan
6856,menes,kecamatan
6857,mandalawangi,kecamatan
6858,cimanuk,kecamatan
6859,banjar,kecamatan
6860,pandeglang,kecamatan
6861,cadasari,kecamatan
6862,angsana,kecamatan
6863,karang tanjung,kecamatan
6864,kaduhejo,kecamatan
6865,cikedal,kecamatan
6866,cipeucang,kecamatan
6867,cisata,kecamatan
6868,patia,kecamatan
6869,carita,kecamatan
6870,sukaresmi,kecamatan
6871,mekarjaya,kecamatan
6872,sindangresmi,kecamatan
6873,pulosari,kecamatan
6874,koroncong,kecamatan
6875,cibitung,kecamatan
6876,majasari,kecamatan
6877,sobang,kecamatan
6878,malingping,kecamatan
6879,panggarangan,kecamatan
6880,bayah,kecamatan
6881,cibeber,kecamatan
6882,cijaku,kecamatan
6883,banjarsari,kecamatan
6884,cileles,kecamatan
6885,gunung kencana,kecamatan
6886,bojongmanik,kecamatan
6887,leuwidamar,kecamatan
6888,muncang,kecamatan
6889,cipanas,kecamatan
6890,sajira,kecamatan
6891,cimarga,kecamatan
6892,cikulur,kecamatan
6893,warung gunung,kecamatan
6894,cibadak,kecamatan
6895,rangkasbitung,kecamatan
6896,maja,kecamatan
6897,curug bitung,kecamatan
6898,sobang,kecamatan
6899,wanasalam,kecamatan
6900,cilograng,kecamatan
6901,cihara,kecamatan
6902,cigemblong,kecamatan
6903,cirinten,kecamatan
6904,lebakgedong,kecamatan
6905,karanganyar,kecamatan
6906,cisoka,kecamatan
6907,tiga raksa,kecamatan
6908,cikupa,kecamatan
6909,panongan,kecamatan
6910,curug,kecamatan
6911,legok,kecamatan
6912,pagedangan,kecamatan
6913,pasar kemis,kecamatan
6914,balaraja,kecamatan
6915,kresek,kecamatan
6916,kronjo,kecamatan
6917,mauk,kecamatan
6918,rajeg,kecamatan
6919,sepatan,kecamatan
6920,pakuhaji,kecamatan
6921,teluk naga,kecamatan
6922,kosambi,kecamatan
6923,jayanti,kecamatan
6924,jambe,kecamatan
6925,cisauk,kecamatan
6926,kemeri,kecamatan
6927,sukadiri,kecamatan
6928,sukamulya,kecamatan
6929,kelapa dua,kecamatan
6930,sindang jaya,kecamatan
6931,sepatan timur,kecamatan
6932,solear,kecamatan
6933,gunung kaler,kecamatan
6934,mekar baru,kecamatan
6935,cinangka,kecamatan
6936,padarincang,kecamatan
6937,ciomas,kecamatan
6938,pabuaran,kecamatan
6939,baros,kecamatan
6940,petir,kecamatan
6941,cikeusal,kecamatan
6942,pamarayan,kecamatan
6943,jawilan,kecamatan
6944,kopo,kecamatan
6945,cikande,kecamatan
6946,kragilan,kecamatan
6947,serang,kecamatan
6948,waringinkurung,kecamatan
6949,mancak,kecamatan
6950,anyar,kecamatan
6951,bojonegara,kecamatan
6952,kramatwatu,kecamatan
6953,ciruas,kecamatan
6954,pontang,kecamatan
6955,carenang,kecamatan
6956,tirtayasa,kecamatan
6957,tunjung teja,kecamatan
6958,kibin,kecamatan
6959,pulo ampel,kecamatan
6960,binuang,kecamatan
6961,tanara,kecamatan
6962,gunung sari,kecamatan
6963,bandung,kecamatan
6964,ciwandan,kecamatan
6965,pulomerak,kecamatan
6966,cilegon,kecamatan
6967,cibeber,kecamatan
6968,gerogol,kecamatan
6969,purwakarta,kecamatan
6970,jombang,kecamatan
6971,citangkil,kecamatan
6972,ciledug,kecamatan
6973,cipondoh,kecamatan
6974,tangerang,kecamatan
6975,jati uwung,kecamatan
6976,batuceper,kecamatan
6977,benda,kecamatan
6978,larangan,kecamatan
6979,karang tengah,kecamatan
6980,pinang,kecamatan
6981,karawaci,kecamatan
6982,cibodas,kecamatan
6983,periuk,kecamatan
6984,neglasari,kecamatan
6985,cipocok jaya,kecamatan
6986,curug,kecamatan
6987,kasemen,kecamatan
6988,taktakan,kecamatan
6989,walantaka,kecamatan
6990,serang,kecamatan
6991,ciputat,kecamatan
6992,ciputat timur,kecamatan
6993,pamulang,kecamatan
6994,pondok aren,kecamatan
6995,serpong,kecamatan
6996,serpong utara,kecamatan
6997,setu,kecamatan
6998,mendo barat,kecamatan
6999,merawang,kecamatan
7000,sungai liat,kecamatan
7001,belinyu,kecamatan
7002,puding besar,kecamatan
7003,bakam,kecamatan
7004,pemali,kecamatan
7005,riau silip,kecamatan
7006,membalong,kecamatan
7007,tanjung pandan,kecamatan
7008,sijuk,kecamatan
7009,badau,kecamatan
7010,selat nasik,kecamatan
7011,air gegas,kecamatan
7012,koba,kecamatan
7013,pangkalan baru,kecamatan
7014,sungai selan,kecamatan
7015,simpang katis,kecamatan
7016,lubuk besar,kecamatan
7017,namang,kecamatan
7018,kelapa,kecamatan
7019,tempilang,kecamatan
7020,mentok,kecamatan
7021,simpang teritip,kecamatan
7022,jebus,kecamatan
7023,parittiga,kecamatan
7024,payung,kecamatan
7025,simpang rimba,kecamatan
7026,toboali,kecamatan
7027,lepar pongok,kecamatan
7028,pulau besar,kecamatan
7029,tukak sadai,kecamatan
7030,air gegas,kecamatan
7031,dendang,kecamatan
7032,gantung,kecamatan
7033,manggar,kecamatan
7034,kelapa kampit,kecamatan
7035,damar,kecamatan
7036,simpang renggiang,kecamatan
7037,simpang pesak,kecamatan
7038,rangkui,kecamatan
7039,bukit intan,kecamatan
7040,pangkal balam,kecamatan
7041,taman sari,kecamatan
7042,gerunggang,kecamatan
7043,girimaya,kecamatan
7044,tilamuta,kecamatan
7045,paguyaman,kecamatan
7046,mananggu,kecamatan
7047,dulupi,kecamatan
7048,wonosari,kecamatan
7049,botumoita,kecamatan
7050,paguyaman pantai,kecamatan
7051,batudaa pantai,kecamatan
7052,batudaa,kecamatan
7053,tibawa,kecamatan
7054,boliyohuto,kecamatan
7055,limboto,kecamatan
7056,telaga,kecamatan
7057,bongomeme,kecamatan
7058,pulubala,kecamatan
7059,tolangohula,kecamatan
7060,mootilango,kecamatan
7061,telaga biru,kecamatan
7062,limboto barat,kecamatan
7063,biluhu,kecamatan
7064,tabongo,kecamatan
7065,asparaga,kecamatan
7066,tilango,kecamatan
7067,telaga jaya,kecamatan
7068,bilato,kecamatan
7069,bilato,kecamatan
7070,popayato,kecamatan
7071,marisa,kecamatan
7072,paguat,kecamatan
7073,lemito,kecamatan
7074,randangan,kecamatan
7075,patilanggio,kecamatan
7076,taluditi,kecamatan
7077,popayato barat,kecamatan
7078,popayato timur,kecamatan
7079,wanggarasi,kecamatan
7080,buntulia,kecamatan
7081,duhiadaa,kecamatan
7082,dengilo,kecamatan
7083,tapa,kecamatan
7084,kabila,kecamatan
7085,suwawa,kecamatan
7086,bonepantai,kecamatan
7087,bulango utara,kecamatan
7088,tilongkabila,kecamatan
7089,botupingge,kecamatan
7090,kabila bone,kecamatan
7091,bone,kecamatan
7092,bone raya,kecamatan
7093,bulango selatan,kecamatan
7094,bulango timur,kecamatan
7095,bulango ulu,kecamatan
7096,suwawa selatan,kecamatan
7097,suwawa timur,kecamatan
7098,suwawa tengah,kecamatan
7099,bulawa,kecamatan
7100,anggrek,kecamatan
7101,atinggola,kecamatan
7102,kwandang,kecamatan
7103,sumalata,kecamatan
7104,tolinggula,kecamatan
7105,gentuma raya,kecamatan
7106,tomilito,kecamatan
7107,ponelo kepulauan,kecamatan
7108,monano,kecamatan
7109,biau,kecamatan
7110,kota barat,kecamatan
7111,kota selatan,kecamatan
7112,kota utara,kecamatan
7113,kota timur,kecamatan
7114,dungingi,kecamatan
7115,kota tengah,kecamatan
7116,sipatana,kecamatan
7117,dumbo raya,kecamatan
7118,hulonthalangi,kecamatan
7119,bintan utara,kecamatan
7120,gunung kijang,kecamatan
7121,tambelan,kecamatan
7122,teluk bintan,kecamatan
7123,teluk sebong,kecamatan
7124,toapaya,kecamatan
7125,mantang,kecamatan
7126,bintan pesisir,kecamatan
7127,seri kuala loban,kecamatan
7128,bintan timur,kecamatan
7129,moro,kecamatan
7130,kundur,kecamatan
7131,karimun,kecamatan
7132,meral,kecamatan
7133,tebing,kecamatan
7134,buru,kecamatan
7135,kundur utara,kecamatan
7136,kundur barat,kecamatan
7137,durai,kecamatan
7138,midai,kecamatan
7139,bunguran barat,kecamatan
7140,bunguran timur,kecamatan
7141,serasan,kecamatan
7142,subi,kecamatan
7143,bunguran utara,kecamatan
7144,pulau laut,kecamatan
7145,pulau tiga,kecamatan
7146,bunguran timur laut,kecamatan
7147,bunguran tengah,kecamatan
7148,bunguran selatan,kecamatan
7149,serasan timur,kecamatan
7150,singkep,kecamatan
7151,lingga,kecamatan
7152,senayang,kecamatan
7153,singkep barat,kecamatan
7154,lingga utara,kecamatan
7155,jemaja,kecamatan
7156,jemaja timur,kecamatan
7157,siantan,kecamatan
7158,palmatak,kecamatan
7159,siantan selatan,kecamatan
7160,siantan timur,kecamatan
7161,siantan tengah,kecamatan
7162,belakang padang,kecamatan
7163,sekupang,kecamatan
7164,sei beduk,kecamatan
7165,bulang,kecamatan
7166,lubuk baja,kecamatan
7167,batu ampar,kecamatan
7168,nongsa,kecamatan
7169,galang,kecamatan
7170,bengkong,kecamatan
7171,batam kota,kecamatan
7172,sagulung,kecamatan
7173,batu aji,kecamatan
7174,tanjung pinang barat,kecamatan
7175,tanjung pinang timur,kecamatan
7176,bukit bestari,kecamatan
7177,tanjung pinang kota,kecamatan
7178,fak-fak timur,kecamatan
7179,karas,kecamatan
7180,fak-fak,kecamatan
7181,fak-fak tengah,kecamatan
7182,fak-fak barat,kecamatan
7183,kokas,kecamatan
7184,teluk patipi,kecamatan
7185,kramongmongga,kecamatan
7186,bomberay,kecamatan
7187,buruway,kecamatan
7188,teluk arguni (atas),kecamatan
7189,teluk arguni bawah,kecamatan
7190,kaimana,kecamatan
7191,kambrau,kecamatan
7192,teluk etna,kecamatan
7193,yamor,kecamatan
7194,naikere,kecamatan
7195,wondiboy,kecamatan
7196,rasiei,kecamatan
7197,kuri wamesa,kecamatan
7198,wasior,kecamatan
7199,teluk duairi,kecamatan
7200,roon,kecamatan
7201,windesi,kecamatan
7202,wamesa,kecamatan
7203,roswar,kecamatan
7204,rumberpon,kecamatan
7205,soug jaya,kecamatan
7206,nikiwar,kecamatan
7207,sough wepu,kecamatan
7208,irorutu/fafuwar,kecamatan
7209,babo,kecamatan
7210,sumuri,kecamatan
7211,aroba,kecamatan
7212,kaitaro,kecamatan
7213,kuri,kecamatan
7214,idoor,kecamatan
7215,bintuni,kecamatan
7216,manimeri,kecamatan
7217,tuhiba,kecamatan
7218,dataran beimes,kecamatan
7219,tembuni,kecamatan
7220,aranday,kecamatan
7221,komundan,kecamatan
7222,tomu,kecamatan
7223,weriagar,kecamatan
7224,moskona selatan,kecamatan
7225,meyado,kecamatan
7226,moskona barat,kecamatan
7227,merdey,kecamatan
7228,biscoop,kecamatan
7229,masyeta,kecamatan
7230,moskona utara,kecamatan
7231,moskona timur,kecamatan
7232,wamesa,kecamatan
7233,ransiki,kecamatan
7234,momi waren,kecamatan
7235,nenei,kecamatan
7236,sururay,kecamatan
7237,anggi,kecamatan
7238,taige,kecamatan
7239,membey,kecamatan
7240,oransbari,kecamatan
7241,warmare,kecamatan
7242,prafi,kecamatan
7243,menyambouw,kecamatan
7244,catubouw,kecamatan
7245,manokwari barat,kecamatan
7246,manokwari timur,kecamatan
7247,manokwari utara,kecamatan
7248,manokwari selatan,kecamatan
7249,testega,kecamatan
7250,tanah rubu,kecamatan
7251,kebar,kecamatan
7252,senopi,kecamatan
7253,amberbaken,kecamatan
7254,murbani/arfu,kecamatan
7255,masni,kecamatan
7256,sidey,kecamatan
7257,tahosta,kecamatan
7258,didohu,kecamatan
7259,dataran isim,kecamatan
7260,anggi gida,kecamatan
7261,hingk,kecamatan
7262,neney,kecamatan
7263,momi - waren,kecamatan
7264,tohota,kecamatan
7265,taige,kecamatan
7266,membey,kecamatan
7267,anggi gida,kecamatan
7268,didohu,kecamatan
7269,dataran isim,kecamatan
7270,catubouw,kecamatan
7271,hink,kecamatan
7272,ransiki,kecamatan
7273,inanwatan,kecamatan
7274,kokoda,kecamatan
7275,metemeini kais,kecamatan
7276,moswaren,kecamatan
7277,seremuk,kecamatan
7278,wayer,kecamatan
7279,sawiat,kecamatan
7280,kais,kecamatan
7281,konda,kecamatan
7282,kokoda utara,kecamatan
7283,saifi,kecamatan
7284,fokour,kecamatan
7285,teminabuan,kecamatan
7286,moraid,kecamatan
7287,makbon,kecamatan
7288,beraur,kecamatan
7289,klamono,kecamatan
7290,salawati,kecamatan
7291,manyamuk,kecamatan
7292,seget,kecamatan
7293,segun,kecamatan
7294,salawati selatan,kecamatan
7295,aimas,kecamatan
7296,sayosa,kecamatan
7297,klabot,kecamatan
7298,klawak,kecamatan
7299,maudus,kecamatan
7300,mariat,kecamatan
7301,klayili,kecamatan
7302,klaso,kecamatan
7303,moisegen,kecamatan
7304,misool selatan,kecamatan
7305,misool (misool utara),kecamatan
7306,kofiau,kecamatan
7307,misool timur,kecamatan
7308,salawati utara,kecamatan
7309,waigeo selatan,kecamatan
7310,teluk mayalibit,kecamatan
7311,meos mansar,kecamatan
7312,waigeo barat,kecamatan
7313,waigeo utara,kecamatan
7314,kepulauan ayau,kecamatan
7315,waigeo timur,kecamatan
7316,warwarbomi,kecamatan
7317,waigeo barat kepulauan,kecamatan
7318,misool barat,kecamatan
7319,kepulauan sembilan,kecamatan
7320,kota waisai,kecamatan
7321,tiplol mayalibit,kecamatan
7322,batanta utara,kecamatan
7323,salawati barat,kecamatan
7324,salawati tengah,kecamatan
7325,supnin,kecamatan
7326,ayau,kecamatan
7327,batanta selatan,kecamatan
7328,selat sagawin,kecamatan
7329,fef,kecamatan
7330,miyah,kecamatan
7331,yembun,kecamatan
7332,kwoor,kecamatan
7333,sausapor,kecamatan
7334,abun,kecamatan
7335,aifat,kecamatan
7336,aifat utara,kecamatan
7337,aifat timur,kecamatan
7338,aifat selatan,kecamatan
7339,aitinyo barat,kecamatan
7340,aitinyo,kecamatan
7341,aitinyo utara,kecamatan
7342,ayamaru,kecamatan
7343,ayamaru utara,kecamatan
7344,ayamaru timur,kecamatan
7345,mare,kecamatan
7346,aitinyo tengah,kecamatan
7347,aifat timur selatan,kecamatan
7348,aitinyo raya,kecamatan
7349,ayamaru timur selatan,kecamatan
7350,aifat timur tengah,kecamatan
7351,aifat timur jauh,kecamatan
7352,ayamaru jaya,kecamatan
7353,sorong timur,kecamatan
7354,sorong,kecamatan
