tingkat setelah parent,parent,similarity
3,sukabumi,"[('cianjur', 0.7903581857681274), ('tasikmalaya', 0.7710090279579163), ('bogor', 0.7495936155319214), ('garut', 0.7396083474159241), ('purwakarta', 0.7260526418685913), ('majalaya', 0.7102686166763306), ('cibadak', 0.7003998756408691), ('cimahi', 0.6956407427787781), ('cipanas', 0.6795938014984131), ('cisarua', 0.6728577017784119)]"
3,surabaya,"[('semarang', 0.7880793213844299), ('malang', 0.7244021892547607), ('jakarta', 0.6788262128829956), ('madiun', 0.6739822030067444), ('bandung', 0.6485385298728943), ('yogyakarta', 0.6419416666030884), ('makassar', 0.6408708095550537), ('palembang', 0.6329647898674011), ('surakarta', 0.6244344711303711), ('jember', 0.6240251064300537)]"
3,jakarta,"[('surabaya', 0.6788262724876404), ('bandung', 0.6456542611122131), ('bekasi', 0.6120882630348206), ('palembang', 0.6100819706916809), ('bogor', 0.6096035838127136), ('semarang', 0.60313481092453), ('yogyakarta', 0.5961077213287354), ('tangerang', 0.5946990847587585), ('depok', 0.577135443687439), ('ciputat', 0.5691471695899963)]"
3,semarang,"[('surabaya', 0.7880793213844299), ('magelang', 0.7497219443321228), ('yogyakarta', 0.7460446357727051), ('pekalongan', 0.7401672005653381), ('surakarta', 0.7265726327896118), ('madiun', 0.7243847846984863), ('tegal', 0.7242745161056519), ('malang', 0.720335066318512), ('salatiga', 0.7184394598007202), ('purwokerto', 0.7121427059173584)]"
3,surakarta,"[('yogyakarta', 0.8291754722595215), ('semarang', 0.7265726327896118), ('salatiga', 0.6889052391052246), ('pekalongan', 0.6621844172477722), ('magelang', 0.6536304950714111), ('madiun', 0.6431910395622253), ('jogjakarta', 0.6431556940078735), ('mataram', 0.6430928707122803), ('kraton', 0.6309205293655396), ('mangkunegaran', 0.6308548450469971)]"
3,semarang,"[('surabaya', 0.7880793213844299), ('magelang', 0.7497219443321228), ('yogyakarta', 0.7460446357727051), ('pekalongan', 0.7401672005653381), ('surakarta', 0.7265726327896118), ('madiun', 0.7243847846984863), ('tegal', 0.7242745161056519), ('malang', 0.720335066318512), ('salatiga', 0.7184394598007202), ('purwokerto', 0.7121427059173584)]"
3,jogjakarta,"[('yogya', 0.7407947182655334), ('jogja', 0.7255638241767883), ('yogyakarta', 0.7178210616111755), ('jogyakarta', 0.7072043418884277), ('yogjakarta', 0.690322756767273), ('kridosono', 0.6626003384590149), ('kaliurang', 0.6512535810470581), ('surakarta', 0.6431556940078735), ('jogya', 0.6384562849998474), ('jatinangor', 0.6178600788116455)]"
3,yogya,"[('jogjakarta', 0.7407947182655334), ('jogja', 0.7282152771949768), ('malioboro', 0.6998417377471924), ('yogyakarta', 0.6863095164299011), ('beteng', 0.6326901316642761), ('kaliurang', 0.6291726231575012), ('jogya', 0.6246381402015686), ('pandanaran', 0.6227103471755981), ('griya', 0.6184660792350769), ('kotagede', 0.6158148050308228)]"
3,jogja,"[('yogya', 0.7282151579856873), ('jogjakarta', 0.7255638241767883), ('malioboro', 0.6782422661781311), ('yogyakarta', 0.6523116827011108), ('jogya', 0.6322392225265503), ('plasa', 0.6030609607696533), ('skj', 0.5961465835571289), ('greenmapper', 0.5915966033935547), ('semarang', 0.5844160318374634), ('griya', 0.5825328826904297)]"
3,surabaya,"[('semarang', 0.7880793213844299), ('malang', 0.7244021892547607), ('jakarta', 0.6788262128829956), ('madiun', 0.6739822030067444), ('bandung', 0.6485385298728943), ('yogyakarta', 0.6419416666030884), ('makassar', 0.6408708095550537), ('palembang', 0.6329647898674011), ('surakarta', 0.6244344711303711), ('jember', 0.6240251064300537)]"
