tingkat setelah parent,parent,similarity
3,petang,"[('pagi', 0.795579195022583), ('sore', 0.7636922001838684), ('siang', 0.667354166507721), ('jumat', 0.6464947462081909), ('senin', 0.6421505808830261), ('subuh', 0.6366260051727295), ('ahad', 0.6360574960708618), ('sabtu', 0.6280474662780762), ('kamis', 0.6178857088088989), ('maariv', 0.6170129776000977)]"
3,kalpa,"[('manwantara', 0.5585359930992126), ('duapuluh', 0.5394750833511353), ('mahayuga', 0.526015043258667), ('wuku', 0.5154944062232971), ('awatara', 0.49665170907974243), ('miliun', 0.49341055750846863), ('siklus', 0.49164193868637085), ('dasa', 0.4831755757331848), ('sinodik', 0.48119786381721497), ('rakaat', 0.47635799646377563)]"
3,sesudah,"[('setelah', 0.7459349036216736), ('selepas', 0.6806093454360962), ('sebelum', 0.6752029657363892), ('sesudahnya', 0.6525968313217163), ('setalah', 0.6354494690895081), ('setelahnya', 0.6144565939903259), ('menjelang', 0.5984897017478943), ('seusai', 0.5680461525917053), ('kemudian', 0.5446250438690186), ('ketika', 0.541841447353363)]"
3,kabisat,"[('kalender', 0.6275312304496765), ('gregorian', 0.6222161650657654), ('hitungan', 0.5981771349906921), ('hijriyah', 0.5843695402145386), ('ekuinoks', 0.5289994478225708), ('penanggalan', 0.5211545825004578), ('vernal', 0.5189902782440186), ('wuku', 0.5117809772491455), ('interval', 0.4889546036720276), ('dzulhijjah', 0.48682019114494324)]"
3,detik,"[('menit', 0.7528502941131592), ('jam', 0.6582714915275574), ('milidetik', 0.6231894493103027), ('sepersekian', 0.6010153889656067), ('hitungan', 0.589398980140686), ('semenit', 0.5594877004623413), ('selang', 0.5344513654708862), ('interval', 0.5259149670600891), ('sejam', 0.5084478259086609), ('frame', 0.4994661808013916)]"
3,milidetik,"[('mikrometer', 0.6727086901664734), ('interval', 0.6530756950378418), ('detik', 0.6231895089149475), ('nanodetik', 0.6014235019683838), ('mev', 0.6011835336685181), ('ampere', 0.592593789100647), ('nanometer', 0.586647629737854), ('kbps', 0.5843481421470642), ('rentang', 0.5830376148223877), ('megabyte', 0.5821698307991028)]"
3,sepersekian,"[('detik', 0.6010155081748962), ('mbyte', 0.5929046273231506), ('hitungan', 0.5594587326049805), ('tbit', 0.5573889017105103), ('kbyte', 0.5422101020812988), ('sekon', 0.5381608605384827), ('sausan', 0.5277466773986816), ('nanodetik', 0.5225135684013367), ('gbit', 0.5013761520385742), ('megabita', 0.49768468737602234)]"
3,selang,"[('berselang', 0.626697838306427), ('interval', 0.6069369316101074), ('hitungan', 0.5553681254386902), ('detik', 0.5344513058662415), ('milidetik', 0.5174635052680969), ('jeda', 0.5071132183074951), ('kurun', 0.5063656568527222), ('jam', 0.49909669160842896), ('didiamkan', 0.49825331568717957), ('setelahnya', 0.49305111169815063)]"
3,interval,"[('milidetik', 0.653075635433197), ('rentang', 0.6252871155738831), ('jeda', 0.6247855424880981), ('selang', 0.6069369912147522), ('polinomial', 0.6048954725265503), ('kurva', 0.5989975929260254), ('amplitudo', 0.5963405966758728), ('perkalian', 0.5955593585968018), ('birama', 0.5954568386077881), ('kelajuan', 0.594025194644928)]"
3,perhitungan,"[('penghitungan', 0.7491335868835449), ('pengukuran', 0.711941123008728), ('prediksi', 0.6759673953056335), ('perhitungannya', 0.659071147441864), ('menghitung', 0.6441877484321594), ('kalkulasi', 0.6317332983016968), ('penanggalan', 0.6111392378807068), ('perkiraan', 0.6107902526855469), ('pengamatan', 0.6072404384613037), ('analisis', 0.5933647751808167)]"
