,title,description,date,description_tokens,description_tokens_fdist,description_tokens_wsw,description_tokens_stemmed
0,"Cerita Sunarti dan Cucunya Naik Genteng Saat Banjir Terjang Jatinangor

",Cerita Sunarti dan Cucunya Naik Genteng Saat Banjir Terjang Jatinangor Banjir yang menerjang kawasan Jatinangor Sumedang pada Jumat 24122021 sore menyisakan trauma bagi warga Salah satunya dialami oleh Sunarti Warga Desa Cipacing Sunarti yang saat itu sedang membaca AlQuran setelah melaksanakan sholat ashar tibatiba dikejutkan dengan keberadaan air yang masuk ke dalam rumahnya Saat itu ia pun hanya bersama seorang cucunya yang masih kecil Kejadiannya mendadak sekali saya habis shalat ashar kemudian mengaji dan baru pertengahan surat ArRahman tibatiba mukena saya basah semua ungkapnya kepada Lalu ia pun bergegas membuka pintu depan lantaran penasaran ingin tahu darimana datangnya aliran air sampai bisa masuk ke dalam rumahnya Namun tanpa disangka saat ia membuka pintu depan rumah air yang begitu deras secepat kilat menerjang ke dalam rumah Pokoknya pas lihat ke dalam rumah saking airnya sangat deras barangbarang semua pada mengambang dan terendam barang elektronik termasuk motor paparnya Sebelum air setinggi kurang lebih 2 meter merendam rumahnya Sunarti pun langsung berlari ke arah cucunya yang sedari tadi tidur di tempat ia mengaji Tanpa pikir panjang Ia pun langsung memboyong cucunya dan berlari ke belakang rumahnya Dengan susah payah Sunarti yang kala itu sambil menggendong cucunya kemudian naik ke atas genteng melalui instalasi toren air Saya bopong cucu saya yang lagi tidur di tempat saya mengaji kemudian saya naik atas genteng lewat toren air di belakang rumah setelah itu saya pun akhirnya di tolong oleh tetangga terangnya Sekadar diketahui Sunarti tinggal di rumah tersebut bersama suaminya dan satu orang anaknya yang masih kecil dari dua buah hati yang dimilikinya Sementara anaknya yang lain tinggal terpisah lantaran sudah menikah dan telah memiliki satu orang anak yang tidak lain cucunya itu Saat kejadian saya hanya bersama cucu saya di dalam rumah karena cucu saya kebetulan sedang main ke rumah sementara suami saya dan anak saya yang masih kecil kebetulan sedang di luar tidak berada di rumah ungkapnya Sunarti bersama cucunya menjadi salah satu warga yang luput dari maut saat banjir bandang menerjang kawasan Jatinangor Sumedang Sunarti dan keluarganya pun tidak bisa berbuat banyak saat air bah merendam seluruh harta bendanya Pokoknya yang ada di kepala saya saat itu menyelamatkan cucu saya kalau barang semua saya biarkan terendam karena air saat itu cepat naiknya kurang lebih sampai dua meter pungkasnya Berita sebelumnya Penyebab banjir yang melanda kawasan Jatinangor dan sekitarnya Jumat 24122021 selain hujan deras juga diduga akibat sistem saluran air di tol Cisumdawu Hal itu dikatakan Sekretaris Daerah Kabupaten Sumedang Herman Suryatman saat meninjau lokasi Sabtu 25122021 Kita lihat di sana ada tiga saluran dari jalan tol yang masuk ke satu saluran di bawahnya airnya begitu besar sementara saluran yang ada kecil dari sana saja bisa kita simpulkan membutuh treatment dari Satker tol untuk memperbaiki saluran itu analisis awal ujar Herman Menurutnya kondisi serupa terjadi di kawasan Desa Cileles Beberapa saluran air dari tol Cisumdawu mengalir ke saluran air warga yang berada di bawahnya sehingga mengakibatkan terjadinya luapan air Saluran warga yang berada di bawahnya ukurannya kecil otomatis terjadi luapan air sehingga setiap hujan terjadi banjir katanya Akibat peristiwa banjir itu 4 hektar sawah tergenang luapan banjir dan 2 rumah terancam longsor di kawasan Desa Cileles Banjir juga sempat merendam sejumlah rumah di bantaran sungai di kawasan Desa Cikeruh dan Desa Sayang Terparah banjir sempat merendam 4 RW di Desa Cipacing Untuk sawah dalam waktu tidak terlalu lama pihak Satker tol akan mencari solusi pertama salurannya akan diperbaiki dan kita pun akan mengembalikan fungsi embung penampung air ujarnya Kades Cileles Duduy Abdul Holik mengatakan pihaknya telah menyampaikan beberapa solusi Salah satunya selain melakukan normalisasi saluran air jangka pendek juga ada pembangunan embung untuk meminimalisir debit air jika hujan deras turun Hujan deras yang mengguyur dalam setahun ini banyak infrastruktur yang rusak diantaranya TPT di dua titik roboh kemudian saluran irigasi ada yang jebol diharapkan kepada pemerintah memperhartikan kami juga untuk memperbaiki itu semua ungkapnya Ia pun berharap adanya kompensasi bagi para petani yang lahan pesawahannya terkena dampak banjir Pasalnya lahan pesawahan tersebut menjadi tumpuan hidup bagi para petani Karena lahan pertanian itu untuk makan jadi kalau sampai gagal panen maka kasihan sekali para petani ini ucapnya Hujan deras yang mengguyur beberapa wilayah di Kabupaten Sumedang pada Jumat 24122021 sore mengakibatkan banjir menerjang tiga desa di Kecamatan Jatinangor Tidak ada korban jiwa dalam peristiwa itu namun luapan air sempat merendam ratusan rumah dengan ketinggian air hingga ada yang mencapai 1 meter lebih Tiga desa tersebut yakni Desa Cikeruh Desa Sayang dan Desa Cipacing Banjir terparah berada di desa Cipacing sejumlah rumah yang diterjang banjir beberapa diantaranya masih terendam akibat luapan air yang disertai lumpur,"Minggu, 26 Des 2021 17:23 WIB

","['Cerita', 'Sunarti', 'dan', 'Cucunya', 'Naik', 'Genteng', 'Saat', 'Banjir', 'Terjang', 'Jatinangor', 'Banjir', 'yang', 'menerjang', 'kawasan', 'Jatinangor', 'Sumedang', 'pada', 'Jumat', '24122021', 'sore', 'menyisakan', 'trauma', 'bagi', 'warga', 'Salah', 'satunya', 'dialami', 'oleh', 'Sunarti', 'Warga', 'Desa', 'Cipacing', 'Sunarti', 'yang', 'saat', 'itu', 'sedang', 'membaca', 'AlQuran', 'setelah', 'melaksanakan', 'sholat', 'ashar', 'tibatiba', 'dikejutkan', 'dengan', 'keberadaan', 'air', 'yang', 'masuk', 'ke', 'dalam', 'rumahnya', 'Saat', 'itu', 'ia', 'pun', 'hanya', 'bersama', 'seorang', 'cucunya', 'yang', 'masih', 'kecil', 'Kejadiannya', 'mendadak', 'sekali', 'saya', 'habis', 'shalat', 'ashar', 'kemudian', 'mengaji', 'dan', 'baru', 'pertengahan', 'surat', 'ArRahman', 'tibatiba', 'mukena', 'saya', 'basah', 'semua', 'ungkapnya', 'kepada', 'Lalu', 'ia', 'pun', 'bergegas', 'membuka', 'pintu', 'depan', 'lantaran', 'penasaran', 'ingin', 'tahu', 'darimana', 'datangnya', 'aliran', 'air', 'sampai', 'bisa', 'masuk', 'ke', 'dalam', 'rumahnya', 'Namun', 'tanpa', 'disangka', 'saat', 'ia', 'membuka', 'pintu', 'depan', 'rumah', 'air', 'yang', 'begitu', 'deras', 'secepat', 'kilat', 'menerjang', 'ke', 'dalam', 'rumah', 'Pokoknya', 'pas', 'lihat', 'ke', 'dalam', 'rumah', 'saking', 'airnya', 'sangat', 'deras', 'barangbarang', 'semua', 'pada', 'mengambang', 'dan', 'terendam', 'barang', 'elektronik', 'termasuk', 'motor', 'paparnya', 'Sebelum', 'air', 'setinggi', 'kurang', 'lebih', '2', 'meter', 'merendam', 'rumahnya', 'Sunarti', 'pun', 'langsung', 'berlari', 'ke', 'arah', 'cucunya', 'yang', 'sedari', 'tadi', 'tidur', 'di', 'tempat', 'ia', 'mengaji', 'Tanpa', 'pikir', 'panjang', 'Ia', 'pun', 'langsung', 'memboyong', 'cucunya', 'dan', 'berlari', 'ke', 'belakang', 'rumahnya', 'Dengan', 'susah', 'payah', 'Sunarti', 'yang', 'kala', 'itu', 'sambil', 'menggendong', 'cucunya', 'kemudian', 'naik', 'ke', 'atas', 'genteng', 'melalui', 'instalasi', 'toren', 'air', 'Saya', 'bopong', 'cucu', 'saya', 'yang', 'lagi', 'tidur', 'di', 'tempat', 'saya', 'mengaji', 'kemudian', 'saya', 'naik', 'atas', 'genteng', 'lewat', 'toren', 'air', 'di', 'belakang', 'rumah', 'setelah', 'itu', 'saya', 'pun', 'akhirnya', 'di', 'tolong', 'oleh', 'tetangga', 'terangnya', 'Sekadar', 'diketahui', 'Sunarti', 'tinggal', 'di', 'rumah', 'tersebut', 'bersama', 'suaminya', 'dan', 'satu', 'orang', 'anaknya', 'yang', 'masih', 'kecil', 'dari', 'dua', 'buah', 'hati', 'yang', 'dimilikinya', 'Sementara', 'anaknya', 'yang', 'lain', 'tinggal', 'terpisah', 'lantaran', 'sudah', 'menikah', 'dan', 'telah', 'memiliki', 'satu', 'orang', 'anak', 'yang', 'tidak', 'lain', 'cucunya', 'itu', 'Saat', 'kejadian', 'saya', 'hanya', 'bersama', 'cucu', 'saya', 'di', 'dalam', 'rumah', 'karena', 'cucu', 'saya', 'kebetulan', 'sedang', 'main', 'ke', 'rumah', 'sementara', 'suami', 'saya', 'dan', 'anak', 'saya', 'yang', 'masih', 'kecil', 'kebetulan', 'sedang', 'di', 'luar', 'tidak', 'berada', 'di', 'rumah', 'ungkapnya', 'Sunarti', 'bersama', 'cucunya', 'menjadi', 'salah', 'satu', 'warga', 'yang', 'luput', 'dari', 'maut', 'saat', 'banjir', 'bandang', 'menerjang', 'kawasan', 'Jatinangor', 'Sumedang', 'Sunarti', 'dan', 'keluarganya', 'pun', 'tidak', 'bisa', 'berbuat', 'banyak', 'saat', 'air', 'bah', 'merendam', 'seluruh', 'harta', 'bendanya', 'Pokoknya', 'yang', 'ada', 'di', 'kepala', 'saya', 'saat', 'itu', 'menyelamatkan', 'cucu', 'saya', 'kalau', 'barang', 'semua', 'saya', 'biarkan', 'terendam', 'karena', 'air', 'saat', 'itu', 'cepat', 'naiknya', 'kurang', 'lebih', 'sampai', 'dua', 'meter', 'pungkasnya', 'Berita', 'sebelumnya', 'Penyebab', 'banjir', 'yang', 'melanda', 'kawasan', 'Jatinangor', 'dan', 'sekitarnya', 'Jumat', '24122021', 'selain', 'hujan', 'deras', 'juga', 'diduga', 'akibat', 'sistem', 'saluran', 'air', 'di', 'tol', 'Cisumdawu', 'Hal', 'itu', 'dikatakan', 'Sekretaris', 'Daerah', 'Kabupaten', 'Sumedang', 'Herman', 'Suryatman', 'saat', 'meninjau', 'lokasi', 'Sabtu', '25122021', 'Kita', 'lihat', 'di', 'sana', 'ada', 'tiga', 'saluran', 'dari', 'jalan', 'tol', 'yang', 'masuk', 'ke', 'satu', 'saluran', 'di', 'bawahnya', 'airnya', 'begitu', 'besar', 'sementara', 'saluran', 'yang', 'ada', 'kecil', 'dari', 'sana', 'saja', 'bisa', 'kita', 'simpulkan', 'membutuh', 'treatment', 'dari', 'Satker', 'tol', 'untuk', 'memperbaiki', 'saluran', 'itu', 'analisis', 'awal', 'ujar', 'Herman', 'Menurutnya', 'kondisi', 'serupa', 'terjadi', 'di', 'kawasan', 'Desa', 'Cileles', 'Beberapa', 'saluran', 'air', 'dari', 'tol', 'Cisumdawu', 'mengalir', 'ke', 'saluran', 'air', 'warga', 'yang', 'berada', 'di', 'bawahnya', 'sehingga', 'mengakibatkan', 'terjadinya', 'luapan', 'air', 'Saluran', 'warga', 'yang', 'berada', 'di', 'bawahnya', 'ukurannya', 'kecil', 'otomatis', 'terjadi', 'luapan', 'air', 'sehingga', 'setiap', 'hujan', 'terjadi', 'banjir', 'katanya', 'Akibat', 'peristiwa', 'banjir', 'itu', '4', 'hektar', 'sawah', 'tergenang', 'luapan', 'banjir', 'dan', '2', 'rumah', 'terancam', 'longsor', 'di', 'kawasan', 'Desa', 'Cileles', 'Banjir', 'juga', 'sempat', 'merendam', 'sejumlah', 'rumah', 'di', 'bantaran', 'sungai', 'di', 'kawasan', 'Desa', 'Cikeruh', 'dan', 'Desa', 'Sayang', 'Terparah', 'banjir', 'sempat', 'merendam', '4', 'RW', 'di', 'Desa', 'Cipacing', 'Untuk', 'sawah', 'dalam', 'waktu', 'tidak', 'terlalu', 'lama', 'pihak', 'Satker', 'tol', 'akan', 'mencari', 'solusi', 'pertama', 'salurannya', 'akan', 'diperbaiki', 'dan', 'kita', 'pun', 'akan', 'mengembalikan', 'fungsi', 'embung', 'penampung', 'air', 'ujarnya', 'Kades', 'Cileles', 'Duduy', 'Abdul', 'Holik', 'mengatakan', 'pihaknya', 'telah', 'menyampaikan', 'beberapa', 'solusi', 'Salah', 'satunya', 'selain', 'melakukan', 'normalisasi', 'saluran', 'air', 'jangka', 'pendek', 'juga', 'ada', 'pembangunan', 'embung', 'untuk', 'meminimalisir', 'debit', 'air', 'jika', 'hujan', 'deras', 'turun', 'Hujan', 'deras', 'yang', 'mengguyur', 'dalam', 'setahun', 'ini', 'banyak', 'infrastruktur', 'yang', 'rusak', 'diantaranya', 'TPT', 'di', 'dua', 'titik', 'roboh', 'kemudian', 'saluran', 'irigasi', 'ada', 'yang', 'jebol', 'diharapkan', 'kepada', 'pemerintah', 'memperhartikan', 'kami', 'juga', 'untuk', 'memperbaiki', 'itu', 'semua', 'ungkapnya', 'Ia', 'pun', 'berharap', 'adanya', 'kompensasi', 'bagi', 'para', 'petani', 'yang', 'lahan', 'pesawahannya', 'terkena', 'dampak', 'banjir', 'Pasalnya', 'lahan', 'pesawahan', 'tersebut', 'menjadi', 'tumpuan', 'hidup', 'bagi', 'para', 'petani', 'Karena', 'lahan', 'pertanian', 'itu', 'untuk', 'makan', 'jadi', 'kalau', 'sampai', 'gagal', 'panen', 'maka', 'kasihan', 'sekali', 'para', 'petani', 'ini', 'ucapnya', 'Hujan', 'deras', 'yang', 'mengguyur', 'beberapa', 'wilayah', 'di', 'Kabupaten', 'Sumedang', 'pada', 'Jumat', '24122021', 'sore', 'mengakibatkan', 'banjir', 'menerjang', 'tiga', 'desa', 'di', 'Kecamatan', 'Jatinangor', 'Tidak', 'ada', 'korban', 'jiwa', 'dalam', 'peristiwa', 'itu', 'namun', 'luapan', 'air', 'sempat', 'merendam', 'ratusan', 'rumah', 'dengan', 'ketinggian', 'air', 'hingga', 'ada', 'yang', 'mencapai', '1', 'meter', 'lebih', 'Tiga', 'desa', 'tersebut', 'yakni', 'Desa', 'Cikeruh', 'Desa', 'Sayang', 'dan', 'Desa', 'Cipacing', 'Banjir', 'terparah', 'berada', 'di', 'desa', 'Cipacing', 'sejumlah', 'rumah', 'yang', 'diterjang', 'banjir', 'beberapa', 'diantaranya', 'masih', 'terendam', 'akibat', 'luapan', 'air', 'yang', 'disertai', 'lumpur']",<FreqDist with 364 samples and 758 outcomes>,<FreqDist with 364 samples and 758 outcomes>,"['yang', 'di', 'air', 'saya', 'dan', 'itu', 'rumah', 'ke', 'desa', 'banjir', 'salur', 'sunarti', 'dalam', 'pun', 'saat', 'ada', 'kawasan', 'cucu', 'deras', 'dari', 'jatinangor', 'kecil', 'rendam', 'tol', 'luap', 'banjir', 'terjang', 'sumedang', 'warga', 'cipacing', 'rumah', 'ia', 'sama', 'masih', 'kemudian', 'semua', 'cucu', 'satu', 'tidak', 'ada', 'juga', 'untuk', 'saat', 'pada', 'jumat', '24122021', 'bagi', 'sedang', 'masuk', 'aji', 'ungkap', 'sampai', 'bisa', 'rendam', 'lebih', 'meter', 'sebut', 'dua', 'hujan', 'bawah', 'jadi', 'cileles', 'sempat', 'akan', 'beberapa', 'para', 'tani', 'lahan', 'desa', 'sore', 'salah', 'satu', 'oleh', 'telah', 'ashar', 'tibatiba', 'dengan', 'hanya', 'sekali', 'kepada', 'buka', 'pintu', 'depan', 'lantar', 'begitu', 'pokok', 'lihat', 'air', 'barang', 'kurang', '2', 'langsung', 'lari', 'tidur', 'tempat', 'ia', 'belakang', 'naik', 'atas', 'genteng', 'toren', 'tinggal', 'orang', 'anak', 'lain', 'telah', 'anak', 'karena', 'betul', 'sementara', 'jadi', 'banyak', 'kalau', 'selain', 'akibat', 'cisumdawu', 'kabupaten', 'herman', 'sana', 'tiga', 'kita', 'satker', 'baik', 'sehingga', 'akibat', 'peristiwa', '4', 'sawah', 'jumlah', 'cikeruh', 'sayang', 'solusi', 'embung', 'hujan', 'guyur', 'ini', 'antara', 'cerita', 'cucu', 'naik', 'genteng', 'terjang', 'sisa', 'trauma', 'alami', 'warga', 'baca', 'alquran', 'laksana', 'sholat', 'kejut', 'ada', 'orang', 'jadi', 'dadak', 'habis', 'shalat', 'baru', 'tengah', 'surat', 'arrahman', 'mukena', 'basah', 'lalu', 'gegas', 'penasaran', 'ingin', 'tahu', 'darimana', 'datang', 'alir', 'namun', 'tanpa', 'sangka', 'cepat', 'kilat', 'pas', 'saking', 'sangat', 'barangbarang', 'ambang', 'elektronik', 'masuk', 'motor', 'papar', 'belum', 'setinggi', 'arah', 'dar', 'tadi', 'tanpa', 'pikir', 'panjang', 'boyong', 'dengan', 'susah', 'payah', 'kala', 'sambil', 'gendong', 'lalu', 'instalasi', 'saya', 'bopong', 'lagi', 'lewat', 'akhir', 'tolong', 'tetangga', 'terang', 'sekadar', 'tahu', 'suami', 'buah', 'hati', 'milik', 'sementara', 'pisah', 'sudah', 'meni', 'milik', 'jadi', 'main', 'suami', 'luar', 'salah', 'luput', 'maut', 'bandang', 'keluarga', 'buat', 'bah', 'seluruh', 'harta', 'benda', 'kepala', 'selamat', 'biar', 'cepat', 'naik', 'pungkas', 'berita', 'belum', 'sebab', 'landa', 'sekitar', 'duga', 'sistem', 'hal', 'kata', 'sekretaris', 'daerah', 'suryatman', 'tinjau', 'lokasi', 'sabtu', '25122021', 'kita', 'jalan', 'besar', 'saja', 'simpul', 'butuh', 'treatment', 'analisis', 'awal', 'ujar', 'turut', 'kondisi', 'rupa', 'beberapa', 'alir', 'jadi', 'salur', 'ukur', 'otomatis', 'tiap', 'kata', 'akibat', 'hektar', 'genang', 'ancam', 'longsor', 'bantaran', 'sungai', 'parah', 'rw', 'untuk', 'waktu', 'terlalu', 'lama', 'pihak', 'cari', 'pertama', 'salur', 'baik', 'kembali', 'fungsi', 'tampung', 'ujar', 'kades', 'duduy', 'abdul', 'holik', 'kata', 'pihak', 'sampai', 'laku', 'normalisasi', 'jangka', 'pendek', 'bangun', 'meminimalisir', 'debit', 'jika', 'turun', 'tahun', 'infrastruktur', 'rusak', 'tpt', 'titik', 'roboh', 'irigasi', 'jebol', 'harap', 'perintah', 'memperhartikan', 'kami', 'harap', 'ada', 'kompensasi', 'sawah', 'kena', 'dampak', 'pasal', 'sawah', 'tumpu', 'hidup', 'karena', 'tani', 'makan', 'jadi', 'gagal', 'panen', 'maka', 'kasihan', 'ucap', 'wilayah', 'camat', 'tidak', 'korban', 'jiwa', 'namun', 'ratus', 'tinggi', 'hingga', 'capai', '1', 'tiga', 'yakni', 'parah', 'terjang', 'serta', 'lumpur']"
1,"Perbaikan Listrik di Tapsel-Madina yang Terimbas Longsong-Banjir Selesai

",Perbaikan Listrik di TapselMadina yang Terimbas LongsongBanjir Selesai PLN selesaikan perbaikan listrik di Tapanuli Selatan dan Mandailing Natal Madina TapselMadina Selesai Diperbaiki Jaringan listrik tersebut sebelumnya mati akibat longsor dan banjir Telah 100 persen kita pulihkan kata Manager PLN UP3 Unit Pelaksana Pelayanan Pelanggan Padangsidimpuan Yusuf Hadiyanto kepada wartawan Sabtu 25122021 Yusuf menyebut bencana banjir dan tanah longsor di dua Kabupaten itu telah menyebabkan kerusakan 462 unit trafo Berimbas putusnya aliran ke 30346 pelanggan Yusuf menjelaskan kerusakan terjadi pada area 4 ULP Unit layanan pelanggan yang berada dibawah UP3 Padangsidimpuan Keempatnya yaitu Kotanopan Panyabungan Sidimpuan Kota dan Natal Proses perbaikannya dilakukan siang dan malam oleh teknisi dari masingmasing ULP Uang disupervisi oleh tim dari UP3 Padangsidimpuan Untuk memastikan percepatan recovery kita juga menurunkan tim dari UP3 Padangsidimpuan ke masingmasing ULP sebagai pelaksana supervisi ujar Yusuf Manajer ULP Padangsidimpuan Kota Wayu Dwiafridho  menyampaikan rasa terima kasihnya kepada masyarakat yang telah bersabar dengan gangguan ini Wilayah ULP Padangsidimpuan Kota merupakan salah satu yang paling terdapak dalam bencana ini ULP ini membawahi Kota Padangsidempuan dan 7 Kecamatan yang ada di Tapsel Yakni Angkola Barat Angkola Selatan Angkola Sangkunur Batang Angkola Batang Toru Muara Batang Toru dan Marancar Bencana banjir terjadi di Kota Padangsidimpuan Angkola Sangkunur dan Batang Toru Dimana banjir di Angkola Sangkunur merupakan banjir yang terparah dalam bencana kali ini Apabila masyarakat masih menemukan ada gangguan listrik silahkan melapor pada aplikasi PLN Mobile atau Call Center 123 kata Wayu,"Minggu, 26 Des 2021 04:11 WIB

","['Perbaikan', 'Listrik', 'di', 'TapselMadina', 'yang', 'Terimbas', 'LongsongBanjir', 'Selesai', 'PLN', 'selesaikan', 'perbaikan', 'listrik', 'di', 'Tapanuli', 'Selatan', 'dan', 'Mandailing', 'Natal', 'Madina', 'TapselMadina', 'Selesai', 'Diperbaiki', 'Jaringan', 'listrik', 'tersebut', 'sebelumnya', 'mati', 'akibat', 'longsor', 'dan', 'banjir', 'Telah', '100', 'persen', 'kita', 'pulihkan', 'kata', 'Manager', 'PLN', 'UP3', 'Unit', 'Pelaksana', 'Pelayanan', 'Pelanggan', 'Padangsidimpuan', 'Yusuf', 'Hadiyanto', 'kepada', 'wartawan', 'Sabtu', '25122021', 'Yusuf', 'menyebut', 'bencana', 'banjir', 'dan', 'tanah', 'longsor', 'di', 'dua', 'Kabupaten', 'itu', 'telah', 'menyebabkan', 'kerusakan', '462', 'unit', 'trafo', 'Berimbas', 'putusnya', 'aliran', 'ke', '30346', 'pelanggan', 'Yusuf', 'menjelaskan', 'kerusakan', 'terjadi', 'pada', 'area', '4', 'ULP', 'Unit', 'layanan', 'pelanggan', 'yang', 'berada', 'dibawah', 'UP3', 'Padangsidimpuan', 'Keempatnya', 'yaitu', 'Kotanopan', 'Panyabungan', 'Sidimpuan', 'Kota', 'dan', 'Natal', 'Proses', 'perbaikannya', 'dilakukan', 'siang', 'dan', 'malam', 'oleh', 'teknisi', 'dari', 'masingmasing', 'ULP', 'Uang', 'disupervisi', 'oleh', 'tim', 'dari', 'UP3', 'Padangsidimpuan', 'Untuk', 'memastikan', 'percepatan', 'recovery', 'kita', 'juga', 'menurunkan', 'tim', 'dari', 'UP3', 'Padangsidimpuan', 'ke', 'masingmasing', 'ULP', 'sebagai', 'pelaksana', 'supervisi', 'ujar', 'Yusuf', 'Manajer', 'ULP', 'Padangsidimpuan', 'Kota', 'Wayu', 'Dwiafridho', 'menyampaikan', 'rasa', 'terima', 'kasihnya', 'kepada', 'masyarakat', 'yang', 'telah', 'bersabar', 'dengan', 'gangguan', 'ini', 'Wilayah', 'ULP', 'Padangsidimpuan', 'Kota', 'merupakan', 'salah', 'satu', 'yang', 'paling', 'terdapak', 'dalam', 'bencana', 'ini', 'ULP', 'ini', 'membawahi', 'Kota', 'Padangsidempuan', 'dan', '7', 'Kecamatan', 'yang', 'ada', 'di', 'Tapsel', 'Yakni', 'Angkola', 'Barat', 'Angkola', 'Selatan', 'Angkola', 'Sangkunur', 'Batang', 'Angkola', 'Batang', 'Toru', 'Muara', 'Batang', 'Toru', 'dan', 'Marancar', 'Bencana', 'banjir', 'terjadi', 'di', 'Kota', 'Padangsidimpuan', 'Angkola', 'Sangkunur', 'dan', 'Batang', 'Toru', 'Dimana', 'banjir', 'di', 'Angkola', 'Sangkunur', 'merupakan', 'banjir', 'yang', 'terparah', 'dalam', 'bencana', 'kali', 'ini', 'Apabila', 'masyarakat', 'masih', 'menemukan', 'ada', 'gangguan', 'listrik', 'silahkan', 'melapor', 'pada', 'aplikasi', 'PLN', 'Mobile', 'atau', 'Call', 'Center', '123', 'kata', 'Wayu']",<FreqDist with 148 samples and 237 outcomes>,<FreqDist with 148 samples and 237 outcomes>,"['dan', 'padangsidimpuan', 'di', 'yang', 'ulp', 'angkola', 'banjir', 'kota', 'up3', 'yusuf', 'ini', 'batang', 'pln', 'listrik', 'bencana', 'dari', 'sangkunur', 'toru', 'tapselmadina', 'selesai', 'selatan', 'natal', 'longsor', 'kita', 'kata', 'unit', 'kepada', 'telah', 'rusa', 'ke', 'langgan', 'jadi', 'pada', 'oleh', 'masingmasing', 'tim', 'wayu', 'masyarakat', 'ganggu', 'rupa', 'dalam', 'ada', 'baik', 'listrik', 'imbas', 'longsongbanjir', 'selesai', 'baik', 'tapanuli', 'mandailing', 'madina', 'baik', 'jaring', 'sebut', 'belum', 'mati', 'akibat', 'telah', '100', 'persen', 'pulih', 'manager', 'laksana', 'layan', 'langgan', 'hadiyanto', 'wartawan', 'sabtu', '25122021', 'sebut', 'tanah', 'dua', 'kabupaten', 'itu', 'sebab', '462', 'unit', 'trafo', 'imbas', 'putus', 'alir', '30346', 'jelas', 'area', '4', 'layan', 'ada', 'bawah', 'empat', 'yaitu', 'kotanopan', 'panyabungan', 'sidimpuan', 'proses', 'baik', 'laku', 'siang', 'malam', 'teknisi', 'uang', 'supervisi', 'untuk', 'pasti', 'cepat', 'recovery', 'juga', 'turun', 'bagai', 'laksana', 'supervisi', 'ujar', 'manajer', 'dwiafridho', 'sampai', 'rasa', 'terima', 'kasih', 'sabar', 'dengan', 'wilayah', 'salah', 'satu', 'paling', 'terdapak', 'bawah', 'padangsidempuan', '7', 'camat', 'tapsel', 'yakni', 'barat', 'muara', 'marancar', 'bencana', 'mana', 'parah', 'kali', 'apabila', 'masih', 'temu', 'silah', 'lapor', 'aplikasi', 'mobile', 'atau', 'call', 'center', '123']"
