,tingkat setelah parent,parent,similarity
109,3,yudi,"[('wicaksono', 0.8651787042617798), ('syaiful', 0.8561258316040039), ('prasetyo', 0.8556061387062073), ('satrio', 0.855410099029541), ('firmansyah', 0.8536427021026611), ('wahyudi', 0.8504137396812439), ('permana', 0.842085599899292), ('kurnia', 0.8406909704208374), ('arief', 0.838502049446106), ('andri', 0.8362203240394592)]"
123,4,dedi,"[('supardi', 0.8662382364273071), ('edy', 0.862095832824707), ('setyo', 0.850138783454895), ('herry', 0.8429399728775024), ('heri', 0.8393967151641846), ('dedy', 0.8390486836433411), ('hendri', 0.8387881517410278), ('wahyudi', 0.8317196369171143), ('suryana', 0.831076443195343), ('purnomo', 0.8293387293815613)]"
126,4,handoyo,"[('dedy', 0.832493245601654), ('permana', 0.8184388875961304), ('wicaksono', 0.8138577342033386), ('santosa', 0.8029270172119141), ('wardana', 0.7990850806236267), ('subekti', 0.7987865209579468), ('wirawan', 0.794183611869812), ('cahyono', 0.7920248508453369), ('pambudi', 0.7900902628898621), ('gunadi', 0.7887952923774719)]"
129,4,suryana,"[('mochammad', 0.860839307308197), ('supardi', 0.8497539758682251), ('sofwan', 0.8490715026855469), ('mulyana', 0.8426060080528259), ('hartoyo', 0.8398904204368591), ('sulaeman', 0.8381672501564026), ('wahyudi', 0.8367242217063904), ('suwandi', 0.8322388529777527), ('dedi', 0.8310765624046326), ('sunarya', 0.8308591842651367)]"
130,4,hendri,"[('dedi', 0.8387881517410278), ('firmansyah', 0.8373010158538818), ('rully', 0.8372375965118408), ('wahyudi', 0.8343936204910278), ('yudi', 0.8341077566146851), ('hermawan', 0.8339179754257202), ('alfian', 0.8339033722877502), ('edy', 0.8321225047111511), ('mulyana', 0.8289718627929688), ('setyo', 0.8289270997047424)]"
137,4,wirawan,"[('wicaksono', 0.8491998314857483), ('permana', 0.8421619534492493), ('darmawan', 0.8333309292793274), ('yudi', 0.8240315318107605), ('hermawan', 0.8233007788658142), ('kurniawan', 0.8197100162506104), ('prasetyo', 0.8183966279029846), ('setyo', 0.8168063163757324), ('indrawan', 0.8163883686065674), ('wibowo', 0.8126556873321533)]"
139,4,setiawan,"[('kurniawan', 0.8603367209434509), ('susanto', 0.8553972840309143), ('permana', 0.8402206897735596), ('prasetyo', 0.8388592004776001), ('setyawan', 0.8306389451026917), ('kurnia', 0.8280856013298035), ('setyo', 0.8271155953407288), ('hendrawan', 0.825485348701477), ('hermawan', 0.8199281692504883), ('wahyudi', 0.818587601184845)]"
146,4,cahya,"[('tyas', 0.861641526222229), ('pratiwi', 0.8611180186271667), ('septian', 0.8527411222457886), ('anggraini', 0.8393331170082092), ('puspitasari', 0.839299738407135), ('novia', 0.834376335144043), ('permana', 0.830568790435791), ('aulia', 0.8305155038833618), ('safitri', 0.8304628729820251), ('rizki', 0.8282296061515808)]"
161,4,asmoro,"[('atmaja', 0.831143856048584), ('gondo', 0.8161936402320862), ('suyitno', 0.8075375556945801), ('sunarya', 0.8013860583305359), ('permana', 0.7995561957359314), ('sastro', 0.7960615158081055), ('nurhadi', 0.7948806881904602), ('setyo', 0.793950617313385), ('suwandi', 0.7900551557540894), ('sugito', 0.7887327671051025)]"
163,4,wirya,"[('atmaja', 0.8288246393203735), ('kusumah', 0.7831752300262451), ('bawono', 0.7829295992851257), ('wardana', 0.7740169763565063), ('permana', 0.7739224433898926), ('asmoro', 0.7716572284698486), ('atmadja', 0.7640479207038879), ('wijoyo', 0.7639741897583008), ('sastro', 0.7548197507858276), ('hardjakusumah', 0.753349781036377)]"
164,4,haryo,"[('djojo', 0.8477243185043335), ('kusumo', 0.8386797308921814), ('atmadja', 0.8379883170127869), ('atmaja', 0.8206028342247009), ('ario', 0.8033221960067749), ('gph', 0.7984106540679932), ('kusumah', 0.7905073165893555), ('cokro', 0.7904775142669678), ('sastro', 0.7870500087738037), ('setyo', 0.7843860387802124)]"
165,4,atmadja,"[('haryo', 0.8379882574081421), ('kusumah', 0.8335753083229065), ('soeria', 0.8317075371742249), ('atmaja', 0.8178972005844116), ('djojo', 0.8031094670295715), ('koesoemah', 0.8008275628089905), ('adji', 0.7752547264099121), ('wirya', 0.7640478610992432), ('asikin', 0.7640055418014526), ('adiningrat', 0.7594391703605652)]"
166,4,kusumah,"[('atmadja', 0.8335752487182617), ('atmaja', 0.8161076307296753), ('permana', 0.7945458889007568), ('haryo', 0.790507435798645), ('wirya', 0.7831751704216003), ('aryo', 0.7649609446525574), ('kesuma', 0.7634074687957764), ('ario', 0.7625481486320496), ('kolopaking', 0.7574491500854492), ('winata', 0.7561920881271362)]"
167,4,ragil,"[('setyawan', 0.8403275609016418), ('wicaksono', 0.8362584114074707), ('wahyudi', 0.8315269947052002), ('prasetyo', 0.8247867822647095), ('darmawan', 0.8247249722480774), ('adri', 0.823057234287262), ('andri', 0.8214413523674011), ('permana', 0.8206837177276611), ('yudi', 0.8168982863426208), ('kurnia', 0.8165019750595093)]"
168,4,wardana,"[('wicaksono', 0.8350681662559509), ('setyo', 0.8327000141143799), ('wahyudi', 0.8315438628196716), ('setyawan', 0.8274856209754944), ('permana', 0.8274450898170471), ('mochammad', 0.8232890367507935), ('sigit', 0.821850061416626), ('prasetyo', 0.8216771483421326), ('kurniadi', 0.8176844120025635), ('dedy', 0.8155771493911743)]"
169,4,legowo,"[('millyena', 0.8314805626869202), ('atmaja', 0.8106569647789001), ('wijayanti', 0.8043456077575684), ('pratiwi', 0.8037927746772766), ('parahitha', 0.8037376403808594), ('yuliani', 0.7971227169036865), ('wicaksono', 0.7921673059463501), ('puspitasari', 0.7920480370521545), ('agustina', 0.7845123410224915), ('cahya', 0.784388542175293)]"
170,4,subrata,"[('atmaja', 0.8105201721191406), ('kusno', 0.747963011264801), ('santosa', 0.746018648147583), ('asmoro', 0.7444729804992676), ('soni', 0.7434005737304688), ('koswara', 0.7396023869514465), ('wirya', 0.7393074631690979), ('broto', 0.736132800579071), ('moward', 0.7357799410820007), ('gunadi', 0.7354032397270203)]"
175,4,sigit,"[('setyo', 0.8697059750556946), ('prasetyo', 0.844076931476593), ('hermawan', 0.8371671438217163), ('singgih', 0.8356465101242065), ('darmawan', 0.8351630568504333), ('heri', 0.8341554999351501), ('haryadi', 0.8331888914108276), ('wahyudi', 0.8318771123886108), ('wicaksono', 0.8316769003868103), ('wibisono', 0.8267209529876709)]"
206,4,mochamad,"[('mochammad', 0.894076406955719), ('akhmad', 0.8701784610748291), ('edy', 0.8664615154266357), ('kartasasmita', 0.8595384359359741), ('drh', 0.8569028973579407), ('suardi', 0.8563520908355713), ('moch', 0.8490786552429199), ('wahyudi', 0.8478332757949829), ('setyo', 0.8472378849983215), ('soediro', 0.84425288438797)]"
208,4,hartoyo,"[('suyud', 0.9500764608383179), ('hamdani', 0.8858266472816467), ('priasmoro', 0.8785996437072754), ('kusnan', 0.8554583191871643), ('sonjaya', 0.8530483841896057), ('mochammad', 0.8472084403038025), ('pryitno', 0.8444314002990723), ('sofwan', 0.8433513045310974), ('kurniadi', 0.8420863747596741), ('efendi', 0.8415116667747498)]"
212,4,anyung,"[('brata', 0.7286038398742676), ('adinata', 0.6949045062065125), ('suparto', 0.6830040216445923), ('condro', 0.6653680205345154), ('maktal', 0.6645736694335938), ('wiku', 0.6602778434753418), ('hurip', 0.6582170128822327), ('jumeneng', 0.6503912210464478), ('hayuning', 0.6503630876541138), ('abiyoso', 0.6500294804573059)]"
213,4,yuda,"[('ardi', 0.7583818435668945), ('winata', 0.7562314867973328), ('atmaja', 0.7494274973869324), ('danu', 0.7474321722984314), ('aryo', 0.7408347725868225), ('brata', 0.7270752191543579), ('arga', 0.7207057476043701), ('kusumo', 0.7176933884620667), ('wirya', 0.7172167301177979), ('handoyo', 0.7167055010795593)]"
214,4,suparto,"[('suwarno', 0.7856737971305847), ('kosasih', 0.7764896154403687), ('wardoyo', 0.7705137133598328), ('atmo', 0.7693922519683838), ('sunarya', 0.7689969539642334), ('harsono', 0.7625523805618286), ('wahono', 0.7619186639785767), ('atmaja', 0.7586748600006104), ('sutisna', 0.7585828900337219), ('priyo', 0.7554447650909424)]"
216,4,kusumo,"[('haryo', 0.8386799097061157), ('joyo', 0.8217028975486755), ('wijoyo', 0.8142624497413635), ('mangun', 0.8124734163284302), ('ario', 0.8054977059364319), ('atmaja', 0.7914819717407227), ('cokro', 0.785895586013794), ('sastro', 0.7857978343963623), ('aryo', 0.7827761769294739), ('djojo', 0.7819498777389526)]"
217,4,mangun,"[('kusumo', 0.8124733567237854), ('joyo', 0.7823610901832581), ('wijoyo', 0.7792184352874756), ('sastro', 0.746857762336731), ('merto', 0.7463220357894897), ('ngabehi', 0.7411212921142578), ('soerjo', 0.7339417934417725), ('cokro', 0.7331584095954895), ('wirya', 0.7306654453277588), ('sindu', 0.7291279435157776)]"
232,4,sapta,"[('odang', 0.73411625623703), ('panca', 0.6993054747581482), ('eka', 0.6838082671165466), ('darma', 0.6724340319633484), ('budhi', 0.667047381401062), ('nirwandar', 0.6649285554885864), ('oesman', 0.6610920429229736), ('mulya', 0.657381534576416), ('sembiring', 0.6537889242172241), ('adhi', 0.6493382453918457)]"
235,4,manunggal,"[('mulyo', 0.7295014262199402), ('mulya', 0.7096045613288879), ('harjo', 0.6703858971595764), ('panca', 0.6697890758514404), ('darma', 0.6694179177284241), ('husada', 0.662762463092804), ('mukti', 0.6602739691734314), ('asih', 0.6530969738960266), ('karsa', 0.6491652131080627), ('kerta', 0.6379858255386353)]"
237,4,indera,"[('indra', 0.6603109240531921), ('panca', 0.654209315776825), ('inderanya', 0.6157165169715881), ('retna', 0.5607867240905762), ('niskala', 0.5582262277603149), ('teja', 0.5525126457214355), ('darjah', 0.5518966317176819), ('laya', 0.5469812154769897), ('yuda', 0.5463850498199463), ('handayani', 0.5415276288986206)]"
239,4,persada,"[('buana', 0.7479878067970276), ('mulya', 0.7319899201393127), ('graha', 0.7206003665924072), ('artha', 0.719967782497406), ('bahana', 0.7156399488449097), ('husada', 0.7123445272445679), ('medika', 0.7088675498962402), ('widya', 0.695193886756897), ('kencana', 0.6929751634597778), ('caraka', 0.6773229241371155)]"
241,4,wiyata,"[('widya', 0.7709541320800781), ('krida', 0.7472100257873535), ('husada', 0.71212238073349), ('amik', 0.6823529601097107), ('bhakti', 0.671392023563385), ('persada', 0.6573355197906494), ('stikes', 0.6531543135643005), ('stisip', 0.6489691138267517), ('wiratama', 0.638768196105957), ('darma', 0.635521650314331)]"
244,4,artha,"[('ully', 0.7951276898384094), ('handayani', 0.7435764670372009), ('widya', 0.7273073792457581), ('graha', 0.7247952222824097), ('husada', 0.7232202291488647), ('widjaja', 0.7205660939216614), ('mulya', 0.7200051546096802), ('persada', 0.719967782497406), ('kartika', 0.7077779173851013), ('kumala', 0.7032040357589722)]"
247,4,kartika,"[('handayani', 0.7961194515228271), ('hapsari', 0.7706460356712341), ('pratiwi', 0.7572267651557922), ('yuliana', 0.753729522228241), ('eka', 0.7536776661872864), ('dwi', 0.7507391571998596), ('wardhani', 0.7493426203727722), ('ayuningtyas', 0.7485804557800293), ('anggraini', 0.7451480627059937), ('yuliani', 0.7437682151794434)]"
249,4,nugraha,"[('wicaksono', 0.8018907308578491), ('permana', 0.787116289138794), ('santosa', 0.7853096723556519), ('darmawan', 0.7830314040184021), ('prasetya', 0.7811643481254578), ('yudi', 0.7777460217475891), ('kurnia', 0.7690712809562683), ('setyawan', 0.7680510878562927), ('adhi', 0.7628392577171326), ('prasetyo', 0.7614636421203613)]"
250,4,eka,"[('kurnia', 0.7557244300842285), ('kartika', 0.7536776661872864), ('budianta', 0.7454384565353394), ('handayani', 0.7369803786277771), ('dwi', 0.7368164658546448), ('nugraha', 0.7343650460243225), ('wirawan', 0.7280165553092957), ('prasetya', 0.7207121849060059), ('permana', 0.7196160554885864), ('kadek', 0.7139045596122742)]"
255,4,tresna,"[('nugraha', 0.704099714756012), ('permana', 0.7012145519256592), ('kadek', 0.698294460773468), ('handayani', 0.6941422820091248), ('wirawan', 0.6869915723800659), ('cahya', 0.6860928535461426), ('eka', 0.6782916784286499), ('budhi', 0.6775955557823181), ('santosa', 0.6767944693565369), ('bawono', 0.6735117435455322)]"
256,4,wira,"[('yudha', 0.703521728515625), ('setianagara', 0.6832069754600525), ('manggala', 0.6802452802658081), ('adhi', 0.6792104840278625), ('darma', 0.671966552734375), ('nugraha', 0.6637899875640869), ('bhuana', 0.6580078601837158), ('atmaka', 0.6551117300987244), ('husada', 0.6541829109191895), ('kesuma', 0.642142653465271)]"
258,4,wuri,"[('tut', 0.8179685473442078), ('handayani', 0.7443293333053589), ('lwir', 0.6663526892662048), ('ngr', 0.6641367077827454), ('nganggo', 0.6545729637145996), ('pantes', 0.6484215259552002), ('tentrem', 0.6484049558639526), ('wardhani', 0.6475844383239746), ('prakara', 0.6444628238677979), ('sadaya', 0.6441235542297363)]"
266,4,mukti,"[('permana', 0.769450306892395), ('kurnia', 0.7598256468772888), ('wicaksana', 0.7545529007911682), ('budhi', 0.7448349595069885), ('dedy', 0.7444310784339905), ('sofwan', 0.7433961033821106), ('wicaksono', 0.7422534227371216), ('mulya', 0.7402681112289429), ('yudi', 0.7368332743644714), ('santosa', 0.7363138794898987)]"
269,4,kerta,"[('hurip', 0.7334501147270203), ('mulyo', 0.7201098203659058), ('wanagiri', 0.7197805643081665), ('braja', 0.7167017459869385), ('wisesa', 0.714302659034729), ('bhuana', 0.7133904695510864), ('mulya', 0.7133626341819763), ('arga', 0.7128235697746277), ('arum', 0.7087804675102234), ('sugih', 0.7023691534996033)]"
273,4,sradha,"[('jina', 0.8159177303314209), ('buddhi', 0.7602598071098328), ('jnana', 0.6875947117805481), ('raksaka', 0.6846445202827454), ('sariputra', 0.6837250590324402), ('oratmangun', 0.6744984984397888), ('lingbao', 0.6647219657897949), ('iswara', 0.6632179021835327), ('dharma', 0.660912036895752), ('acarya', 0.6605880856513977)]"
274,4,dhamma,"[('sutta', 0.7801061272621155), ('abhidhamma', 0.7752571105957031), ('vipassana', 0.7473364472389221), ('sakyamuni', 0.7335578799247742), ('satipatthana', 0.7323419451713562), ('nikaya', 0.7176777720451355), ('samadhi', 0.7092298269271851), ('tipitaka', 0.6994708180427551), ('maitreya', 0.6986047029495239), ('buddha', 0.6908275485038757)]"
275,4,sanata,"[('oratmangun', 0.6878474950790405), ('buddhi', 0.6631218194961548), ('sradha', 0.6538746953010559), ('fkip', 0.6536768078804016), ('dharma', 0.6478962302207947), ('widya', 0.6444827318191528), ('gunadarma', 0.6364796757698059), ('uny', 0.6248299479484558), ('atmajaya', 0.6231140494346619), ('uninus', 0.6193960905075073)]"
277,4,oratmangun,"[('angling', 0.717589795589447), ('dumex', 0.7165547013282776), ('sanata', 0.6878474950790405), ('raksaka', 0.679955244064331), ('sradha', 0.6744982600212097), ('datubara', 0.6571831107139587), ('buddhi', 0.6470909118652344), ('budhi', 0.6389915943145752), ('wiratama', 0.6304416060447693), ('pramudya', 0.6270383596420288)]"
278,4,prajna,"[('jnana', 0.6949766278266907), ('buddhi', 0.6903209090232849), ('iswara', 0.68397057056427), ('prajnaparamita', 0.6764143109321594), ('saraswati', 0.6705049872398376), ('bhavana', 0.6698137521743774), ('dhamma', 0.6658734083175659), ('cetiya', 0.6570882201194763), ('prajÃ±ÄpÄramitÄ', 0.6563585996627808), ('usnisa', 0.6462892293930054)]"
279,4,wiratama,"[('makayasa', 0.7249189019203186), ('bhaladika', 0.7185323238372803), ('danyonif', 0.7024902701377869), ('adhi', 0.699042022228241), ('danki', 0.6764633059501648), ('kodiklatad', 0.6763508915901184), ('yonarhanud', 0.675085186958313), ('rindam', 0.6740005016326904), ('wirasada', 0.6725152134895325), ('danrem', 0.6723338961601257)]"
282,4,bakti,"[('bhakti', 0.717420756816864), ('baktinya', 0.5946826338768005), ('darma', 0.5514942407608032), ('bina', 0.5156087279319763), ('budhi', 0.49807941913604736), ('taruna', 0.49719199538230896), ('satya', 0.49319523572921753), ('pengabdian', 0.4923345148563385), ('purna', 0.49220553040504456), ('panca', 0.48683416843414307)]"
285,4,manggala,"[('kencana', 0.7140634655952454), ('bhakti', 0.690774142742157), ('darma', 0.6812732815742493), ('kerta', 0.6811181902885437), ('wira', 0.6802452206611633), ('husada', 0.655908465385437), ('loka', 0.6472514867782593), ('wisesa', 0.6425624489784241), ('sewaka', 0.6416388750076294), ('nugraha', 0.6395058035850525)]"
286,4,satya,"[('satyalancana', 0.8402803540229797), ('lancana', 0.8221999406814575), ('satyalencana', 0.8213472366333008), ('sistha', 0.7520633339881897), ('dwidya', 0.7370973825454712), ('bhakti', 0.6885714530944824), ('nararya', 0.6827293634414673), ('mahaputra', 0.6536404490470886), ('pxsatyalancana', 0.6525713205337524), ('lencana', 0.636806070804596)]"
287,4,krida,"[('wiyata', 0.7472099661827087), ('husada', 0.7258248329162598), ('bhakti', 0.6830459833145142), ('bina', 0.6804386377334595), ('widya', 0.6795299053192139), ('graha', 0.6782956719398499), ('darma', 0.6476024985313416), ('primagama', 0.6420605778694153), ('loka', 0.6377251148223877), ('persada', 0.628783643245697)]"
289,4,bina,"[('husada', 0.6976615190505981), ('krida', 0.6804386377334595), ('bhakti', 0.6570674777030945), ('stmik', 0.6542662978172302), ('amik', 0.6525217890739441), ('mulya', 0.648045539855957), ('persada', 0.6446848511695862), ('medika', 0.6426172852516174), ('stikes', 0.6411946415901184), ('wiyata', 0.6286960244178772)]"
292,4,braja,"[('kerta', 0.7167017459869385), ('bhuana', 0.6987044811248779), ('beraban', 0.6631726026535034), ('geni', 0.6507344841957092), ('antang', 0.6505022048950195), ('kemuning', 0.6487125754356384), ('kidang', 0.6484871506690979), ('wisesa', 0.6450368762016296), ('hurip', 0.6382595896720886), ('bodas', 0.634440004825592)]"
293,4,bhaladika,"[('yonarhanud', 0.7852686047554016), ('akasa', 0.7709465622901917), ('baladhika', 0.7281098365783691), ('wiratama', 0.718532383441925), ('wirasada', 0.718102216720581), ('zipur', 0.7124236822128296), ('danyonif', 0.7106184363365173), ('danki', 0.7073121070861816), ('yudha', 0.7044007182121277), ('bhuana', 0.6982231736183167)]"
295,4,wisesa,"[('prasada', 0.7277208566665649), ('kerta', 0.7143027186393738), ('atmaja', 0.7103596925735474), ('kertarajasa', 0.7084552049636841), ('murti', 0.6969686150550842), ('saÅ‹', 0.690507173538208), ('bhuana', 0.6872177720069885), ('bethara', 0.6860074996948242), ('sudibya', 0.6831222176551819), ('á¹¡rÄ«', 0.6819086670875549)]"
297,4,akasa,"[('bhaladika', 0.7709464430809021), ('yonarhanud', 0.6743956208229065), ('bhuana', 0.6740888357162476), ('wirasada', 0.6686644554138184), ('ngr', 0.6629564762115479), ('biring', 0.657829225063324), ('sakanti', 0.6571078300476074), ('karso', 0.6440540552139282), ('narasinga', 0.6408851742744446), ('manasa', 0.6359022855758667)]"
299,4,yudha,"[('bhaladika', 0.7044006586074829), ('wira', 0.7035217881202698), ('wiratama', 0.6681535840034485), ('bhuana', 0.6677104234695435), ('adhi', 0.6610110402107239), ('nugraha', 0.6604026556015015), ('sandhi', 0.6506235599517822), ('yon', 0.6460921168327332), ('dhuaja', 0.6417579054832458), ('cakti', 0.641185462474823)]"
