title,date,description,source
"5 Jenazah Korban Bus Tertabrak KA di Tulungagung Diserahkan ke Keluarga

","Minggu, 27 Feb 2022 17:22 WIB

","Kepala Instalasi Kedokteran Forensik (IKF) RSUD dr Iskak Tulungagung dr Tutik
Purwanti mengatakan kelima jenazah telah berhasil diidentifikasi. Identitas
para korban juga telah sesuai dengan keterangan pihak keluarga.

 ""Kami sudah melakukan pemeriksaan korban laka lantas tersebut, ada tiga
perempuan dan dua laki-laki,"" kata dr Tutik Purwanti kepada wartawan, Minggu
(27/2/2022).

 ""Rata-rata lukanya di kepala dan kaki,"" imbuh Tutik.

 Saat ini seluruh jenazah telah telah diserahkan kepada pihak keluarga untuk
dimakamkan. Penyerahan jenazah dilakukan secara bersama-sama.

 ""Penyerahan jenazah juga kami lampirkan bersama surat keterangan kematian,""
jelas Tutik.

 Sebelumnya, bus Harapan Jaya yang berisi 43 orang tertabrak

 ",www.detik.com
"Truk Gagal Nanjak Tabrak Bus Ziarah Wali Songo di Lamongan, 18 Orang Terluka

","Rabu, 16 Feb 2022 12:21 WIB

","Kejadian ini bermula saat truk tronton bernopol H 1587 VL melaju dari arah
barat ke timur. Sesampai di jalan menanjak, kendaraan yang dikemudikan Riko
Setyo (20) warga Tuban itu tidak mampu menanjak sehingga bergerak mundur.

 ""Kejadian Selasa (15/2) malam,"" kata Kanit Gakkum Satlantas Polres Lamongan
Iptu Anang Purwo kepada wartawan, Rabu (16/2/2022).

 Anang melanjutkan tepat di belakang truk melaju bus mini bernopol T 7810 AB.
Bus itu membawa 30 orang yang sedang melakukan

 ""Rombongan bus ini adalah rombongan yang hendak ziarah wali songo dari Desa
Gunungmenyan Kecamatan Luwihliyang Kabupaten Bogor dengan jumlah penumpang
sebanyak 30 orang,"" ujar Anang.

 Akibat tabrakan ini, lanjut Anang, bus sempat terseret ke belakang dan
berhenti di pinggir jalan. Usai menabrak bus, truk dengan muatan Pasir Silica
itu terguling dan muatannya pun tumpah.

 ""Kedua kendaraan mengalami kerusakan, sementara korban luka akibat kejadian
ini 18 orang yang adalah penumpang Bus, 6 diantaranya dirujuk ke RSUD Lamongan
karena mengalami patah tulang,"" ungkap Anang.

 Saat ini, imbuh Anang, semua kendaraan yang terlibat tabrakan telah
dievakuasi. Polisi, lanjut Anang, juga sempat mendatangkan derek dari Tuban
untuk mengevakuasi bangkai truk. Polisi masih meminta keterangan sejumlah
saksi dan melakukan olah TKP.

 ""Berkat kerjasama dan kesigapan Unit Gakkum Satlantas Polres Lamongan dengan
Puskesmas Brondong dan masyarakat desa setempat, 8 korban patah tulang dengan
segera merujuk ke RSUD dr Soegiri Lamongan,"" tambah Anang.

 ",www.detik.com
"Penampakan Mobil Mewah Ringsek Usai Tabrak Truk di Tol JORR

","Rabu, 16 Feb 2022 07:56 WIB

","Sebuah mobil mewah menabrak truk tronton di Km 23

 itu terjadi tepatnya di Tol JORR Pondok Indah mengarah ke Ampera. Peristiwa
itu terjadi pada Rabu (16/2/2022) pukul 00.30 WIB.

 ""Terjadi kecelakaan dini hari pukul 00.30 WIB, mobil B-77-APR menabrak bagian
belakang truk tronton B-9856-CYT di Km 23 Tol JORR Pondok Indah arah Ampera,""
tulis TMC Polda Metro Jaya.

 Dilihat di Twitter TMC Polda Metro, bagian depan mobil tampak ringsek usai
menabrak truk bermuatan besi. Pintu mobil bagian kiri depan pun terlihat rusak
parak. Namun belum diketahui, sejauh mana kerusakannya.

 Kecelakaan tersebut mengakibatkan korban luka. Korban mengalami luka ringan
dan sudah dievakuasi petugas.

 ""Korban mengalami luka-luka dan kecelakaan sudah dalam penanganan petugas
Polri,"" ucapnya.

 Tidak disebutkan jumlah korban luka akibat kecelakaan itu. Belum diketahui
juga penyebab kecelakaan tersebut.

 ",www.detik.com
"Tersangka Meninggal, Penyidikan Kecelakaan Bus Maut di Bantul Dihentikan

","Rabu, 16 Feb 2022 16:32 WIB

","Polisi sebelumnya telah menetapkan pengemudi bus bernama Ferianto (38) sebagai
tersangka dalam kecelakaan itu.

 ""Dan karena yang bersangkutan telah meninggal dunia, tentunya kasus ini akan
kita SP3,"" kata Kapolres Bantul AKBP Ihsan kepada wartawan saat di Polres
Bantul, Rabu (16/2/2022).

 Menurutnya, penghentian kasus tersebut bukan tanpa alasan. Mengingat
berdasarkan undang-undang yang berlaku, jika tersangka dalam suatu kasus
meninggal dunia maka penanganan kasus tersebut dihentikan.

 ""Karena ini juga sesuai dengan undang-undang di mana kasus yang pelakunya
meninggal dunia harus dihentikan,"" ucapnya.

 Sebelumnya, Kapolres Bantul AKBP Ihsan mengatakan, bahwa hari ini pihaknya
telah melaksanakan gelar perkara bersama dengan Ditlantas Polda DIY, Irwasda
dan Bagian Hukum dan Bid Propam Polda DIY. Gelar perkara itu untuk menentukan
penetapan tersangka, mengetahui penyebab utama penyebab kecelakaan maupun
pasal yang disangkakan terkait kecelakaan tersebut.

 ""Hasilnya, seluruh peserta gelar perkara sepakat jika kasus ini diakibatkan
kelalaian pengemudi dalam mengemudikan kendaraan pada saat jalan menurun.
Lalainya di mana? Yang pertama didapatkan dari keterangan saksi dan analisis
dari TAA (traffic accident analysis),"" ucapnya kepada wartawan di Polres
Bantul, Rabu (16/2/2022).

 Selanjutnya, sopir menggunakan persneling gigi 3 saat menuruni jalur Imogiri-
Dlingo. Lebih lanjut bus tersebut melaju dengan kecepatan 80-100 km/jam.

 ""Pertama saat jalan menurun menggunakan persneling gigi 3. Yang kedua
kelalaiannya mengemudikan kendaraan di atas 50 KM/jam, padahal di sana sudah
ada larangan mengemudikan kendaraan di atas 50 KM/jam. Bahkan dari analisis
dari TAA kemungkinan sampai 80-100 KM/jam,"" ujarnya.

 ""Termasuk fakta bahwa pengemudi baru pertama kali melewati jalan tersebut.
Biasanya dia khusus trayeknya di jalan datar. Sehingga inilah yang mungkin
membuat panik, timbuh kelalaian tersebut dan menyebabkan kecelakaan,"" lanjut
Ihsan.

 Berdasarkan hal tersebut, polisi menetapkan sopir bus PO Gandhos Abadi yang
terlibat laka di Bukit Bego sebagai tersangka.

 ""Kedua, dari hasil gelar perkara kedua kami menetapkan pengemudi Feri Waskito
(Ferianto) sebagai tersangka,"" ucapnya.

 ",www.detik.com
"Pikap Rem Blong Angkut 4 Orang Tabrak Pohon di Pamekasan, Satu Korban Tewas

","Rabu, 16 Feb 2022 16:40 WIB

","Korban tewas adalah Sumirah (70). Sementara tiga korban kritis adalah Siti
(45), Sulimah (39), dan Nasiha (50). Semua korban merupakan warga Desa Bajur,
Kecamatan Waru.

 ""Pikap mengalami rem blong,"" ujar Kasat Lantas Polres Pamekasan AKP Deddy Eka
Aprianto kepada detikJatim, Rabu (16/2/2022).

 Deddy mengatakan kecelakaan itu terjadi pukul 09.00 WIB. Saat itu pikap
bernopol M 9472 AA yang dikemudikan Bahri (40) melaju dari arah barat. Pikap
itu mengangkut empat emak-emak di bak nya. Saat melalui jalan menurun, rem
pikap itu tiba-tiba blong.

 Tanpa bisa dikendalikan,

 ""Korban sudah dilarikan ke rumah sakit. Sementara mobil sudah kami amankan di
mako lantas di Nyalaran,"" kata Deddy.

 ",www.detik.com
"Kronologi Kecelakaan Maut di Sudirman, Pengemudi Disebut Tidak Konsentrasi

","Rabu, 16 Feb 2022 14:29 WIB

","Mobil Honda HR-V yang dikemudikan pria inisial BT (20) menabrak tiga pengemudi
motor di

 Kecelakaan itu terjadi pada Rabu (16/2) pukul 01.15 WIB. Awalnya mobil yang
dikemudikan BT melaju dari arah selatan ke utara di

 ""Sesampainya di TKP, tepatnya dekat Graha BNI, (pemobil) diduga kurang hati-
hati dan tidak konsentrasi,"" kata Kasubdit Gakkum Ditlantas Polda Metro Jaya
Kompol Arga Dija Putra saat dihubungi, Rabu (16/2/2022).

 BT yang kehilangan kendali atas mobilnya lalu menabrak bodi belakang motor
Honda Beat warna biru yang dikemudikan MI. Tak sampai situ, pengemudi mobil
menabrak motor Honda Beat warna hitam yang dikemudikan M (20) dan motor Yamaha
Aerox yang dikemudikan AFZ (33).

 ""Pengendara kendaraan sepeda motor Honda Beat warna biru inisial MI (17)
meninggal dunia di tempat,"" ungkap Arga.

 Sedangkan dua korban lainnya mengalami luka-luka. Kedua korban dibawa ke rumah
sakit.

 Peristiwa kecelakaan ini viral di media sosial. Dalam video viral itu terlihat
mobil si penabrak dikerumuni warga.

 Pengemudi dalam kondisi diduga mabuk sempat diajak komunikasi oleh teman
perempuannya. Teman perempuannya itu mencoba menyadarkan pemuda tersebut.

 ""Ini, minum air putih. Bernard,

 BT tidak merespons dengan baik. Kondisinya masih terlihat lemas. Sosok
perempuan itu pun tampak kesal karena tidak mendapatkan respons dari BT.

 ""

 Warga sekitar terlihat masih berada di sekeliling kendaraan BT. Mayoritas
mencoba membuat dokumentasi dari kecelakaan tersebut.

 ",www.detik.com
"Rombongan Wali Songo yang Busnya Ditabrak Truk di Lamongan Urung Berziarah

","Rabu, 16 Feb 2022 17:37 WIB

","Kejadian ini bermula saat truk tronton bernopol H 1587 VL melaju dari arah
barat ke timur. Sesampainya di jalan menanjak, kendaraan yang dikemudikan Riko
Setyo (20) warga Tuban itu tidak mampu menanjak sehingga bergerak mundur dan
menabrak bus.

 ""Korban luka akibat kejadian ini tercatat 18 orang penumpang Bus. Sebanyak 6
orang di antaranya dirujuk ke RSUD Lamongan karena mengalami patah tulang,""
ungkap Kanit Gakkum Satlantas Polres Lamongan Iptu Anang Purwo kepada

 Dia menuturkan, korban yang mengalami luka ringan sudah pulang. Namun, masih
ada 7 korban yang tengah menjalani perawatan medis di RSUD dr Soegiri
Lamongan.

 ""Tinggal yang berada di RSUD dr Sugiri saja sebanyak 7 orang. Rinciannya, 5
menjalani perawatan dan 2 operasi karena patah tulang,"" ujar dia.

 Anang menambahkan, pihaknya bersama Dinas Perhubungan Lamongan juga akan
melakukan cek fisik kendaraan truk tersebut. Cek fisik ini untuk mengetahui
apakah truk itu masuk dalam kategori truk Over Dimension Over Loading (Odol)
atau bukan.

 ""Besok pagi kami bersama Dishub akan cek apakah kendaraan tersebut Odol atau
bukan,"" tegas Anang.

 Seperti diketahui,

 ",www.detik.com
"Saat Peziarah Gagal Ziarah ke Wali Songo Gegara Bus Rombongan Ditabrak Truk

","Kamis, 17 Feb 2022 10:26 WIB

","Kejadian ini bermula saat truk tronton bernopol H 1587 VL melaju dari arah
barat ke timur. Sesampai di jalan menanjak, kendaraan yang dikemudikan Riko
Setyo (20) warga Tuban itu tidak mampu menanjak sehingga bergerak mundur.

 Kanit Gakkum Satlantas Polres Lamongan Iptu Anang Purwo melanjutkan tepat di
belakang truk melaju bus mini bernopol T 7810 AB. Bus itu membawa 30 orang
yang sedang melakukan ziarah wali songo. Akibatnya, terjadi tabrak depan-
belakang antara bagian belakang truk dengan bagian depan bus.

 ""Rombongan bus ini adalah rombongan yang hendak ziarah wali songo dari Desa
Gunungmenyan Kecamatan Luwihliyang Kabupaten Bogor dengan jumlah penumpang
sebanyak 30 orang. Kejadian Selasa (15/2) malam,"" ujar Anang.

 Akibat tabrakan ini, lanjut Anang, bus sempat terseret ke belakang dan
berhenti di pinggir jalan. Usai menabrak bus, truk dengan muatan Pasir Silica
itu terguling dan muatannya pun tumpah.

 ""Para korban luka akibat kejadian ini 18 orang yang adalah penumpang Bus, 6 di
antaranya dirujuk ke RSUD Lamongan karena mengalami patah tulang,"" ungkap
Anang.

 Polisi mendatangkan derek dari Tuban untuk mengevakuasi bangkai truk. Polisi
masih meminta keterangan sejumlah saksi dan melakukan olah TKP.

 Sementara korban yang mengalami luka ringan sudah pulang. Namun, masih ada 7
korban yang tengah menjalani perawatan medis di RSUD dr Soegiri Lamongan.

 ""Tinggal yang berada di RSUD dr Sugiri saja sebanyak 7 orang. Rinciannya, 5
menjalani perawatan dan 2 operasi karena patah tulang,"" ujar dia.

 Sementara korban yang mengalami luka ringan memilih untuk pulang dan tidak
melanjutkan perjalanan usai

 Polisi bersama Dinas Perhubungan Lamongan hari ini rencananya melakukan cek
fisik kendaraan truk tersebut. Cek fisik ini untuk mengetahui apakah truk itu
masuk dalam kategori truk Over Dimension Over Loading (Odol) atau bukan.

 

 ",www.detik.com
"Sopir Bus Maut di Bukit Bego Bantul Jadi Tersangka, Penyidikan Disetop

","Rabu, 16 Feb 2022 18:02 WIB

","Polisi menetapkan sopir bus PO Gandhos Abadi, Ferianto (38), sebagai tersangka
dalam

 Penetapan tersangka itu dilakukan seusai gelar perkara Polres Bantul bersama
dengan Ditlantas Polda DIY, Irwasda, dan Bagian Hukum dan Bid Propam Polda
DIY. Kelalaian ini tampak dari hasil analisis dan keterangan saksi.

 ""Hasilnya, seluruh peserta gelar perkara sepakat jika kasus ini diakibatkan
kelalaian pengemudi dalam mengemudikan kendaraan pada saat jalan menurun.
Lalainya di mana? Yang pertama didapatkan dari keterangan saksi dan analisis
dari TAA (

 Ihsan menjelaskan, kelalaian sopir tersebut di antaranya menggunakan
persneling gigi 3 saat menuruni jalur Imogiri-Dlingo. Kemudian bus tersebut
melaju dengan kecepatan 80-100 km/jam.

 ""Pertama saat jalan menurun menggunakan persneling gigi 3. Yang kedua
kelalaiannya mengemudikan kendaraan di atas 50 km/jam, padahal di sana sudah
ada larangan mengemudikan kendaraan di atas 50 km/jam, bahkan dari analisis
dari TAA kemungkinan sampai 80-100 km/jam,"" ujarnya.

 ""Termasuk fakta bahwa pengemudi baru pertama kali melewati jalan tersebut.
Biasanya dia khusus trayeknya di jalan datar. Sehingga inilah yang mungkin
membuat panik, timbul kelalaian tersebut dan menyebabkan kecelakaan,"" lanjut
Ihsan.

 Berdasarkan hal tersebut, polisi menetapkan sopir bus PO Gandhos Abadi yang
kecelakaan di Bukit Bego sebagai tersangka.

 ""Kedua, dari hasil gelar perkara kedua kami menetapkan pengemudi Feri (38)
sebagai tersangka,"" ucapnya.

 Atas temuan itu, tersangka disangkakan pasal 310 dan terancam meringkuk di bui
selama 6 tahun.

 ""Kami menerapkan Pasal 310 ayat 2 dan ayat 4 Undang-Undang No 22 Tahun 2009
tentang Lalu Lintas. Di mana jelas dalam pasal tersebut unsurnya barang siapa
setiap orang yang lalai mengemudikan kendaraan dan menyebabkan laka lantas
hingga ada korban luka bahkan hingga meninggal dunia dipidana penjara 6
tahun,"" katanya.

 

 ",www.detik.com
"Sopir Diduga Mengantuk, Mobil di Medan Satria Bekasi Terperosok ke Kali

","Rabu, 16 Feb 2022 19:48 WIB

","Sebuah mobil terperosok ke Kali Harapan Indah, Medan Satria,

 Berdasarkan video yang dilihat

 Kasatlantas Polres Metro Bekasi Kota AKBP Agung Pitoyo Putro membenarkan
adanya kejadian tersebut. Menurutnya, mobil tersebut terperosok saat belok di
tikungan tajam.

 ""Menurut keterangan pengemudi kendaraan melaju dari arah selatan menuju utara,
sesampainya di tikungan mobil tidak bisa dikendalikan sehingga masuk ke dalam
parit (kali),"" kata Agung saat dihubungi wartawan.

 Agung menduga pengendara mengantuk saat mengendarai mobilnya. Menurut Agung,
tidak ada korban jiwa dalam kecelakaan tersebut.

 ""Pengemudi dalam keadaan mengantuk,"" imbuhnya.

 ",www.detik.com
"Ada Mobil Terbalik di Suramadu, Arus Merambat

","Kamis, 17 Feb 2022 17:18 WIB

","Seorang pengguna jalan, Wahyu, melaporkan bahwa ada

 Mobil itu dilaporkan adalah Toyota Avanza. Mobil itu mengalami kerusakan cukup
parah. Bagian depan hancur. Begitu juga dengan bagian samping.

 Mobil itu terbalik dengan roda di atas pada posisi jalan paling kanan. Arus
lalu lintas lancar merambat karena masih ada dua lajur yang bisa dilewati.

 ",www.detik.com
"Anak Muda Pengemudi 'Mobil Maut' di Sudirman Ditetapkan Tersangka!

","Kamis, 17 Feb 2022 11:14 WIB

","Polisi telah menyelidiki kasus

 ""Pengemudi mobil sudah ditetapkan tersangka,"" kata Kasubdit Gakkum Ditlantas
Polda Metro Jaya Kompol Arga Dija Putra saat dihubungi, Kamis (17/2/2022).

 Satu orang pengendara motor diketahui meninggal dunia usai ditabrak oleh mobil
BT pada Rabu (16/2) dini hari. Arga mengatakan BT dikenai Pasal 310 ayat 4 UU
Lalu Lintas dan Angkutan Jalan.

 Namun, terkait tersangka BT bakal dilakukan penahanan, polisi belum menjawab
pasti. Arga mengatakan BT saat ini masih diamankan di Subdit Gakkum Ditlantas
Polda Metro Jaya.

 ""Sementara ini masih kami amankan dulu di kantor. Untuk statusnya kita
tetapkan tersangka,"" terang Arga.

 Peristiwa nahas itu terjadi pada Rabu (16/2) sekitar pukul 01.00 WIB. Saat itu
mobil yang dikemudikan BT menabrak tiga motor yang melintas di depannya.

 Satu orang pemotor berinisial MI (17) meninggal dunia di lokasi. Sedangkan dua
pemotor lainnya mengalami luka-luka dan dirawat di rumah sakit.

 Peristiwa kecelakaan itu sempat viral di media sosial. Dalam video viral
terlihat BT yang diduga tengah dalam keadaan mabuk.

 ",www.detik.com
"Bus Seruduk Rumah Warga di Tasikmalaya

","Kamis, 17 Feb 2022 18:42 WIB

","Bus Merdeka dengan nomor polisi Z 7618 TF jurusan Tasik-Jakarta, terguling
setelah menabrak rumah milik warga. Beruntung tak ada korban jiwa dalam
kecelakaan tersebut, awak bus dan 6 orang penumpang bus berhasil selamat.

 Informasi yang dihimpun, kecelakaan itu terjadi ketika bus yang dikemudikan
oleh Nana Kusmana (62), warga Kecamatan Palasah, Kabupaten Majalengka melaju
dari arah Tasikmalaya menuju Bandung.

 Sampai di lokasi kursi supir tiba-tiba bergeser terlepas ke belakang.
Pergeseran mendadak posisi sopir ke belakang, membuat Nana kehilangan kendali
atas kendaraan yang dikendarainya.

 Bus oleng lalu bergerak ke kanan dan menghantam rumah milik warga sebelum
akhirnya bus terguling ke kanan.

 Kapolsek Kadipaten AKP Endang Wijaya membenarkan adanya kejadian tersebut.
""Sudah kami tangani berkoordinasi dengan unit Gakkum Satlantas Polres
Tasikmalaya Kota,"" kata Endang.

 Dia menjelaskan tak ada korban jiwa dalam insiden tersebut, namun kecelakaan
itu menyebabkan kerusakan. ""Rumah milik warga bagian kamar depan dan dapur
rusak, tiang telepon patah. Penghuni rumah juga selamat,"" kata Endang.

 Namun Endang menjelaskan kernet bus mengalami luka di bagian tangan dan kaki.
""Penumpang, sopir, kondektur dan penghuni rumah semuanya selamat,"" kata
Endang.

 Endang juga menambahkan pihaknya melakukan mediasi antara pemilik rumah dengan
PO bus untuk urusan ganti rugi.

 ",www.detik.com
"Jika Terbukti Mabuk, Pemobil 'Maut' di Sudirman Diancam Hukuman Lebih Berat

","Kamis, 17 Feb 2022 12:21 WIB

","Polisi masih menunggu hasil tes urine

 ""Nanti kita akan periksa hasil kalau sudah hasil urinenya keluar kalau tadi
misalnya menujukan tanda-tanda bahaya bisa saja pasalnya kita naikkan jadi
(Pasal) 311 (UU Lalu Lintas dan Angkutan Jalan),"" kata Dirlantas Polda Metro
Jaya Kombes Sambodo Purnomo Yogo kepada wartawan, Kamis (17/2/2022).

 Saat ini BT telah ditetapkan

 Berikut ini bunyi Pasal 310 ayat (4):

 Namun, jika hasil tes urine terbukti BT mabuk atau berkendara dalam kondisi
terpengaruh narkoba, dia akan dijerat Pasal 311 ayat (4) UU RI No.22 Tahun
2009 tentang Lalu Lintas dan Angkutan Jalan. Pasal 311 mengatur ketentuan
ancaman pidana bagi pengendara yang dengan sengaja mengemudikan kendaraan
bermotor dengan cara atau keadaan yang membahayakan nyawa.

 Berikut ini bunyi Pasal 311 ayat (5):

 Sambodo mengatakan hingga saat ini pihaknya menunggu hasil tes urine dari BT.
Pihaknya enggan berspekulasi terkait kondisi BT yang terekam di video viral
diduga dalam keadaan mabuk.

 ""Ya sedang mabuk atau tidak kan nanti kita cek urinenya. Nanti setelah kita
cek urinenya hasil sudah keluar nanti kita sampaikan,"" terang Sambodo.

 

 ",www.detik.com
"Truk Boks Terguling di Pademangan Jakut, Sopir Terjepit

","Kamis, 17 Feb 2022 17:09 WIB

","Sebuah video yang menampilkan aksi

 Dalam video yang beredar, terlihat sebuah mobil boks yang terguling di tepi
jalan. Di dalam mobil boks itu, terdapat sopir yang terjepit.

 Sejumlah orang terlihat berusaha menolong sopir itu. Salah satu warga tampak
berusaha menjangkau sang sopir.

 ""

 Kanit Laka Jakarta Utara AKP Edi Wibowo membenarkan kejadian itu. AKP Edi
menyebut peristiwa itu terjadi di Jalan Karang Bolong VI, tepatnya di samping
Vihara Mahavira, Pademangan, Jakarta Utara, pukul 13.20 WIB siang tadi.

 Mulanya, mobil boks yang dikendarai SU melintas dari arah selatan ke utara.
Tiba-tiba, mobil tersebut oleng karena

 ""Di Jalan Karang Bolong VI wilayah Pademangan, Jakarta Utara, tepatnya di
samping Vihara Mahavira oleng kekiri menabrak trotoar dan terguling,"" kata Edi
dalam keterangannya.

 Akibatnya, pengemudi terluka. ""Pengemudi mengalami luka serta kendaraannya
mengalami kerusakan,"" imbuh Edi.

 Kecelakaan ini ditangani oleh Unit Laka Lantas Jakarta Utara. Sementara korban
sudah dievakuasi ke rumah sakit.

 ",www.detik.com
"Polisi Tilang ABG Pemotor yang Masuk Tol Japek hingga Tertabrak Mobil

","Kamis, 17 Feb 2022 17:41 WIB

","Pengendara motor, remaja perempuan inisial KS (16), masuk ke ruas

 ""Kan itu masuknya di gerbang Cikampek lewat Halim. Jelas masuk tol tidak boleh
karena pelanggaran. Terus ditambah ini ada kecelakaan. Tapi pemotor tilangnya
jelas, ya,"" kata Kasat Lantas Polres Metro Jakarta Timur AKBP Edy Surasa saat
dihubungi, Kamis (17/2/2022).

 Edy mengatakan pemotor KS dikenai pasal pelanggaran soal tertib rambu lalu
lintas. Sanksi tilang tetap diterapkan kepada KS meski pemotor tersebut
tertabrak mobil di lokasi.

 ""Motor masuk tol kan jelas pelanggaran, tidak bisa kayak

 Terkait pemobil inisial AS (47) yang sempat menabrak pemotor KS di lokasi
belum bisa disimpulkan sebagai pelaku pelanggaran lalu lintas. Polisi masih
menggali keterangan dari pihak yang terlibat.

 ""Kalau laka, kita tangani sendiri, kita periksa dulu. Belum bisa disimpulkan.
Kita dalami dulu,"" katanya.

 Aksi KS masuk ke ruas Tol Japek terjadi pagi tadi. Dia sempat melawan arah dan
tertabrak mobil.

 Kasat PJR Ditlantas Polda Metro Jaya Kompol Sutikno mengatakan aksi nekat KS
itulah yang menyebabkan kecelakaan lalu lintas di lokasi. KS nekat melawan
arah hingga tertabrak mobil yang dikemudikan pria inisial AS (47).

 ""Kendaraan roda dua datang dari Bekasi melawan arah ke arah barat. Tiba di Km
0+800, kendaraan roda dua tersebut kaget dan jatuh di lajur 3,"" kata Sutikno.

 Saat mencoba melawan arah dan keluar dari ruas tol, motor korban akhirnya
tertabrak mobil. KS sempat tergeletak di tengah jalan.

 ""Iya (lawan arah). Dia kan salah jalan, terus

 Menurut Sutikno, KS bisa melintas ke ruas Tol Japek melalui Gerbang Tol Halim.
Di lokasi itu, kata Sutikno, tidak ada palang hingga KS bisa leluasa melintas
dan salah jalan di ruas Tol Japek.

 ""Dia masuk tol. Begitu tahu itu tol, dia berusaha balik kanan. Kan kalau dari
Halim nggak ada gerbang tolnya itu. Kalau dari Halim kan nggak ada gerbang
tolnya arah Cikampek,"" terang Sutikno.

 Dari foto-foto yang diterima, terlihat korban sempat tergeletak di tengah
jalan. Namun Sutikno memastikan pemotor KS dalam kondisi selamat.

 ""Intinya, korban jiwa nggak ada,"" terang Sutikno.

 ",www.detik.com
"Seorang Pria Ditemukan Tewas di Samping Motor Tengah Sawah Madiun

","Senin, 14 Feb 2022 21:33 WIB

","Persawahan tersebut berada di Desa Sobrah, Kecamatan Wungu, Madiun. Pria itu
yakni Multazam Abdul Rohman (24) warga Desa Jambangan, Kecamatan Paron, Ngawi.

 Saat ditemukan, jasad korban sudah kaku dan penuh lumpur. Di sampingnya ada
sepeda motor Honda GL PRO yang dimodif CB bernopol AE 5851 LA.

 Pria tersebut diduga menjadi korban kecelakaan tunggal. Jenazah korban sudah
dilakukan autopsi dan tidak ditemukan tanda-tanda penganiayaan.

 ""Diduga korban kecelakaan tunggal, karena kondisi korban tergeletak di sawah
bersama motornya. Sudah dibawa keluarga setelah dilakukan autopsi,"" kata
Nanang.

 Nanang menambahkan, Satlantas Polres Madiun akan melakukan pengembangan dengan
meminta keterangan dari keluarga korban.

 ""Kita besok akan memintai keterangan keluarga, karena hari ini masih berduka.
Tapi dugaan kecelakaan tunggal,"" imbuhnya.

 ",www.detik.com
"5 Fakta Bus Tabrak 8 Kendaraan di Bantul hingga Sopir Jadi Tersangka

","Senin, 14 Feb 2022 08:00 WIB

","Bus Mira rute Surabaya-Yogyakarta menabrak 6 mobil dan 2 motor di

 Seperti dilansir dari

 Berikut sejumlah fakta kecelakaan tersebut:

 Kasat Lantas Polres Bantul AKP Gunawan Setiyabudi mengatakan sopir bus
berinisial K hilang konsentrasi sehingga menabrak delapan kendaraan yang
berhenti di depannya secara beruntun.

 ""Sopir kehilangan konsentrasi, terkait nanti itu kehilangan konsentrasi karena
apa kita dalami lagi. Yang jelas saat di TKP sopir kehilangan konsentrasi,""
kata Gunawan.

 Hingga saat ini polisi masih mendalami kecelakaan ini. Sedangkan kendaraan
yang terlibat kecelakaan telah diamankan ke Mapolres Bantul.

 Berdasarkan hasil olah TKP dan pemeriksaan para saksi, polisi menyimpulkan
unsur-unsur kelalaian dari pengemudi bus Mira terpenuhi sehingga menyebabkan
terjadinya kecelakaan lalu lintas pada hari Jumat itu. Terlebih, K terbukti
mengantuk sehingga kurang konsentrasi saat mengemudikan bus.

 Sebab, ketika mengemudikan kendaraannya, K kurang hati-hati dan kurang
konsentrasi ke arah depan (diduga mengantuk). Sehingga tidak ada upaya untuk
melakukan pengereman maupun upaya untuk menghindari kecelakaan lalu lintas
tersebut,"" ucapnya.

 ""Hal tersebut sesuai dengan hasil olah TKP bahwa tidak ditemukan bekas-bekas
atau jejak pengereman yang dilakukan oleh K, dikuatkan oleh saksi dari
kondektur dan kernet,"" imbuh Maryono.

 Polisi menyebut kecelakaan itu diduga karena

 ""Hasil analisis sementara diduga

 

 ",www.detik.com
"Pemotor Wanita Tewas Terlindas Truk di Kelapa Gading

","Senin, 14 Feb 2022 15:04 WIB

","Seorang pemotor wanita, MN, tewas terlindas truk di Jalan Pegangsaan Dua,

 Kanit Laka Lantas Polres Metro Jakarta Utara AKP Edi Wibowo mengatakan
peristiwa itu terjadi sekitar pukul 08.00 WIB, Senin (14/2/2022). Saat itu, MN
sedang mengendarai sepeda motornya di Jalan Pegangsaan Dua dari arah selatan
ke utara, tepatnya di Pertigaan Sekolah Saint Pieters.

 ""Awalnya kendaraan sepeda motor Honda Spacy B-3831-TGV pengendara Saudari MN
melaju dari arah selatan ke utara di Jalan Pegangsaan Dua wilayah Kelapa
Gading Jakarta Utara, tepatnya di pertigaan sekolah Saint Pieters,"" kata Edi.

 Dia mengatakan, pada saat yang bersamaan, kendaraan jenis truk bernomor polisi
B-9084-OJ yang dikemudikan oleh NN melaju. Korban diduga terpeleset saat
hendak menyalip truk hingga jatuh dan terlindas roda truk.

 ""Saat mendahului dari kiri terpeleset jatuh ke kanan terlindas roda kiri
belakang kendaraan truk box B-9084-OJ pengemudi saudara NN yang melaju lurus
searah di samping kanannya. Akibat dari kecelakaan lalu lintas tersebut,
pengendara sepeda motor Honda Spacy B-3831-TGV saudari MN meninggal dunia di
TKP,"" kata Edi.

 ",www.detik.com
