title,date,description,source
"Perkembangan Terbaru Kasus Kecelakaan Maut di Tol Boyolali

","Jumat, 02 Okt 2020 17:10 WIB

","Penyelidikan kasus

 ""Tersangka dalam kecelakaan tersebut yaitu pengemudi mobil Honda CRV, karena
meninggal dunia maka sesuai Pasal 77 KUHP proses hukumnya tidak bisa
dilanjutkan. Kasusnya dihentikan,"" kata Kanit Laka Satlantas Polres Boyolali,
Ipda Utomo, kepada

 Utomo menyebut pihaknya telah meminta keterangan pengemudi mobil Mercedes Benz
bernopol B-2626-HS, Dadang Setyawan (41). Kepada polisi, Dadang mengaku
ditabrak dari belakang saat tengah melaju di samping kiri minibus Toyota
HiAce.

 Kemudian dia terdorong maju dan menabrak truk hingga oleng ke kanan dan
tertabrak minibus tersebut.

 ""Pengemudi Mercy sudah dimintai keterangan, status jadi saksi,"" jelasnya.

 Diberitakan sebelumnya,

 Kecelakaan tersebut mengakibatkan tiga orang meninggal dunia, yaitu sopir dan
penumpang Honda CRV, L-1225-I, yang merupakan pasangan suami istri, R. Deddy
Erryanto (46) dan Sonya Windawaty (44). Keduanya warga Jojoran I Blok K
Kavling 32, RT 05/13, Kelurahan Mojo, Kecamatan Gubeng, Kota Surabaya.

 Kemudian, Husein (4), anak dari Dadang Setyawan (41), pengemudi mobil sedan
Mercedez Bens, B-2626-HS, warga Jl Ulin Utara III No 347 RT 01/02, Kelurahan
Padangsari, Kecamatan Banyumanik, Kota Semarang. Balita itu meninggal dunia
dalam perawatan di rumah sakit.

 ",www.detik.com
"Lima Warga Madiun Tertabrak Mobil dan Bus Sekaligus, Dua Orang Tewas

","Rabu, 07 Okt 2020 23:19 WIB

","Kendaraan yang terlibat adalah Toyota Kijang Innova bernopol AE 536 BG dan bus
Gunung Harta bernopol DK 7169 GH.

 ""Betul jadi

 Dua korban meninggal dunia, kata Johan, yakni Mochamad Syaifulloh (29), warga
Kecamatan Taman, Kota Madiun dan Hari Purnomo (26), warga Kecamatan Dagangan,
Kabupaten Madiun.

 ""Untuk tiga korban luka dilarikan ke RSUD dr Soedono Madiun,"" kata Johan.

 Johan mengatakan untuk tiga warga yang terluka, yakni Fahrul Rozak (27), warga
Tanah Kali Kedinding, Kenjeran, Surabaya; Ibrahim Anis (39), Kecamatan
Kartoharjo, Kota Madiun; dan Mochamad Ardha Putra (24), warga Kecamatan Baron,
Nganjuk.

 Johan menambahkan

 ""Jadi kelima pejalan kaki ingin menyeberang dari timur ke barat jalan, di mana
pada saat itu berhenti di tengah menunggu arus sepi. Tiba-tiba saja korban
tertabrak Innova dan terpental ke kanan. Saat terpental itulah dari arah
selatan atau dari Kota Madiun melaju Bus Gunung Harta yang kemudian juga
menabrak korban,"" tandas Johan.

 ",www.detik.com
"Pengakuan Si Madun Yusuf Mahardika Pernah Bunuh Orang!

","Kamis, 22 Okt 2020 15:09 WIB

","dikenal sebagai aktor yang mengawali karier di sinetron Tendangan Si Madun. Ia
dari kecil sudah jadi pembicaraan orang.

 Tapi siapa sangka, Yusuf Mahardika punya cerita miris. Ia mengaku pernah
membunuh orang.

 Hal itu diungkapkan Yusuf Mahardika saat berbincang dengan

 ""Aku pernah bunuh orang, bang, gini-gini. Jadi ceritanya waktu itu Madun kan
lagi ngetop-ngetopnya. Ya namanya masih 12 tahun sudah terkenal segala macam
ibaratnya bisa dibilang waktu itu nomor satu di Indonesia semua orang tertuju
kepada sinetron itu,"" ujar Yusuf.

 ""Dulu sempat dengar kabar anak di Jawa Tengah atau Jawa Timur gitu dia pamit
sama ibunya mau beli kaus Madun di pasar. Anak kecil itu tertabrak, meninggal.
Dan aku nggak dengar kabarnya,"" lanjutnya.

 Rupanya Yusuf Mahardika tak benar-benar membunuh orang dengan tangannya. Ia
cuma merasa telah menghilangkan nyawa seseorang karena keterkenalannya di
sinetron terdahulu.

 Mengetahui ada anak meninggal karena niat beli baju Madun,

 ""Pas dengar aku nangis. Gimana aku umur 12 tahun punya beban kayak gitu tuh
kayak aduh gimana sedih. Bebannya dua kali lipat. Kok bisa kayak gini? Pas
terkenal pun sempat pusing. Anak 12 tahun tiba-tiba terkenal jadi panutan
anak-anak kecil lain jadi beban tersendiri buat aku,"" tutur Yusuf.

 Sejak peristiwa itu,

 ""Sejak saat itu, ada anak kecil tumor, aku datangi dan dia senang. Aku ajak ke
lokasi seminggu kemudian meninggal. Dan cita-cita terakhirnya dia mau ketemu
Madun,"" kata Yusuf.

 ",www.detik.com
"Motor Tertabrak Truk Pasir di Lumajang, Satu Orang Tewas

","Sabtu, 10 Okt 2020 14:59 WIB

","Korban tewas yakni Muhammad Hanafi (36), warga Desa Kencong, Kabupaten Jember.
Ia tewas di lokasi dan langsung dievakuasi petugas ke dalam mobil ambulans.

 Sedangkan korban yang mengalami luka-luka yakni Rahmad Akbar (19), warga
Kelurahan Rogotrunan, Kecamatan Kota Lumajang. Ia yang merupakan rekan Hanafi
dilarikan ke RSUD dr Haryoto Lumajang untuk menjalani perawatan.

 Saat kecelakaan, Hanafi membonceng Rahmad menggunakan motor bernopol P 5542
LF. Mereka melaju dari arah Yosowilangun menuju Kunir.

 Saat korban hendak mendahului kendaraan di depannya, nahas ada truk pasir
bernopol N 9481 UZ yang melaju dari arah berlawanan. Pengendara motor tersebut
tertabrak truk pasir. Truk tersebut dikemudikan Ni'am (40) warga Desa Tumpeng,
Kecamatan Tempeh.

 ""Awal mula kecelakaan pengendara motor yang berboncengan melaju dari arah
timur ke barat, dan ada kendaraan mau mendahului dan dari arah berlawanan ada
truk pasir. Sehingga terjadi kecelakaan. Pengendara motor mengalami luka-luka
dan satu lainnya langsung meninggal dunia di lokasi,"" ujar Kasat Lantas Polres
Lumajang AKP Putu Angga Feriyana kepada detikcom, Sabtu (10/10/2020).

 Polisi yang mendapatkan laporan dari masyarakat langsung menuju lokasi
kecelakaan dan melakukan olah tempat kejadian perkara. Polisi mengamankan
sopir truk pasir beserta kendaraannya dan motor korban ke Satlantas Polres
Lumajang. Kini kasus

 ",www.detik.com
"Tak Kuat Nanjak, Truk di Lamongan Mundur dan Tabrak Rumah Warga

","Minggu, 11 Okt 2020 13:14 WIB

","tunggal ini ini bermula ketika truk yang dikemudikan Mulyo (48), warga Desa
Banjaranyar, Kecamatan Tanjunganom, Nganjuk melaju dari timur ke barat dengan
kecepatan kurang lebih 20 km per jam. Ketika mendekati lokasi kejadian, truk
tidak kuat menanjak dan mesin mati.

 ""Lokasi kejadian ini jalannya memang menanjak,"" kata Kapos polisi Paciran Iptu
Sudibyo kepada wartawan, Minggu (11/10/2020).

 Dari penuturan para saksi, kata Sudibyo, saat tak kuat di tanjakan tersebut,
mesin truk mati sehingga rem truk mengalami masalah dan truk kemudian bergerak
mundur. Nahas, saat bergerak mundur tersebut, truk nopol W 9724 UL itu

 ""Truk berhenti setelah menabrak rumah warga,"" ujarnya.

 Sudibyo menambahkan tidak ada korban jiwa dalam kejadian ini. Hanya saja,
pemilik rumah yang menjadi korban

 ""Kami masih meminta keterangan sejumlah saksi dan sudah mengevakuasi truk,""
pungkas Sudibyo.

 ",www.detik.com
"Kronologi Kecelakaan Truk Maut di Puncak yang Tewaskan 5 Orang

","Sabtu, 17 Okt 2020 14:21 WIB

","Kecelakaan maut yang melibatkan lima kendaraan terjadi di Jalan Raya Puncak
Bogor, mengakibatkan lima orang meninggal dunia di lokasi, Sabtu (17/10/2020)
dini hari.

 Kasat Lantas Polres Bogor AKP Fitra Zuanda mengatakan kecelakaan berawal
ketika truk Nopol B-9978-UDF yang tengah mengangkut batu pecahan berukuran
kecil (batu split) tengah melaju dari arah Cianjur menuju arah Jakarta.

 Truk yang dikendarai oleh EH (29) asal Cianjur, Jawa Barat itu diduga
mengalami rem blong sehingga tak tidak biaa dikendalikan dan oleng ke lajur
kanan.

 ""Jadi gini, kejadian sekitar jam 01:00 dini hari tadi. Bermula ketika truk
yang membawa batu split sedang mengarah dari Cianjur ke arah Jakarta, kemudian
diduga truk mengalami rem blong dan oleng ke lajur kanan,"" kata AKP Fitra.

 Truk ke lajur kanan lalu menabrak motor vario yang dikendarai dua orang.
Keduanya meninggal di tempat. Truk kemudian menabrak motor N-Max yang
dikendarai dua orang, dua-duanya juga meninggal di tempat,"" tambahnya.

 Truk yang alami rem blong itu terus melaju dan kembali menabrak mobil minibus
(Grand Max) yang ditumpangi oleh tiga orang. Minibus yang tertabrak truk,
kemudian terdorong sehingga menabrak 1 unit motor yang ada di belakangnya.

 ""3 penumpang di dalam mobil grand max selamat, tapi alami luka-luka.
Pengendara di belakang mobil Grand Max juga selama dan alami luka berat,"" kata
AKP Fitra.

 Truk yang ditumpangi 3 orang termasuk sopir itu, masih terus melaju hingga
akhirnya berhenti setelah menabrak sebuah kios.

 ""Truk berhenti setelah tabrak kios. Sopir truk meninggal dunia di lokasi,
sedangkan dua penumoang truk lainnya alami luka berat,"" sebut AKP Fitra.

 ""Jadi total ada 5 korban meninggal. Semua meninggal di tempat,"" sambungnya.

 AKP Fitra mengatakan, dugaan sementara kecelakaan adalah akibat truk rem
blong. Namun menurutnya, hal tersebut setelah pihaknya akan menyimpulkan
setelah melakukan pembahasan hasil olah TKP.

 ""Tadi kita sudah olah TKP bersama Korlantas Polri dan Dirlantas Polda Jabar.
Penyebab pasti kecelakaan nanti disampaikan setelah kita bahas semua hasil
temuan di TKP,"" ungkap Fitra.

 ",www.detik.com
"Hanafi Rais Jadi Korban Kecelakaan Beruntun di Tol Cipali

","Minggu, 18 Okt 2020 11:04 WIB

","Kecelakaan beruntun terjadi di Ruas Jalan Tol Cikopo-Palimanan (Cipali)
kilometer 112.900 tepatnya di wilayah Kabupaten Subang. Dua orang mengalami
luka, salah satunya putra Amien Rais, Ahmad Hanafi Rais.

 Menurut Panit PJR Tol Cipali Iptu Karyana, kecelakaan melibatkan tiga
kendaraan yang tengah melaju dari arah Cirebon menuju Jakarta sekitar pukul
02.22 WIB. Ia juga membenarkan bahwa korban kecelakaan tersebut salah satunya
adalah putra sulung Amien Rais.

 ""Toyota Alphard dengan nopol B-1612 -WMV yang di kendarai oleh Ferdian
tertabrak oleh kendaraan dari arah belakang kemudian alphard tersebut
terpental dan menabrak lagi kendaraan berat, menurut keterangan dari sopir
betul korban Ahmad Hanafi Rais anaknya Amien Rais,"" ujar Panit PJR Tol Cipali
Iptu Karyana ditemui di kantornya di Wilayah Cilameri Subang, Minggu
(18/10/2020).

 Karyana menjelaskan Hanafi Rais yang duduk dibangku penumpang bagian depan
alami luka cukup berat sedangkan sopirnya Ferdian Yudha Pratama luka sedang.

 ""Penumpangnya alami luka berat dan sopirnya luka sedang, sekitar pukul 03.00
WIB dibawa ke rumah sakit di Purwakarta,"" terangnya.

 Adapun kecelakaan ini terjadi ketika ketiga kendaraan yang terlibat kecelakaan
melaju dari arah Cirebon menuju Jakarta, di tengah perjalanan sebuah kendaraan
menabrak kendaraan yang ditumpangi Hanafi Rais. Karena kerasnya benturan
membuat kendaraan yang ditumpangi Hanafi Rais terdorong dan menabrak kendaraan
berat yang ada di depannya.

 ""Pasca kecelakaan, kendaraan yang menabrak dan kendaraan yang tertabrak oleh
kendaraan yang ditumpangi anaknya Amien Rais kabur dan tidak diketahui
identitasnya. Sehingga penyebab kecelakaan belum diketahui secara pasti,"" kata
Panit.

 Kini bangkai kendaraan sudah diamankan di pul derek di Cilameri Subang,
sedangkan korban dievakuasi ke rumah sakit di Purwakarta. Kasus kecelakaan ini
dalam penanganan petugas unit laka Polres Subang.

 ",www.detik.com
"Sempat Keluar Sebelum Mobil Tertabrak Kereta Api, Satu Keluarga Selamat

","Senin, 12 Okt 2020 12:53 WIB

","Sebuah mobil Daihatsu Ayla yang ditumpangi satu keluarga

 ""Mobil dikendarai suami beserta 3 orang keluarganya. Istri dan dua orang anak.
Anaknya yang paling kecil umur sekitar 9 bulan. Semua selamat. Alhamdulillah,""
kata Kanit Laka Satlantas Polres Jember Ipda Kukun Waluwi Hasanudin, Senin
(12/10/2020).

 Menurut Kukun, peristiwa terjadi sekitar pukul 09.00 WIB. Saat itu mobil yang
dikendarai Kusno Sujarwadi itu melaju dari arah Barat.

 Entah mengapa, ketika melewati perlintasan, mesin mobil tiba-tiba mati.
Sementara tak berselang lama, ada tanda-tanda sebuah kereta api akan lewat.

 ""Saat mobil mati itu, otomatis mesin mobil mati, jadi pintu dibuka manual dan
satu keluarga sempat keluar dari mobil. Setelah itu, mobilnya ditabrak dan
terseret itu. Alhamdulillah semua aman,"" terang Kukun.

 Sedangkan mobil bernopol DK 1223 LM itu sempat terseret 15 meter setelah
tertabrak KA Sri Tanjung yang melaju dari arah Banyuwangi menuju Jember. Mobil
sempat terlempar ke semak-semak dekat bahu jalan rel.

 Mobil mengalami ringsek di bagian depan. Sedangkan KA Sri Tanjung kemudian
melanjutkan perjalanan setelah sempat berhenti.

 Pengemudi mobil, Kusno mengatakan, dia bersama keluarganya waktu itu sedang
perjalanan pulang dari kawasan tempat wisata Rembagan. Dia tidak tahu mengapa
tiba-tiba mesin mobil mati saat melewati perlintasan.

 

 ",www.detik.com
"Sekilas Jatim: Prostitusi Warkop-Viral Mobil Polisi 'Gegara' Tilang Pikap

","Kamis, 15 Okt 2020 20:44 WIB

","Berikut rangkuman beritanya di

 Sebuah warung kopi yang dijadikan praktik

 Muncikari yang ditangkap, Johan Rio Aji (19), mengaku 6 PSK tersebut berasal
dari Cirebon dengan usia 18-29 tahun. Tarif mereka Rp 150 ribu dengan
pembagian Rp 100 ribu untuk Johan dan Rp 50 ribu untuk PSK.

 Johan sendiri telah menyediakan bilik atau kamar di warungnya untuk tempat
para PSK melayani lelaki hidung belang.

 Dari warkop itu, polisi mengamankan barang bukti berupa buku tulis catatan
rekap keluar masuk tamu, uang tunai sebesar Rp 400 ribu, 2 potong kain seprai,
1 buah bekas minyak, tisue bekas, dan satu celana dalam dan bra.

 Pasal yang disangkakan adalah pasal 296 dan pasal 506 KUHP tentang mengadakan
atau memudahkan perbuatan cabul dengan ancaman hukuman pidana kurungan penjara
satu tahun empat bulan.

 Video mobil

 Kecelakaan tersebut terjadi pada Selasa (13/10) sekitar pukul 12.30 WIB di KM
7.600 dari Waru ke Dupak. Dalam video berdurasi 30 detik itu juga ada suara
seseorang yang merekam video.

 ""Bos-bos gara-gara nyekel aku bos, lho bos hancur bos, hancur bos, lho masih
selamet, masih selamet, masih selamet, masih selamet,"" berikut suara yang
terdengar dalam video seperti yang dilihat detikcom, Kamis (15/10/2020).

 Perekam video itu adalah pengemudi pikap, Abdullah Affan. Abdullah pun
diperiksa gara-gara ucapannya yang tidak benar tersebut. Kanit PJR Tol Jatim
II AKP Roni Faslah mengatakan, ucapan Abdullah dalam video tersebut
menerangkan seolah-olah petugas yang menjalankan tugas penindakan itu salah.
Padahal menurutnya, dalam penindakan itu petugas sudah menjalankan SOP.

 Ia menambahkan, yang bersangkutan hanya merekam video tersebut. Namun yang
mengunggah ke media sosial bukan dia, melainkan teman sesama sopir.

 Sebelumnya, pihak kepolisian mendatangi keluarga perekam video tersebut.
Karena peristiwa itu murni kecelakaan, bukan atas kesalahan anggota.

 ""Setelah selesai dilakukan pemeriksaan, yang bersangkutan membuat surat
pernyataan dan meminta maaf tidak akan mengalangi lagi,"" tambah Roni.

 ",www.detik.com
"Polisi: Mobil Ditumpangi Hanafi Rais Ditabrak dari Belakang, Penabrak Kabur

","Minggu, 18 Okt 2020 14:00 WIB

","menjadi korban kecelakaan beruntun di

 ""Kronologis kendaraan Toyota Alphard nomor polisi B-1612-WMV datang dari arah
Palimanan menuju Jakarta. Setiba di TKP, Km 112.900, diduga bagian belakang
kiri ditabrak dari belakang oleh kendaraan lain yang melaju sama dari arah
belakang,"" kata Panit PJR Tol Cipali Iptu Karyana saat dihubungi, Minggu
(18/10/2020).

 Karyana mengatakan penabrak mobil Hanafi Rais itu belum terindentifikasi.
Sebab, ia menyebut kendaraan yang menabrak mobil Hanafi langsung kabur.

 ""Mobil tidak diketahui identitasnya, kabur berarti. Kemudian kendaraan
tersebut (mobil Hanafi) terdorong ke depan dan menabrak kendaraan alat berat,""
sebutnya.

 Meski demikian, Karyana mengatakan polisi masih berusaha mengidentifikasi
siapa penabrak mobil Hanafi Rais itu. Menurutnya, saat ini kasus kecelakaan
yang melibatkan Hanafi Rais itu ditangani Satlantas Polres Subang.

 ""Yang

 Sebelumnya diberitakan, Ahmad Hanafi Rais mengalami luka berat akibat menjadi
korban kecelakaan beruntun di Tol Cipali Km 112.900. Hanafi dirawat di rumah
sakit.

 ""Toyota Alphard dengan nopol B-1612 -WMV yang dikendarai oleh Ferdian
tertabrak oleh kendaraan dari arah belakang kemudian alphard tersebut
terpental dan menabrak lagi kendaraan berat, menurut keterangan dari sopir
betul korban Ahmad Hafani Rais anaknya Amien Rais,"" ujar Panit PJR Tol Cipali
Iptu Karyana ditemui di kantornya di Wilayah Cilameri Subang, Minggu (18/10).

 Peristiwa ini bermula saat ketiga kendaraan melaju dari arah Cirebon menuju
Jakarta, di tengah perjalanan sebuah kendaraan menabrak kendaraan yang
ditumpangi Hanafi Rais. Kerasnya benturan membuat kendaraan yang ditumpangi
Hanafi Rais terdorong dan menabrak kendaraan berat yang ada di depannya.

 ",www.detik.com
"Hanum Rais Ungkap Kondisi Terkini Hanafi Rais Usai Kecelakaan

","Minggu, 18 Okt 2020 19:31 WIB

","Adik

 Hanum mengungkapkan kondisi terkini Hanafi melalui Instagram pribadinya,
Minggu (18/10/2020). Selain mengungkapkan kondisi Hanafi, Hanum juga
mengunggah dua foto.

 Dalam foto pertama, ada dua orang perempuan bermasker. Salah satu dari mereka,
perempuan berjilbab cokelat sedang memegang handphone, sedangkan perempuan
lainnya terlihat sedang melihat ke arah handphone.

 Foto kedua, perempuan berhijab cokelat sedang membelakangi kamera. Dia
terlihat sedang berada di ruang rumah sakit.

 Hanum menjelaskan bahwa kecelakaan terjadi usai Hanafi menengok orang tuanya
di Yogyakarta. Ayah Hanafi, Amien Rais diketahui menetap di Yogyakarta.

 ""Asswrwb. Ahmad Hanafi Rais, kakak kami, dalam perjalanan sepulang menengok
dan silaturahmi orang tua di Jogja benar adanya mendapatkan musibah kecelakaan
di tol Cipali,"" kata Hanum lewat Instagram-nya.

 Hanum memastikan Hanafi telah tertangani dengan baik di rumah sakit.
Menurutnya, pihak keluarga, termasuk Amien Rais, turut mendampingi Hanafi.

 ""Saat ini sudah ditangani dengan baik oleh para dokter dan suster di rumah
sakit. Keadaan sadar meski ada beberapa luka yang harus dijahit. Allah dengan
segala kebesaran Nya masih memperkenankan kakak kami untuk sehat dalam keadaan
stabil. Ia terus berdzikir dan didampingi kedua orang tua dan istri dan anak
serta saya dan suami,"" ungkap Hanum.

 Lebih lanjut, Hanum menyebut mobil yang ditumpangi Hanafi tertabrak dari
belakang dan depan. Kini, sebut dia, pihak kepolisian sedang mencari dua
pengendara tersebut.

 ""Kecelakaan sendiri kini tengah ditangani oleh kepolisian setempat. Mobil
kakak kami tertabrak dari belakang maupun depan. Dan sebagai informasi yang
kami dapatkan dari kepolisian, bahwasannya pengendara baik dari depan dan
belakang masih dalam pencarian. Kami hanya bisa berdoa semoga Allah terus
membersamai kami sekeluarga dan menempuh musibah ini dengan sebaik-baiknya.
Hanya kepadaNya kami bertaut,"" papar Hanum.

 

 ",www.detik.com
"George Clooney Beri Rp 14 M ke 14 Temannya

","Rabu, 18 Nov 2020 11:27 WIB

","Rasanya

 Hal tersebut dilakukan

 ""Aku hanya berpikir sederhana seperti jika aku tertabrak bus, maka mereka akan
membantuku. Lalu kenapa aku harus menunggu untuk tertabrak bus (untuk membantu
mereka),"" tuturnya pada majalah GQ.

 Ucapan

 Mereka sangat menikmati hidangan dan mengobrol bersama. Hingga saat menjelang
pulang, semua orang mendapatkan tas koper berisikan uang tunai sebesar Rp 14
miliar yang diberikan oleh aktor peraih Oscar tersebut.

 Ia pun mengingat jelas jika saat itu Clooney ingin melakukan hal tersebut
karena dirinya tak mempunyai istri dan anak serta tak memikirkan untuk
membangun sebuah keluarga.

 14 orang teman yang diberikan uang olehnya pun bukanlah teman yang dikenal
selama belasan tahun. Mereka adalah orang yang sudah bersamanya hingga 35
tahun.

 ""Aku pun berpikir apa yang harus ku lakukan pada mereka yang sudah memiliki
segalanya, selama 35 tahun mereka membantuku. Aku pernah tidur di sofa mereka
saat kere. Mereka pernah meminjami aku uang. Mereka selalu membantuku saat ku
butuh selama bertahun-tahun dan aku pun membantu mereka... Tanpa mereka aku
mungkin tak bisa memiliki semua ini,"" ungkap Clooney.

 Setahun setelah membagikan uang tersebut,

 Bintang Ocean Twelve itu pun sempat mengatakan jika kedatangan Amal benar-
benar mengubah hidupnya.

 ""Aku tak pernah berpikiran untuk menikah. Aku pun tak ingin memiliki anak. Aku
hanya akan bekerja, aku punya teman dan aku merasa hidupku sudah cukup. Lalu
aku pun mulai merasa betapa tidak sempurnanya hidupku saat bertemu dengan
Amal,"" kenangnya.

 ",www.detik.com
"Paus Sperma Ditemukan Mati di Teluk Serangan Bali, Badannya Penuh Luka

","Selasa, 17 Nov 2020 18:41 WIB

","Ayo share cerita pengalaman dan upload photo album travelingmu di sini.
Silakan

 Satu

 Kepala Balai Pengelolaan Sumberdaya Pesisir dan Laut Denpasar Permana Yudiarso
belum dapat memastikan penyebab kematian paus sperma itu.

 ""Penyebab terdampar atau matinya paus belum bisa dipastikan karena apa, tapi
kalau dilihat dari luka-luka dan visual yang kami amati saat ini sepertinya
banyak penyebabnya,"" kata Permana seperti dikutip

 Permana menyebut sejumlah kemungkinan penyebab luka pada paus sperma itu. Di
antaranya karena sakit, tapi bisa jadi karena tertabrak kapal, lecet dan
terbentur benda keras.

 Sementara itu, paus sperma itu bisa terdampar besar bisa jadi dikarenakan
disorientasi bagian sonarnya sehingga terganggu, kemudian kehilangan arah, dan
kondisi lemah.

 Sesuai dengan prosedur standar Kementerian Kelautan dan Perikanan, ia
menjelaskan, satwa liar yang ditemukan dalam keadaan mati bisa dikubur,
ditenggelamkan, atau dibakar.

 ""Kami akan lakukan opsi penguburan tergantung kondisi di lapangan, mana yang
terbaik. Posisinya sekarang masih di perairan Mertasari dan kondisinya mau
menuju surut nih perairannya, kita upayakan agar nanti kalaupun terdampar di
pinggir pantai kita lakukan penguburan di pinggir pantai,"" kata dia.

 Ia mengatakan

 ",www.detik.com
"Pesawat Takut Burung hingga Layangan, Ini Penjelasan Pilot

","Kamis, 19 Nov 2020 05:02 WIB

","Ayo share cerita pengalaman dan upload photo album travelingmu di sini.
Silakan

 hingga

 Kejadian pesawat menabrak burung (bird strike) telah beberapa kali terjadi.
Yang terbaru, pesawat Boeng Co 757 yang ditumpangi Wakil Presiden Amerika
Serikat (AS) Mike Pence harus mendarat darurat usai menabrak seekor burung
pada 22 September 2020.

 Kejadian yang lebih parah terjadi pada era 1990-an, di mana kecelakaan karena
burung itu sampai menimbulkan korban jiwa. Contohnya pada 1960 ketika pesawat
Lockheed L-188 Electra terbang melewati 120 burung saat lepas landas yang
menyebabkan mesin rusak sehingga pesawat menabrak pelabuhan dan menewaskan 62
penumpang.

 Berkaca dari kejadian-kejadian tersebut,

 ""Kalau terkena satu mesin, pesawat masih bisa jalan. Tapi kalau dua-duanya
bagaimana? Biarpun burung sekecil itu, kalau ada partikel yang masuk ke dalam
mesin, bisa menyebabkan kecelakaan,"" katanya.

 Partikel dari

 Tak hanya itu, bila burung menabrak kaca depan pesawat dan pecah, serpihan
kaca itu dapat melukai pilot sehingga pilot kesulitan mengendalikan pesawat
dan dapat terjadi kecelakaan.

 Selain burung, baru-baru ini layang-layang juga dapat menjadi ancaman bagi
penerbangan. Kejadian layang-layang yang tersangkut di roda Citilink memang
tak menimbulkan kerusakan pada mesin namun tetap menjadi perhatian, khususnya
bagi pilot yang mengemudikan pesawat.

 ""Kalau misalnya masalah burung, layang-layang, karena itu di daerah pemukiman
yang padat penduduknya, kalau di penerbangan finalnya kita, begitu mau
mendarat ternyata ada saja orang yang main layangan, ada burung-burung lewat,
kita tunda dulu pendaratannya,"" ujarnya.

 Namun tak perlu khawatir,

 ""Kita pastikan dulu area kita mendarat bebas dari layangan. Kalau terjadi
kerusakan pun sudah ada prosedurnya,"" kata dia.

 Akan tetapi ia bersama co-pilot

 ""Untuk warga di pemukiman sekitar bandara, mohon berhati-hati bila bermain

 ",www.detik.com
"Pengelola Cipali: Mobil yang Ditumpangi Hanafi Rais Terlempar ke Median Jalan

","Minggu, 18 Okt 2020 20:57 WIB

","Putra Amien Rais,

 ""Kendaraan terlempar ke arah median yang akhirnya tertahan oleh wire rope.
Posisi akhir kendaraan Toyota Alphard normal berada di antara lajur 2 dan bahu
dalam menghadap ke utara,"" kata Suyitno dalam keterangan tertulis, Minggu
(18/9/2020).

 ""Tidak (Hanafi terlempar dari mobil) masih di dalam mobilnya,"" lanjutnya.

 Ia menjelaskan mobil yang ditumpangi Hanafi itu terlempar karena ditabrak oleh
kendaraan lain dari belakang. Setelah ditabrak, mobil Toyota Alphard itu juga
menabrak kendaraan lain di depannya.

 ""Kendaraan melintas dari arah Palimanan menuju Cikopo, setiba di KM 112+900B,
menurut keterangan Polisi Jalan Raya yang di dapat dari pengemudi Toyota
Alphard tersebut ditabrak oleh kendaraan dari arah belakang dengan arah yang
sama (identitas tidak diketahui) kemudian kendaraan Toyota Alphard menabrak
kendaraan yang berada di depannya namun tidak diketahui identitasnya,""
ujarnya.

 Suyitno mengatakan pihaknya langsung sigap melakukan penyelamatan dan
penanganan pertama kecelakaan tersebut. Ia mengimbau kepada para pengendara
yang melintas di Tol Cipali selalu berhati-hati dan mematuhi rambu-rambu lalu
lintas.

 ""ASTRA Tol Cipali sebagai pengelola Ruas Tol Cipali terus berupaya memberikan
imbauan kepada para pengguna jalan untuk selalu berhati-hati dalam berkendara
tidak melebihi kecepatan maksimum 100km/jam dan rutin melakukan cek kendaraan
secara berkala sebelum melakukan perjalanan khususnya untuk tekanan angin pada
ban. Tetap berkendara

 Sebelumnya diberitakan, Ahmad Hanafi Rais mengalami luka berat akibat menjadi
korban kecelakaan beruntun di Tol Cipali KM 112.900. Hanafi dirawat di rumah
sakit.

 ""Toyota Alphard dengan nopol B-1612 -WMV yang di kendarai oleh Ferdian
tertabrak oleh kendaraan dari arah belakang kemudian alphard tersebut
terpental dan menabrak lagi kendaraan berat, menurut keterangan dari sopir
betul korban Ahmad Hafani Rais anaknya Amien Rais,"" ujar Panit PJR Tol Cipali
Iptu Karyana ditemui di kantornya di Wilayah Cilameri Subang, Minggu (18/10).

 Peristiwa ini bermula saat ketiga kendaraan melaju dari arah Cirebon menuju
Jakarta, di tengah perjalanan sebuah kendaraan menabrak kendaraan yang
ditumpangi Hanafi Rais. Karena kerasnya benturan membuat kendaraan yang
ditumpangi Hanafi Rais terdorong dan menabrak kendaraan berat yang ada di
depannya.

 ",www.detik.com
