title,date,description
"Mobil Rombongan Mahasiswa Kecelakaan di Sengkan Mayit Banyuwangi, 4 Luka Berat

","Kamis, 24 Feb 2022 17:13 WIB

","Mobil Rombongan Mahasiswa Kecelakaan di Sengkan Mayit Banyuwangi, 4 Luka Berat

Kapolsek Licin, AKP Dalyono mengatakan, empat penumpang mengalami luka cukup
serius.

 ""Satu penumpang atas nama Mariyani (32) mengalami patah tulang lengan kanan.
Kemudian Fendi Tri Winarto (30) mengalami luka di bagian kepala. Ada 4 korban
yang dirujuk ke RSUD Blambangan,"" ungkap Dalyono kepada wartawan, Kamis
(24/2/2022).

 Sementara penumpang lainnya hanya mengalami luka ringan.

 ""Untuk penumpang lainnya sementara waktu menginap di salah satu hotel di
Banyuwangi,"" imbuhnya.

 Dalyono menambahkan, saat ini mobil elf yang sempat melintang di badan jalan
sudah berhasil dievakuasi oleh team Evakuasi dari Unit Laka Polresta
Banyuwangi.

 ""Sudah dievakuasi. Badan mobil mengalami kerusakan dengan kerugiaan
diperkirakan mencapai Rp 15 juta,"" pungkasnya.

 Kecelakaan tunggal kembali terjadi di

 

 "
"Ini Nama-nama Mahasiswa yang Kecelakaan di Sengkan Mayit Jalur Ijen

","Kamis, 24 Feb 2022 19:08 WIB

","Ini Nama-nama Mahasiswa yang Kecelakaan di Sengkan Mayit Jalur Ijen

Polisi menyebut kendaraan yang terguling itu mengalami rem blong. Bahkan sopir
mobil tak mengenal medan jalur turunan Ijen.

 Kapolsek Licin, AKP Dalyono mengatakan mobil itu mengangkut 14 penumpang
rombongan mahasiswa dan warga dari Jakarta. Rombongan tersebut hendak bertolak
ke Bali melalui jalur Bondowoso.

 ""Penumpangnya ada mahasiswa dan warga umum. Mereka dari Jakarta hendak ke
Bali,"" ungkapnya, Kamis (24/2/2022).

 Penumpang yang luka berat, jelas dia, berjumlah 4 orang. Mereka dirujuk ke ke
RSUD Blambangan.

 ""Satu penumpang atas nama Mariyani (32) mengalami patah tulang lengan kanan.
Kemudian Fendi Tri Winarto (30) mengalami luka di bagian kepala. Ada 4 korban
yang dirujuk ke RSUD Blambangan,"" ungkapnya.

 Sementara penumpang lainnya hanya mengalami luka ringan. ""Untuk penumpang
lainnya sementara waktu menginap di salah satu hotel di Banyuwangi,"" imbuhnya.

 1\. Fendi Tri Winarto (30) Jl. ABD. Rahman Saleh 4 No.26 8/1 Jombang (Luka
berat)

 2\. Marthin Anthoni (30) Jl. Jaani Nasir Cawang II 01/10 Kramat Jati-Jakarta
Timur.

 3\. Yoga Antoniyus (26)

 4\. Deldi Anto (24) Dusun Bangko Desa Bomas, Kecamatan Sungai Pagu-Solok
Selatan.

 5\. Riski Ramadhan (24) Jl. Prona I GG.Mayasari 17/2 Banjarmasin Selatan-
Banjarmasin, Kalimantan Selatan.

 6\. Riandhika Vianto (24) Jl. CIP Galur Kulon 1/5 Jatinegara-Jakarta Timur.

 7\. Salman (29) Alamat: KP Ciodeng 2/2 Sindangresmi-Pandeglang, Banten

 8\. Asep Awaludin KP. Parakan Jati 4/4 Bojong Gede-Bogor, Jawa Barat.

 9\. Moch Andriansyah (21) Cireundeu 3/1 Bojongmangun-Bekasi, Jawa Barat.

 10\. Hagi (20) alamat: Jl. Andi Tadde No.63A 3/2 Tallo-Makassar, Sulawesi
Selatan.

 11\. Alno Aliftyo (23) Pasar Sungai Tanduk 2/00 Kayu Aro-Kerinci, Jambi (Luka
berat)

 12\. Atrecha Dimas Reynaldie (23) Jl. Kesatrian IV 2/3 Matraman-Jakarta Timur
(Luka berat)

 13\. Mariyani (32), Panggang 01/67 Panangangan-Serang, Banten (Luka berat)

 14\. Musawir, sopir.

 "
"Mobil Tabrak Truk di Tol Sidoarjo, Kecelakaan Sempat Bikin Macet

","Sabtu, 26 Feb 2022 12:32 WIB

","Mobil Tabrak Truk di Tol Sidoarjo, Kecelakaan Sempat Bikin Macet

Kasat PJR Ditlantas Polda Jatim AKBP Dwi Sumrahadi memaparkan peristiwa ini
berawal saat Truk bernopol M 8288 UG Kuning yang dikemudikan Moh Sohib (31)
Warga Dusun Koalas Desa Jukong, Bangkalan, melaju seperti biasa di lajur
kanan.

 Lalu, mobil Toyota Calya bernopol L 1887 AAS yang dikemudikan Slamet Wahyudi
(39), warga Tambak Wedi Garuda Surabaya kurang memperhitungkan jarak sehingga
menabrak truk di depannya.

 ""Semula kendaraan dumo truk berjalan dari utara ke selatan, di lajur paling
kanan arus lalu lintas padat tepatnya di km 757.600/A kendaraan dump truk
mengurangi kecepatan, namun dari belakang ada kendaraan toyota calya kurang
jaga jarak sehingga menabrak belakang truk,"" papar Dwi, Sabtu (26/2/2022).

 Dwi menambahkan tak ada korban dalam kecelakaan ini. Namun, mobil tersebut
dalam kondisi ringsek. Diduga, kerugian materi mencapai Rp 5 juta.

 Sementara itu, petugas yang di lokasi langsung membantu proses evakuasi dua
kendaraan tersebut. Selain itu, petugas juga melakukan pengaturan arus lalu
lintas karena sempat terjadi kemacetan di lokasi.

 "
"Truk Muatan CO2 Kecelakaan di Tol Cikarang, Gas Menyembur Keluar

","Selasa, 01 Mar 2022 00:21 WIB

","Truk Muatan CO2 Kecelakaan di Tol Cikarang, Gas Menyembur Keluar

Sebuah truk berisikan cairan CO2 mengalami kecelakaan di pintu Tol Cikarang
Utara. Kecelakaan tersebut mengakibatkan kebocoran pada tangki gas.

 Berdasarkan informasi yang diterima melalui Jasa Marga, peristiwa kecelakaan
terjadi Senin (28/2/2022) pukul 19.15 WIB. Truk berhasil dievakuasi pukul
22.00 WIB.

 ""19.15 WIB selesai penanganan jam 22.00 WIB. Kendaraan truk tangki bermuaatan
cairanCO2 infonya mengalami kecelakaan,"" kata petugas call center Jasa Marga
saat dihubungi, Senin (28/2/2022).

 Belum diketahui penyebab kecelakaan truk tersebut. Lalu lintas di lokasi
sempat tersendat, namun kembali lancar usai truk dievakuasi.

 ""Belum ada informasi data lebih lanjut. Saat ini lalin lancar, waktu kejadian
kepadatan hanya di sekitaran lokasi,"" ujarnya.

 Tidak ada korban jiwa dalam peristiwa tersebut.

 ""Tidak ada korban jiwa. Belum ada info data kendaraan,"" imbuhnya.

 Kejadian ini viral di media sosial. Dalam video amatir, terlihat semburan gas
keluar dari truk tersebut.

 Sejumlah kendaraan terlihat mengurangi kecepatan saat melintasi lokasi
kejadian. Semburan gas di lokasi membuat jarak pandang kendaraan terbatas.

 "
"Restorative Justice, Kejagung Setop Kasus Pencurian hingga Kecelakaan

","Jumat, 25 Feb 2022 20:03 WIB

","Restorative Justice, Kejagung Setop Kasus Pencurian hingga Kecelakaan

Kejaksaan Agung (

 Salah satu kasus yang dihentikan Kejagung adalah kasus pencurian

 Insiden pencurian terjadi pada Jumat, 31 Desember 2021, pukul 20.00 WIB di ATM
BNI Cabang Manna, Bengkulu Selatan. Saat itu tersangka yang hendak menyetor
uang melihat satu

 Pemilik HP sempat meminta agar

 Kapuspenkum Kejagung Leonard Eben Ezer mengatakan pihaknya menghentikan kasus
tersebut atas sejumlah alasan. Dia menyebut tersangka baru pertama kali
melakukan tindak pidana dan hanya diancam pidana tidak lebih dari 5 tahun.

 ""Tersangka baru pertama kali melakukan tindak pidana. Tindak pidana hanya
diancam dengan pidana denda atau diancam dengan pidana penjara tidak lebih
dari 5 tahun,"" kata Leonard dalam keterangannya, Jumat (25/2/2022).

 Selain itu, kerugian korban tidak lebih dari Rp 2,5 juta. Leonard menyebut
telah terjadi perdamaian antara korban dan tersangka.

 ""Telah dilakukan perdamaian pada 16 Februari 2022 di Kejaksaan Negeri Bengkulu
Selatan. Tersangka telah meminta maaf dan berjanji tidak akan mengulangi lagi
perbuatannya. Korban bersedia berdamai dengan tersangka dan telah memaafkan
perbuatan Tersangka tanpa meminta apa pun kepada Tersangka,"" ucapnya.

 

 "
"Truk Molen Terguling di Exit Tol Dupak Surabaya, Lalu Lintas Terganggu

","Sabtu, 26 Feb 2022 19:38 WIB

","Truk Molen Terguling di Exit Tol Dupak Surabaya, Lalu Lintas Terganggu

Pantauan detikjatim sekitar pukul 18.00 WIB, truk molen tersebut terguling ke
kiri jalan. Roda depan dan belakang masuk ke selokan.

 Saat ini, satu mobil crane berada di lokasi dan masih berupaya melakukan
evakuasi. Akibat kejadian ini, kendaraan yang keluar dari Tol Dupak hanya bisa
menggunakan satu lajur jalan.

 Sementara petugas Dishub Surabaya sedang mengevakuasi tiang PJU yang rusak
dalam kecelakaan tersebut. Anggota Polsek Asemrowo Bripda Alvin mengatakan,
kecelakaan tunggal tersebut terjadi sekitar pukul 14.30 WIB.

 ""Truk molen itu dari arah Osowilangun mau ke arah Sidoarjo. Sampai di atas tol
itu merasa anginnya hilang. Entah angin rem atau angin pada muatan,"" kata
Alvin kepada detikcom, Sabtu (26/2/2022).

 ""Akhirnya turunlah ke bawah. Posisi bawah lampu merah. Banyak mobil berhenti.
Nah si sopir langsung membanting stir ke kiri. Biar tidak ada korban,"" ungkap
Alvin.

 Setelah itu, lanjut Alvin, truk molen yang membanting stir ke kiri itu
terguling dengan posisi muatan full.

 ""Akhirnya terguling itu tadi. Muatan full. Tidak ada korban jiwa. Cuman sopir
sama kernet lecet-lecet biasa,"" pungkas Alvin.

 "
"Mobil Terjun ke Sungai Peni Kulon Progo, Diduga Sopir Ngantuk

","Sabtu, 26 Feb 2022 15:08 WIB

","Mobil Terjun ke Sungai Peni Kulon Progo, Diduga Sopir Ngantuk

""Iya itu laka tunggal, yang mana dikarenakan sopir mengantuk,"" ungkap
Kasatlantas Polres Kulon Progo, AKP Antonius Purwanta, saat dimintai
konfirmasi oleh wartawan Sabtu (26/2/2022).

 Kecelakaan ini bermula saat mobil bernomor polisi T 1639 AT melaju dari arah
Purwakarta menuju Bantul lewat Jalan Daendels. Sesampainya di tempat kejadian
mobil itu mendadak oleng ke kiri, lalu menabrak pembatas jalan hingga meluncur
tak terkendali dan terjun ke sungai.

 ""Kronologinya, yaitu kendaraan Daihatsu Taft melaju dari arah barat
(Purwakarta) menuju arah Bantul lewat Jalan Daendels, dengan kecepatan cukup
tinggi. Diduga karena sopir ngantuk, akhirnya menabrak pembatas jalan terus
masuk sungai,"" kata Purwanta.

 Akibat kejadian ini mobil tersebut rusak parah dengan kerugian ditaksir
mencapai Rp1 juta. Adapun 4 orang di dalam mobil termasuk di antaranya sang
sopir menderita luka.

 Untuk identitas para korban yakni Muhammad Taufik Nur (49) warga Pemalang,
Jawa Tengah, domisili Purwakarta, Jawa Tengah selaku sopir dan 3 orang
penumpang yaitu Maulinda Pratiwi (22), warga kelahiran Bantul domisili
Purwakarta, Jawa Tengah; Partinem (52) warga Bantul, dan Khofifah Anggitasari
(19) warga Bantul.

 ""Tidak ada korban jiwa, hanya memang sopir mengalami patah lengah tangan kiri.
Untuk penumpang luka-luka lecet dan sekarang sudah dirujuk ke rumah sakit
untuk selanjutnya menjalani rawat jalan,"" ucap Purwanta.

 Atas kejadian ini, Purwanta mengimbau kepada seluruh pengguna jalan di Kulon
Progo, untuk hati-hati. Terutama jika melewati jalan Daendels. Meski jalanan
ini tergolong tidak rawan kecelakaan, tetapi kondisi jalan yang halus dan
lebar serta sepi arus lalu lintas membuat pengendara terlena bahkan mengantuk
hingga memicu terjadinya kecelakaan.

 ""Sebenarnya jalan Daendels itu tidak rawan. Karena di samping jalannya yang
lebar juga tidak terlalu ramai, arus lalu lintasnya, ini karena diduga sopir
ngantuk karena perjalanan jauh jadi kecapaian,"" ujarnya.

 ""Jadi saya mengimbau untuk para pengguna jalan yang melintas di wilayah Kulon
Progo untuk selalu hati-hati. Sebab jalan di Kulon Progo itu halus juga lurus
jadi menimbulkan titik lelah, jadi para pengemudi khususnya yang jarak jauh
untuk selalu memperhatikan kondisi, kalau memang ngantuk segera menepikan
kendaraan untuk istirahat,"" pungkas Purwanta.

 "
"Mobil Travel Berisi 15 Orang Terguling di Sukabumi, 1 Orang Tewas

","Minggu, 27 Feb 2022 04:28 WIB

","Mobil Travel Berisi 15 Orang Terguling di Sukabumi, 1 Orang Tewas

Mobil travel berpenumpang 15 orang terguling di Jalan Raya Geopark-Ciletuh,
Tanjakan Dini kawasan Geopark Ciletuh,

 Dilansir

 ""Sempat seperti zigzag dulu terdengar teriakan dari dalam kendaraan, ketika
masuk tikungan mobil hilang kendali dan menabrak pembatas di kiri jalan,"" kata
Riswan, warga di sekitar lokasi.

 Kanit Gakumsatlantas Polres

 ""Kecelakaan lalu lintas tersebut bermula pada saat kendaraan travel yang
dikemudikan oleh Supinda dengan membawa 15 orang penumpang melaju dari arah
Geopark menuju Loji pada saat melintasi jalan turunan kemudian tikungan ke
kanan dikarenakan kurangnya menguasai medan jalan sehingga tidak bisa
mengendalikan laju kendaraannya mengakibatkan terguling ke pembatas kiri jalan
dengan posisi terakhir ban kendaraan sebelah kanan berada di atas,"" ujar
Fajar.

 ""Korban meninggal dunia atas nama Bilal, seluruh korban dievakuasi ke RSUD
Palabuhanratu,"" imbuh Fajar.

 Simak berita selengkapnya

 "
"Ugal-ugalan, Mobil Tabrak 2 Kendaraan Parkir di Pinggir Jalan Senen Jakpus

","Kamis, 24 Feb 2022 10:39 WIB

","Ugal-ugalan, Mobil Tabrak 2 Kendaraan Parkir di Pinggir Jalan Senen Jakpus

Kecelakaan terjadi di Senen,

 Kecelakaan itu terjadi di Jalan Paseban, Senen, pada Kamis (24/2/2022), pukul
08.00 WIB. Mulanya, pengemudi Toyota Calya, Ishak Samuel, mengemudikan
kendaraannya dari arah timur ke barat di Jalan Paseban.

 ""Sesampainya di depan rumah nomor 38, hilang kendali kemudian menabrak
kendaraan Suzuki Ertiga nopol B-2282-SYZ dan kendaraan Suzuki Ertiga Nopol
B-2790-TOX sedang parkir di pinggir jalan tersebut,"" ujar Kasat Lantas Polres
Jakarta Pusat Kompol Purwanta dalam keterangannya, Kamis (24/2).

 Kecelakaan itu diduga karena pengemudi Toyota Calya tidak konsentrasi.
Disebutkan juga bahwa pengemudi Toyota Calya mengemudikan kendaraan secara
tidak wajar.

 ""Lalainya dan kurang hati-hatinya mengemudikan kendaraan di jalan umum secara
tidak wajar dan melakukan kegiatan lain atau dipengaruhi oleh sesuatu keadaan
yang menimbulkan gangguan konsentrasi, sehingga terjadi kecelakaan lalu lintas
yang mengakibatkan kerusakan kendaraan/barang,"" jelasnya.

 Tidak ada korban jiwa ataupun korban luka dalam peristiwa ini. Meski begitu,
ketiga mobil rusak parah.

 Diketahui, kendaraan Toyota Calya mengalami kerusakan pada bodi depan, kaca
depan retak, dan kap depan penyok. Sementara Suzuki Ertiga B-2282-SYZ
mengalami kerusakan pada bagian as roda depan, bodi kanan penyok, bumper depan
pecah, kap depan penyok.

 Lalu Suzuki Ertiga B-2790-TOX mengalami kerusakan pada bagian as roda belakang
kiri patah, pintu belakang penyok, lampu belakang pecah, dan bodi depan
penyok.

 "
"Adu Banteng Motor Vs Angkot Tewaskan Ibu-ibu di Jaktim, Sopir Kabur

","Kamis, 24 Feb 2022 15:02 WIB

","Adu Banteng Motor Vs Angkot Tewaskan Ibu-ibu di Jaktim, Sopir Kabur

Kecelakaan maut yang melibatkan

 Peristiwa itu terjadi di Jalan Tipar Cakung, Cakung, Jakarta Timur, pukul
06.30 WIB. Mulanya, pemotor melintas dari arah timur ke barat. Sementara
angkot juga melintas dari arah sebaliknya.

 Kala itu sopir angkot hendak mendahului mobil di depannya, sehingga sopir
angkot mengarahkan kendaraannya ke sisi kanan jalan. Namun, dari arah
sebaliknya, pengendara motor muncul.

 ""(Angkot) mendahului kendaraan lain, (kemudian terjadi) benturan dengan sepeda
motor,"" kata Katim Laka Lantas Polres Jakarta Timur Aiptu Supriyanto ketika
dihubungi

 ""Adu banteng, pojok kena pojok,"" lanjutnya.

 Pengendara motor tewas seketika, sementara sopir angkot melarikan diri.

 ""(Sopir angkot) kabur meninggalkan TKP, angkotnya ada, ditinggal saja
angkotnya,"" jelas Aiptu Supriyanto.

 Sementara itu, jenazah korban telah diserahkan kepada keluarganya di Brebes.
Supriyanto memastikan sopir angkot telah ditetapkan sebagai tersangka.

 ""Untuk saat ini kesimpulan kita itu (jadi tersangka). Iya (masih diburu),""
tutupnya.

 "
"Mobil Rombongan Mahasiswa Terguling di Sengkan Mayit Banyuwangi Muat 14 Orang

","Kamis, 24 Feb 2022 15:31 WIB

","Mobil Rombongan Mahasiswa Terguling di Sengkan Mayit Banyuwangi Muat 14 Orang

Kapolsek Licin, Iptu Dalyono mengatakan 14 penumpang dalam mobil yang
kecelakaan itu terdiri dari warga dan rombongan mahasiswa.

 ""Penumpangnya ada mahasiswa dan warga umum. Mereka dari Jakarta hendak ke
Bali,"" terang Dalyono saat dikonfirmasi, Kamis (24/2/2022).

 Menurut Dalyono, tak ada korban jiwa dalam kecelakaan itu. Namun sejumlah
penumpang ada yang mengalami luka-luka hingga patah tulang.

 Para penumpang itu sendiri, lanjut Dalyono, telah dievakuasi puskesmas
setempat dan ke RSUD Blambangan.

 ""Untuk korban luka sudah kita evakuasi ke puskesmas. Untuk yang patah tulang
langsung dirujuk ke RSUD Blambangan. Untuk data korban masih kita data,"" kata
Dalyono.

 terjadi sekitar pukul 10.00 WIB. ""Benar. Kejadiannya sekitar pukul 10.00 WIB,""
ujar Dalyono, Kamis (24/2/2022).

 "
"Mobil Rombongan Mahasiswa Terguling di Sengkan Mayit Banyuwangi Gegara Rem
Blong

","Kamis, 24 Feb 2022 16:14 WIB

","Mobil Rombongan Mahasiswa Terguling di Sengkan Mayit Banyuwangi Gegara Rem
Blong

Kapolsek Licin, Iptu Dalyono membenarkan adanya kecelakaan tersebut.
Kecelakaan terjadi diduga karena rem blong.

 ""Dugaan sementara karena rem blong,"" ujarnya kepada wartawan, Kamis
(24/2/2022).

 Tak hanya itu, jalan yang berliku dan turunan tajam membuat kendaraan
terkendala dengan rem.

 ""Jalan memang posisi turun. Jadi rem terus terpakai hingga ada dugaan rem
blong,"" tambahnya.

 Hingga saat ini, kata Dalyono, pihaknya masih melakukan penyelidikan terkait
kecelakaan itu.

 Rombongan tersebut hendak bertolak ke Bali melalui jalur Bondowoso. Namun saat
menuruni

 Setibanya di lokasi, pengemudi tak bisa mengendalikan kendaraannya. Hingga
akhirnya, mobil elf tersebut terguling menghantam tiang listrik dan terseret
sejauh 15 meter.

 ""Penumpangnya ada mahasiswa dan warga umum. Mereka dari Jakarta hendak ke
Bali,"" ungkapnya.

 

 "
"Tronton Diduga Rem Blong Tabrak Pikap-Motor di Bogor, 1 Orang Terluka

","Kamis, 24 Feb 2022 10:00 WIB

","Tronton Diduga Rem Blong Tabrak Pikap-Motor di Bogor, 1 Orang Terluka

Sebuah

 Kejadian bermula saat truk melaju dari arah Leuwiliang menuju Ciampea. Setiba
di lokasi kecelakaan, truk mengalami rem blong hingga menabrak pikap yang ada
di depannya.

 ""Truk tonton bergerak dari arah Leuwiliang menuju arah Ciampea. Setibanya di
tempat kejadian perkara (TKP), diduga mengalami rem blong kemudian menabrak
kendaraan pikap yang ada di depannya. Kemudian kendaraan pikap terdorong ke
kanan,"" kata Kanit Gakkum Satlantas Polres Bogor Ipda Angga Nugraha melalui
keterangan tertulis, Kamis (24/2/2022).

 Setelah menabrak pikap, truk masih terus melaju ke depan. Pikap sempat
menabrak sepeda motor.

 ""Setelah itu kendaraan truk tronton masih bergerak ke depan menabrak kendaraan
sepeda motor Honda Vario sehingga pengendaranya lompat. Sedangkan kendaraan
sepeda motornya masuk ke kolong truk tronton,"" ungkapnya.

 Tidak ada korban jiwa dalam peristiwa itu. Pengemudi sepeda motor yang
mengalami luka di bagian jari kaki kanan itu dilarikan ke RS Medika Dramaga.

 "
"Kontainer Melintang di Tanjakan Cimory Bawen, Contraflow Diberlakukan

","Kamis, 24 Feb 2022 11:23 WIB

","Kontainer Melintang di Tanjakan Cimory Bawen, Contraflow Diberlakukan

Kecelakaan melibatkan dua truk terjadi di jalan raya Ungaran-Bawen tepatnya di
depan Cimory, Kecamatan Bergas, Kabupaten Semarang, pagi tadi. Kecelakaan
sempat memicu kemacetan panjang akibat bodi kendaraan menghalangi jalan.

 ""Kelakaan melibatkan kendaraan bermotor truk box nopol H 1776 BS dengan
Kendaraan bermotor kontainer H 1989 DQ,"" ujar Kabid Humas Polda Jateng, Kombes
M Iqbal Alqudusy, saat dihubungi

 Iqbal menyebut, kecelakaan dipicu truk box yang tidak kuat menanjak. Truk box
kemudian terpelorot mundur dan menabrak kendaraan di belakangnya.

 ""Kendaraan bermotor truk box berkendara dari arah Ungaran menuju Bawen.
Sesampainya di TKP diduga tidak kuat menanjak sampai akhirnya terpelorot
sampai menabrak kontainer nopol yang berada di belakangnya. Karena tidak bisa
menguasai kendaraan maka terjadi laka lantas,"" jelas Iqbal.

 Kecelakaan ini sempat mengakibatkan kemacetan panjang di lokasi tersebut.
Pasalnya, bodi truk kontainer melintang menghalangi jalan sementara truk box
terguling di dekatnya.

 ""Untuk sementara petugas memberlakukan

 "
"Kronologi Kecelakaan Maut Motor Vs Angkot di Jaktim, Sopir Sudah Diamankan

","Kamis, 24 Feb 2022 15:30 WIB

","Kronologi Kecelakaan Maut Motor Vs Angkot di Jaktim, Sopir Sudah Diamankan

antara pemotor dan angkutan kota (angkot) terjadi di Jalan Tipar, Cakung,

 Kasat Lantas Polres Metro Jakarta Timur AKBP Edy Surasa mengatakan peristiwa
terjadi pada Kamis (24/2/2022) pagi.

 Saat kejadian, angkot yang melintas dari arah barat menuju timur hendak
menyalip kendaraan di depannya lewat sisi kanan. Namun, dari arah yang
berlawanan, muncul pemotor perempuan berinisial S (40).

 ""Itu mobil angkot melaju dari barat ke timur, kemudian dia mau

 Akibat kecelakaan lalu lintas tersebut, pemotor meninggal dunia di tempat. Edy
mengatakan pihaknya sudah memanggil keluarga korban.

 Selain itu, saat ini sopir beserta angkot sudah diamankan pihak kepolisian.
""Keluarga sudah kita panggil. (Sopir) sudah diamankan Satwil, mobilnya juga
sama diamankan,"" pungkasnya.

 "
"Mobil Rombongan Mahasiswa Terguling di Sengkan Mayit Jalur Ijen Banyuwangi

","Kamis, 24 Feb 2022 14:47 WIB

","Mobil Rombongan Mahasiswa Terguling di Sengkan Mayit Jalur Ijen Banyuwangi

Kapolsek Licin, Iptu Dalyono saat dikonfirmasi membenarkan kecelakaan
tersebut.

 ""Benar. Kejadiannya sekitar pukul 10.00 WIB,"" ujar Dalyono, Kamis (24/2/2022).

 Tak ada korban jiwa dalam

 ""Penumpangnya ada mahasiswa dan warga umum. Mereka dari Jakarta hendak ke
Bali,"" ungkap Dalyono.

 Saat kecelakaan dan terguling ini, lanjut Dalyono, kendaraan sempat menabrak
tiang listrik dan terseret sejauh 15 meter.

 ""Kendaraan menabrak tiang listrik dan terseret sejauh 15 meter,"" kata Dalyono.

 "
"Truk Rem Blong Tabrak 2 Kendaraan di Tol JORR Lenteng Agung

","Kamis, 24 Feb 2022 17:03 WIB

","Truk Rem Blong Tabrak 2 Kendaraan di Tol JORR Lenteng Agung

yang melibatkan tiga kendaraan terjadi di Tol Lingkar Luar Jakarta atau

 ""Iya benar, ada kecelakaan,"" ujar Dirlantas Polda Metro Jaya Kombes Sambodo
Yogo Purnomo saat dimintai konfirmasi, Kamis (24/2/2022).

 Kecelakaan tersebut terjadi di Tol JORR Lenteng Agung Km 25 arah Pondok Indah,
Jakarta Selatan, sekitar pukul 12.15 WIB.

 ""Mobil

 ""Sehingga kendaraan Suzuki menabrak lagi kendaraan yang di depan yang tidak
diketahui nopolnya,"" sambungnya.

 Akibatnya, mobil tersebut mengalami kerusakan di bagian depan dan belakang.
Selain itu, truk mengalami kerusakan di bagian samping kanan.

 Kini kasus tersebut ditangani oleh Unit Laka Jakarta Selatan.

 "
"Lexus Tabrak Separator Busway Bikin Ngilu, Bisa Klaim Asuransi?

","Kamis, 24 Feb 2022 10:28 WIB

","Lexus Tabrak Separator Busway Bikin Ngilu, Bisa Klaim Asuransi?

Sebuah mobil mewah Lexus LX 570 terlibat kecelakaan menabrak separator busway
di depan kantor DPR, Jl Gatot Subroto, Senayan, Jakarta Pusat, kemarin. Tampak
mobil mewah bernomor polisi B 99 DDS itu ringsek.

 Menurut Kasubdit Gakkum Ditlantas Polda Metro Jaya Kompol Argadija Putra,
penyebab kecelakaan itu adalah pengemudi kehilangan kendali. Arga menerangkan
pengemudi mobil berinisial AS kurang konsentrasi saat berkendara. Jadi, mobil
yang ia kemudikan menabrak separator busway.

 ""Sesampainya di dekat pintu Tol Senayan, diduga kurangnya konsentrasi dan
hati-hati saat berkendara. Akhirnya kendaraan Lexus NRKB B-99-DDS yang
dikemudikan Saudara AS Menabrak pembatas jalur busway,"" kata Arga.

 Dilihat dari akun Instagram @tmcpoldametro, mobil Lexus itu tampak menabrak
separator hingga mengalami kerusakan di bagian depannya. Terlihat ban kanan
depan mobil tersebut copot hingga terpental beberapa meter.

 Selain itu, tampak pecahan bumper mobil berserakan di sekitar lokasi.
Separator yang ditabrak pun kini terlihat berantakan dan ada pula yang hancur.

 Kerusakan segitu parah untuk mobil miliaran rupiah, apakah bisa klaim
asuransi? Senior VP Communication dan Service Management Garda Oto Laurentius
Iwan Pranoto bilang, ada syarat tertentu agar asuransi bisa mengganti kerugian
kerusakan mobil tersebut.

 ""Atas kejadian Lexus dikemudikan lalu menabrak separator bisa tercover. Dengan
catatan tidak melanggar rambu, pengemudi memiliki SIM yang masih berlaku,
tidak ada unsur kesengajaan, dan tidak dalam pengaruh mirah atau narkoba,""
kata Iwan kepada detikcom.

 Sesuai polis standar asuransi kendaraan bermotor Indonesia pasal 1,
pertanggungan asuransi menjamin kerugian dan/atau kerusakan pada kendaraan
yang salah satunya disebabkan oleh tabrakan, benturan, terbalik, tergelincir
atau terperosok. Yang dimaksud tabrakan atau benturan adalah kontak fisik
antara kendaraan bermotor dengan benda lain yang berada di luar kendaraan
bermotor.

 Namun, pertanggungan asuransi tidak menjamin kerugian, kerusakan dan/atau
tanggung jawab hukum terhadap pihak ketiga jika disebabkan oleh tindakan
sengaja tertanggung dan/atau pengemudi, pada saat terjadinya kerugian atau
kerusakan, kendaraan dikemudikan oleh seseorang yang tidak memiliki SIM,
dikemudikan oleh seorang yang berada di bawah pengaruh minuman keras, obat
terlarang atau sesuatu bahan lain yang membahayakan, dikemudikan secara paksa
walaupun teknis kondisi kendaraan dalam keadaan rusak atau tidak laik jalan,
dan memasuki atau melewat jalan tertutup, terlarang, tidak diperuntukkan untuk
kendaraan atau melanggar rambu-rambu lalu lintas.

 Sebagai informasi, Lexus yang mengalami kecelakaan itu memiliki pelat nomor B
99 DDS. Jika diselidiki di situs Samsat PKB2 Jakarta, mobil tersebut atas nama
PT Gading Abadi Sukses. Mobil ini memiliki nilai jual Rp 877.000.000 dan PKB
(pajak tahunan) Rp 18.417.000. Status pajaknya masih berlaku dan baru jatuh
tempo pada 23 Agustus 2022.

 "
