title,date,description,source
"
        Api Lalap Warung Seblak di Sukabumi, 1 Orang Luka Bakar    ","Selasa, 18 Jan 2022 14:45 WIB",api melalap warung seblak kawasan benteng kecamatan warudoyong kota sukabumi orang terluka insiden pemicu kebakaran akibat tabung gas bocor memasak pesanan dagangannya api membesar diakibatkan kebocoran tabung gas 3 kilogram kepala bidang pemadam kebakaran penyelamatan dinas satpol pp damkar kota sukabumi sudrajat selasa 18 1 2022 kebakaran 11 34 wib tertangani menit petugas pemadam warga membantu memadamkan api orang terkena luka bakar tangan sebelah kanan sudrajat salah warga adik pemilik kios luli herawati 37 tabung gas bocor ditutup kain basah api padam orang orang orang pas kejadian tabung gas kios etalase sengaja dijatuhkan tujuan menahan kobaran api kesempatan orang kios ruangan damkar beres sumber api disemprot atap luli kebakaran menghanguskan ruangan lebar 2x5 meter alat jualan roda dagangan mesin minuman tabung gas ukuran kilogram kerugian mencapai rp 50 juta,www.detik.com
"
        Andre Rosiade Bantu Korban Kebakaran di Tarusan, Pessel    ","Kamis, 27 Jan 2022 09:05 WIB",anggota dpr ri ketua dpd gerindra sumatera barat sumbar andre rosiade menyalurkan bantuan warga tarusan pesisir selatan pessel desnita rosa 53 andre mengaku prihatin kebakaran melanda rumah gadang milik keluarga desnita ketua harian dpp ikatan keluarga minang ikm tim gerindra sumbar bantuan berharap bantuan dimanfaatkan membangun rumah desnita ludes terbakar senin 10 1 kirimkan dana membangun rumah gadang semoga bermanfaat keluarga korban andre keterangan tertulis kamis 27 1 2022 wakil ketua dpd gerindra sumbar nurhaida mengantarkan bantuan zulkifli wakil sekretaris selasa 25 1 informasi andre rosiade staf fraksi gerindra dprd pessel mengomunikasikan mengecek lapangan menyerahkan bantuan andre rosiade sekretaris pira perempuan indonesia raya sumbar kebakaran hebat meratakan rumahnya desnita keluarga tinggal menumpang rumah milik saudaranya bersebelahan rumahnya kampung simpang nagari ampang pulai pessel rumah ditempati sisa sisa kebakaran jendela atap sampingnya suami anak tinggal rumah saudara rantau dihuni keluarga tersisa kebakaran surat surat berharga selamatkan kebakaran 01 30 wib tertidur papar desnita alhamdulillah terima kasih andre rosiade bantuan tambahan keluarga rantau bangun rumah rumah terbakar rumah gadang terbuat kayu rumah permanen rumah ikonik salah rumah gadang tertua tarusan pessel mencoba bangun semi permanen permanen lantai atasnya kayu wanita sehari tambak udang suaminya armen 54 kepala kampung simpang joni aprizal mengapresiasi partai gerindra andre rosiade bantuan keluarga denita semangat kuat mendirikan rumah gadang mewakili masyarakat kampung simpang berterima kasih andre rosiade bantuan keluarga korban kebakaran jonibyang hadir kepala kampung sudut damsirwan anggota bamus nagari ampang pulai afrita,www.detik.com
"
        Kondisi Bengawan Solo yang Kering Kerontang    ","Jumat, 01 Nov 2019 17:37 WIB",musim kemarau sungai bengawan solo desa kedungprimpen kecamatan kanor bojonegoro desa prambon wetan kecamatan rengel tuban mengering warga santai menyeberang motor melewati sungai bengawan kering warga anak anak desa kedungprimpen bermain cekungan berisi air kotor menguning kondisi hamparan sungai kering perahu kayu bersandar pinggiran warga memanfaatkan keringnya sungai mengambil pasir pedagang jajanan berjualan bengawan solo kering warga beraktivitas sungai mengering akibat kemarau,www.detik.com
"
        Kekeringan, Tagana Ciamis Distribusikan Air Bersih Pakai Toren    ","Selasa, 29 Okt 2019 13:15 WIB",musim kemarau kabupaten ciamis kawasan krisis air bersih tagana ciamis mendistribusikan air bersih toren kekeringan melanda kabupaten ciamis jawa barat imbas kemarau warga mengalami krisis air bersih taruna siaga bencana tagana ciamis membantu menyalurkan bantuan air bersih warga memiliki tangki pengangkut air tagana toren menyalurkan bantuan air bersih toren diangkut mobil unit siaga bencana seadanya tagana mengangkut air bersih 1 300 liter 5 kali pengiriman ketua tagana ciamis ade waluya pendistribusian air bersih tagana dikonsentrasikan wilayah ciamis selatan kecamatan banjarsari banjaranyar kecamatan pamarican penyaluran air bersih bekerjasama relawan mata hati sahabat tagana polsek banjarsari polsek tagana bergerak mendistribusikan air bersih laporan masyarakat terkait krisis air bersih tagana berinisiatif toren menyalurkan air bersih warga kebutuhan air minum masak mck warga air sungai ade berharap kedepannya tagana memiliki tangki menyalurkan bantuan air bersih tagana bergerak membantu masyarakat menyalurkan air bersih hujan turun air melimpah,www.detik.com
Foto: Kering Kerontang Embung Nglanggeran,"Kamis, 10 Okt 2019 12:30 WIB",ayo share cerita pengalaman upload photo album travelingmu silakan musim kemarau debit air embung nglanggeran berkurang drastis kering kerontang pengunjung embung cantik menurun signifikan situasi terkini embung nglanggeran gunungkidul yogyakarta musim kemarau debit air embung menyusut drastis pradito detikcom pantauan detikcom susutnya debit air embung nglanggeran suasana sepi pengunjung dibilang pengunjung menurun signifikan pradito detikcom dibenarkan pengelola gunung api purba nglanggeran aris triyono 10 15 ribu orang pengunjung turun tinggal 2 ribu orang sebulan pradito detikcom pengelola menyiasati keringnya embung mengalihkan tujuan wisata pengunjung objek wisata gunung api purba nglanggeran pradito detikcom sedih kondisi embung nglanggeran musim kemarau kondisi ditolak faktor alami pradito detikcom kering kerontang traveler berkunjung embung tiket masuk dipatok rp 10 ribu orang pradito detikcom,www.detik.com
"Kasihan Gunung Rinjani, Sudah Botak Juga Kering Mata Airnya","Rabu, 18 Sep 2019 19:30 WIB",ayo share cerita pengalaman upload photo album travelingmu silakan,www.detik.com
"
        Embung Nglanggeran di Gunung Kidul Kekeringan Imbas Kemarau    ","Rabu, 09 Okt 2019 16:23 WIB",embung nglanggeran kawasan gunung kidul mengalami kekeringan musim kemarau air embung habis menyirami tanaman durian puncak musim kemarau embung nglanggeran desa nglanggeran kecamatan patuk gunungkidul kering kerontang musim kemarau air embung habis menyirami tanaman durian pantauan detikcom air embung nglanggeran lumpur mengering dasar embung suasana embung nglanggeran sepi pengunjung pengelola gunung api purba nglanggeran aris triyono keringnya embung nglanggeran memasuki puncak musim kemarau menurutnya keringnya embung keringnya embung nglanggeran 2 bulanan embung kering kerontang separah ya musim kemarau dihubungi wartawan rabu 9 10 2019 sore aris menyebut keringnya embung nglanggeran pemanfaatan air menyirami tanaman buah embung tanaman buah kebun buah nglanggeran mati aris berharap hujan turun air embung terisi air sumber air sekitaran kebun buah nglanggeran keringnya embung nglanggeran besok musim hujan terisi air sumber air dimanfaatkan mengisi embung nglanggeran aris,www.detik.com
"
        Kemarau, Warga Bandung Penuhi Kebutuhan Air dari Sumur Tua    ","Senin, 09 Sep 2019 14:12 WIB",musim kemarau warga putar otak dapatkan air kabupaten bandung warga manfaatkan sumur tua penuhi kebutuhan sehari warga baleendah kabupaten bandung jawa barat memanfaatkan air sumur tua memenuhi kebutuhan sehari musim kemarau senin 9 9 2019 warga membawa ember sepeda motor tepi situ sipatahunan lokasi keberadaan sumur tua sumber air sumur warga rw 05 06 kebutuhan sehari musim kemarau nampak warga mencuci baju area sumur tua memudahkan warga air sumur tua mencuci pakaian salah warga kampung baleendah rt 04 rw 05 iyos 55 sumur rumahnya mengering warga kampungnya memanfaatkan air sumur kebutuhan sehari air sumur tua dimanfaatkan warga mencuci baju piring iyos warga kampungnya kesulitan mencari air menurutnya bantuan air bersih pemerintah titik pemberian bantuan air warga edi 56 sumur tua 1973 warga musim kemarau,www.detik.com
"
        Potret Perjuangan Warga Pekalongan Cari Air Bersih di Hutan Pinus    ","Minggu, 08 Sep 2019 16:46 WIB",kekeringan akibat musim kemarau melanda dusun siberuk paninggaran pekalongan jateng warga masuk hutan pinus air bersih warga terpaksa berjalan kaki masuk hutan pinus air bersih minggu 8 9 2019 berjalan 2 kilometer mata air debitnya mencukupi kebutuhan warga dusun 65 kepala keluarga 307 jiwa mencari air bersih membawa jeriken lelah berjalan 2 kilometer warga mengantre air bersih musim kemarau warga bergantung mata air hutan pinus warga mengambil air bersih mandi mencuci lokasi mata air warga beramai ramai mengambil air bersih mata air sibenda kebanyakan warga mengambil air hutan kaum wanita berdasarkan data bpbd pekalongan memasuki september krisis air bersih kabupaten pekalongan meluas 19 kecamatan 9 kecamatan mengalami krisis air bersih kecamatan paninggaran sragi kesesi wonokerto kajen kedungwuni wonopringgo doro karanganyar,www.detik.com
"
        Potret Aliran Sungai Citanduy di Banjar yang Mulai Surut    ","Rabu, 04 Sep 2019 14:23 WIB",foto udara sungai citanduy surut bendungan dobo kota banjar jawa barat foto fotonya,www.detik.com
"
        Kemarau Panjang: Sungai Surut, Sawah & Warga Kesulitan Air Bersih    ","Rabu, 04 Sep 2019 16:15 WIB",musim kemarau menghantui wilayah indonesia sungai surut sawah warga sulit air bersih potretnya warga bergantian mengisi air jeriken penyaluan bantuan air bersih daerah krisis air bersih desa tlogopucang kandangan temanggung jawa rabu 4 9 2019 foto foto anis efizudin memasuki musim kemarau warga kesulitan air bersih mengandalkan bantuan pemerintah donatur foto foto anis efizudin salah satunya bantuan air bersih bnpb gambar foto foto siswowidodo bantuan air bersih disalurkan ditampung penampungan air desa wilayah kekeringan disalurkan warga membutuhkan foto foto siswowidodo warga kesulitan air bersih salah bendungan kota banjar mengalami penyusutan debit air kering foto udara kondisi aliran sungai citanduy surut bendungan dobo kota banjar jawa barat rabu 4 9 2019 foto foto adeng bustomi kemarau air sungai citanduy surut pasokan air berkurang bahan baku air pdam mengganggu pengairan ribuan hektare persawahan wilayah kota banjar ciamis cilacap provinsi jawa foto foto adeng bustomi kemarau berkepanjangan pasokan air bersih berkurang foto foto adeng bustomi petani terdampak akibat kemarau petani sumur pompa irigasi sawah petanian miliknya papahan karanganyar jawa rabu 4 9 2019 foto foto mohammad ayudha petani terpaksa mengelurkan biaya ekstra sumur pompa mengairi sawah akibat pasokan air irigasi waduk berkurang kerena kemarau foto foto mohammad ayudha kondisi waduk dawuhan volume airnya menyusut kabupaten madiun jawa timur selasa 3 9 2019 foto foto siswowidodo akibat musim kemarau waduk seluas 1 273 hektare memasok air lahan pertanian seluas 2 823 hektare mengalami penyusutan volume air penurunan permukaan air waduk mendekati batas papan duga muka air foto foto siswowidodo,www.detik.com
"
        Lahan Pertanian di BKB Jakarta Dilanda Kekeringan    ","Kamis, 22 Agu 2019 12:11 WIB",memasuki kemarau laham pertanian kawasan banjir kanal barat bkb jakpus mengalami kekeringan,www.detik.com
"
        Kekeringan! Warga Kabupaten Bekasi Antre Air Bersih    ","Jumat, 23 Agu 2019 15:15 WIB",dampak musim kemarau kabupaten bekasi desa ridomanah kab bekasi warga antre bantuan air bersih sulit air warga desa ridomanah kab bekasi mengantre dapatkan bantuan air jumat 23 8 2019 warga desa ridomanah kab bekasi mengantre dapatkan bantuan air jumat 23 8 2019 warga mengaku menunggu bantuan air bersih keperluan sehari bantuan menentu harinya warga sulit air bersih bergiliran desa pemda instansi ormas bantuan air bersih kehidupan sehari bantuan air tangki berisi 8 000 liter air warga tangki penampungan air membawa jerigen rumah desa penampungan keperluan warga menunggu bantuan rutin musim kemarau warga membawa air bersih kebutuhan sehari harinya warga niat membawanya sepeda motor,www.detik.com
"
        Potret Danau Limboto di Gorontalo yang Mulai Mengering    ","Senin, 12 Agu 2019 15:37 WIB",danau limboto gorontalo mengering air menyusut akibat musim kemarau,www.detik.com
"
        Potret Hamparan Sawah Kering di Kabupaten Bekasi    ","Jumat, 23 Agu 2019 17:53 WIB",kekeringan melanda wilayah indonesia salah satunya kabupaten bekasi areal persawahan mengering akibat kekurangan pasokan air warga melintas pematang sawah mengering cibarusah kabupaten bekasi jawa barat jumat 23 8 2019 areal persawahan cibarusah kabupaten bekasi gersang mengering areal persawahan retak retak persawahan mengering dijadikan menggembala sapi sawah jalan beton membelah persawahan retak kincir angin sawah berfungsi sumur warga cibarusah kabupaten bekasi mengering akibat kemarau sulitnya air petani enggan mengolah sawahnya sepi,www.detik.com
"
        Cibarusah Kekeringan, Warga Ciduk Air Sungai    ","Sabtu, 24 Agu 2019 11:10 WIB",warga kampung ciketuk cibarusah kab bekasi sungai dapatkan air aktivitas rutin musim kemarau warga sumur dasar sungai cibarusah sabtu 24 8 membawa jerigen gayung galon corong mengambil air sungai air mandi mencuci keperluan sehari warga bolak sungai 4x air bersih mengambil air warga mandi sungai kering butuh perjuangan turun sungai tebingnya curam aliran air sungai mengering warga berharap bantuan air bersih pemerintah mengambil air sungai,www.detik.com
"
        Potret Keceriaan Anak-anak Berenang di Sungai Cipamingkis    ","Minggu, 25 Agu 2019 18:43 WIB",musim kemarau sungai cipamingkis cibarusah mengalami penyusutan debit air sungai dijadikan bermain air anak anak anak asyik berenang sungai cipamingkis cibarusah jawa barat melompat batu ekspresi kebahagiaan terpancar wajah anak anak mandi sungai ceria bermain air teman teman sebayanya mandi sungai sore debit air sungai cipamingkis mengalami penyusutan akibat musim kemarau,www.detik.com
"
        Sulit Air, Warga Cibarusah Nyuci di Sungai Cipamingkis    ","Minggu, 25 Agu 2019 11:32 WIB",warga cibarusah mencuci pakaian sungai cipamingkis jawa barat aktivitas rutin air rumah mengering,www.detik.com
"
        Kekeringan, Warga Gunungkidul Ambil Air di Sumur Bor Pakai Toples    ","Senin, 02 Sep 2019 18:37 WIB",kemarau warga gunungkidul menggantungkan pasokan air bersih sumur bor warga mengambil air toples plastik kerena kecilnya lubang sumur warga dusun batur turu desa mertelu kecamatan gedangsari gunungkidul menggantungkan pasokan air bersih sumur bor warga menimba air sumur bor toples plastik warga menimba toples plastik lubang sumur bor berukuran 5 inch keberadaan sumur bor sumber utama warga air bersih membeli air bersih pertanki dusun mencapai rp 350 ribu warga menimba air sumur bor pagi sore banyaknya warga membutuhkan air bersih urung antrean menimba air bersih sumur bor proses menimba air toples dimasukkan lubang bambu 8 meter terisi air toples ditarik tali ide mengambil air toples tercetus ketua rt berdiskusi warga,www.detik.com
"
        Alami Kekeringan, Warga Grobogan Mencari Air Hingga ke Hutan    ","Jumat, 06 Sep 2019 11:08 WIB",musim kemarau melanda daerah terkecuali grobogan jateng akibatnya warga mencari sumber air hutan kebutuhan sehari musim kemarau khusus warga kabupaten grobogan jateng tinggal kawasan pegunungan kapur sumur sumur perkampungan sungai mengering akibatnya mencari sumber air hutan wilayah menderita kekeringan desa monggot kecamatan geyer desa september mata air sumur warga mengering warga bersusah payah menembus belantara hutan detikcom hutan alas kepoh jumat 6 9 2019 lokasinya dusun genengsari desa monggot geyer grobogan akses lokasi jalan setapak motor sepeda pejalan kaki berliku turun lokasinya 500 meter jalan raya solo purwodadi sumur kaki bukit diameter sumur 2 meter genangan air sumur kedalaman 7 meter bibir sumur berbentuk bebatuan ditata rupa dinding sumur bebatuan tertata sumur ramai musim kemarau pagi 07 00 wib siang sore 16 00 wib malam indah salah warga terbiasa mengambil air sumur musim kemarau melanda kawasan tinggalnya sumur rumahnya mengering indah mengambil air sumur hutan pagi sore kebutuhan minum memasak mandi anak anaknya sudarto warga mengaku ambil air sumur hutan mengambil air bolak 4 kali memenuhi tadon air rumah kepala badan penanggulangan bencana daerah bpbd kabupaten grobogan endang sulistyaningsih dikonfirmasi data terkini desa mengalami kekeringan pastinya 105 desa 15 kecamatan kekeringan endang,www.detik.com
"
        Situ Ciburuy Berubah Jadi Lapangan Bola di Kala Kemarau    ","Senin, 09 Sep 2019 16:54 WIB",kemarau menyebabkan air situ ciburuy kabupaten bandung barat kbb mendangkal akibatnya situ nampak lapangan bola musim kemarau situ ciburuy kecamatan padalarang kabupaten bandung barat kbb jawa barat mendangkal senin 9 9 2019 saking dangkalnya dasar danau bak lapangan ditumbuhi rerumputan hijau atasnya pantauan detikcom serombongan murid sd berjalan dasar danau mendangkal berjalan pulau danau bendungan seluas 14 76 hektare tepian keukeu 34 pedagang situ ciburuy kawasan mengalami pendangkalan terairi nampak anak anak bermain air riang utara danau buatan dibangun 1918 dijadikan ladang bercocok tanam warga menanam padi kangkung sayuran alo 54 anggota forum masyarakat cinta ciburuy formacib khawatir kondisi situ ciburuy kian mendangkal tahunnya mata air pulau tepian situ ciburuy tertutup sedimentasi situ ciburuy salah kawasan wisata primadona kbb nama situ ciburuy diabadikan lagu berjudul bubuy dinyanyikan nina kirana dipopulerkan penyanyi pop sunda nining meida,www.detik.com
"
        Kemarau, Bangunan Bekas Desa di Waduk Gajah Mungkur Bermunculan    ","Selasa, 10 Sep 2019 16:26 WIB",musim kemarau volume waduk gajah mungkur wgm wonogiri menyusut bekas bangunan warga desa ditenggelamkan muncul bekas bangunan bermunculan dasar waduk mengering akibat kemarau berkepanjangan kemunculan bekas bangunan tersebar kecamatan nguntoronadi baturetno wuryantoro eromoko wonogiri kemunculan bekas bangunan kemarau mencapai puncaknya agustus september bekas bangunan muncul sumur kamar mandi pondasi rumah tungku kayu infrastruktur lantaran air menyusut bekas jembatan kereta api jalur penghubung antardesa tanah dasar waduk retak retak akibat kekurangan pasokan air perahu nelayan dibiarkan teronggok dasar waduk mengering informasi pembangunan wgm memakan terhitung 1976 1981 luas genangan wgm 8 800 hektare membentuk genangan seluas daerah ditenggelamkan 90 kilometer persegi 51 desa 7 buah kecamatan,www.detik.com
"
        Potret Perjuangan Warga Gunungkidul Demi Air Bersih    ","Selasa, 17 Sep 2019 20:02 WIB",puncak musim kemarau warga gunungkidul memanfaatkan rembesan air pohon beringin kebutuhan sehari rela bolak air warga mengambil air rembesan pohon beringin dusun duwet desa purwodadi kecamatan tepus kabupaten gunungkidul selasa 17 9 2019 air diambil cekungan bebatuan atasnya berdiri pohon beringin berukuran warga mengambil air rembesan pohon beringin jeriken warga medan sulit sumber air warga rela bolak menghabiskan berjam jam mengambil air rembesan warga mengaku mengambil air berasal rembesan pohon beringin warga memanfaatkan sumber air musim kemarau warga kali bolak mengambil air sehari warga beristirahat menunggu jeriken terisi air warga mengambil air gayung menunggu giliran mengambil air cekungan saluran mengalirkan air berasal bebatuan atasnya pohon beringin berukuran warga beristirahat bolak mengambil air rembesan pohon beringin gayung warga menenggelamkan jerikennya air jeriken cepat terisi penuh jeriken jeriken berisi air dibawa dipikul kediaman,www.detik.com
"
        Kemarau Panjang, Petani Padi Beralih Tanam Kembang Kol    ","Senin, 30 Sep 2019 14:33 WIB",kemarau petani padi beralih komoditi tanaman hortikultura kampung bojongbecik paseh bandung petani beralih tanaman kembang kol petani padi kampung bojongbecik desa mekarpawitan kecamatan paseh beralih tanaman holtikultura kembang kol lahan persawahan musim kemarau diubah kebun kembang kol tanaman memiliki tanam pendek ditanam menunggu musim hujan menyiram tanaman petani memanfaatkan pompa air menyedot air sungai lokasinya musim kemarau petani menanam kembang kol harga jual menurun rp 8 000 kilogram rp 2 500 kilogram petani untung dibandingkan lahan pesawahannya musim kemarau digarap,www.detik.com
"
        Kasihan, 55 Gajah di Zimbabwe Mati Akibat Kekeringan    ","Kamis, 24 Okt 2019 09:13 WIB",puluhan gajah mati kelaparan imbas kekeringan kawasan zimbabwe kemarau melanda jarang gajah memasuki permukiman warga mencari makanan,www.detik.com
"Kasihan, 55 Ekor Gajah di Afrika Mati Akibat Kekeringan","Senin, 28 Okt 2019 08:20 WIB",ayo share cerita pengalaman upload photo album travelingmu silakan,www.detik.com
"
        Ratusan Umat Islam di NTB Laksanakan Salat Minta Hujan    ","Jumat, 18 Okt 2019 10:16 WIB",umat muslim lombok ramai berkumpul lapangan bumi gora kantor gubernur ntb melaksanakan salat hujan istiqsa imbas kemarau foto udara umat islam melaksanakan salat hujan istiqsa lapangan bumi gora kantor gubernur ntb mataram jumat 18 10 2019 pelajar nampak melaksanakan salat hujan lapangan bumi gora kantor gubernur ntb mataram salat hujan dilaksanakan memohon diturunkannya hujan wilayah ntb mengalami kekeringan akibat kemarau,www.detik.com
"
        Melihat Sendang Beji yang Tak Pernah Kering Saat Kemarau    ","Kamis, 17 Okt 2019 21:44 WIB",sumber air sendang beji gunungkidul kering musim kemarau sendang andalan warga memenuhi kebutuhan air bersih sendang beji pinggir jalan dusun pengkol kecamatan nglipar kabupaten gunungkidul keberadaan sendang beji andalan warga memenuhi kebutuhan air bersih warga berwudu sumber air menunaikan salat masjid mengaku kegiatan sumber air terpasang paralon mengalirkan air rumah warga keberadaan sumber air membantu warga musim kemarau,www.detik.com
"
        Potret Waduk Mrica Banjarnegara Mengering Akibat Kemarau    ","Rabu, 30 Okt 2019 15:52 WIB",musim kemarau debit air waduk mrica plta jenderal sudirman banjarnegara menyusut drastis titik berubah daratan kekeringan melanda waduk mrica plta jenderal sudirman banjarnegara rabu 30 10 2019 titik kering berubah daratan tanah waduk mengering retak retak air menyusut musim kemarau tingkat susutnya beragam kapal milik nelayan menepi titik genangan air nelayan berpengaruh menyusutnya air waduk mrica ikan berkurang menyusul sedimentasi waduk,www.detik.com
"
        Potret Warga Gunungkidul Cari Air Bersih dari Bocoran Pipa    ","Selasa, 29 Okt 2019 19:35 WIB",krisis air bersih melanda dusun bulurejo kepek saptosari gunungkidul warga terpaksa memanfaatkan bocoran pipa mencukupi kebutuhan air warga memanfaatkan air bocoran pipa dusun bulurejo desa kepek kecamatan saptosari kabupaten gunungkidul selasa 29 10 2019 warga rela mengantre berjam jam air bocoran pipa warga mengantre duduk pepohonan jati lokasi bocoran pipa warga mengantre membawa jeriken ember galon air mineral bermodal gayung bergantian meletakkan gayung saluran air terbuat potongan pipa saluran berfungsi mengalirkan air berasal bocoran pipa mengisi galon air dibutuhkan 1 jam air bocoran pipa terkadang mengalir kencang warga mengobrol bersenda gurau melepas penat mengantre air mengambil air bocoran pipa 5 air bocoran pipa membantu warga memenuhi kebutuhan air bersih warga mengambil air bocoran pipa pagi siang sore,www.detik.com
"
        Kebakaran Pabrik Sepatu di Sidoarjo Padam Setelah Petugas Berjibaku 4 Jam    ","Kamis, 13 Jan 2022 18:14 WIB",sebelas mobil pmk dikerahkan memadamkan api sembilan unit pemkab sidoarjo unit pemkot surabaya pabrik sepatu terbakar jalan singo menggolo km 20 no 6 buduran komandan pmk nurul huda kebakaran padam 17 00 wib tinggal pembasahan 11 unit mobil pmk dikerahkan memadamkan huda lokasi kamis 13 1 2022 huda upaya pemadaman mengalami kendala bangunan bertingkat bangunan bahan baku pembuatan sepatu mudah terbakar kesulitannya ruang bertingkat bahan baku sepatu mudah terbakar huda huda puluhan petugas pmk keras berjibaku memaksimalkan kekuatan api padam titik api terbakar proses pemadaman memakan jam alhamdulillah padam huda kebakaran 13 15 wib korban jiwa kebakaran,www.detik.com
"
        Rumah Terbakar di Kapuk Muara Jakut, 5 Mobil Damkar Diterjunkan    ","Jumat, 14 Jan 2022 06:02 WIB",villa kapuk mas informasi 1 rumah kebakar petugas call center pemadam kebakaran muara angke jakut yatman dihubungi jumat 14 1 2022 05 56 wib petugas menerima informasi padam 5 mobil pemadam kebakaran diterjunkan lokasi petugas menyebut kebakaran rumah lantai 1 5 unit damkar informasi lantai 1 terbakar,www.detik.com
"
        Kebakaran Dahsyat Terjadi di New York, 19 Orang Tewas    ","Senin, 10 Jan 2022 07:42 WIB",dahsyat new york amerika serikat as 19 orang tewas akibat kebakaran dilansir kebakaran diduga pemanas ruangan berfungsi tu menyebarkan asap gedung wali kota new york eric adams 19 orang meninggal kebakaran 11 00 menyebut kebakaran tepatnya gedung twin parks north west menyediakan perumahan terjangkau pejabat 32 orang dirawat rumah sakit luka berat total 60 orang terluka tragedi ukuran bergabunglah denganku berdoa hilang sembilan kehidupan muda bersalah adams akun twitter nya konferensi pers minggu sore adams peristiwa berasal pemanas ruang api apartemen membentang lantai ketiga bangunan berhasil aula asap menyebar lantai bangunan diduga pintu apartemen dibiarkan terbuka komisaris departemen pemadam kebakaran daniel nigro menyebut korban menderita inhalasi menghirup asap signifikan anggota menemukan korban lantai tangga membawanya henti jantung pernapasan petugas menyebut bukti api berasal pemanas elektrik kamar apartemen pemanas gedung apartemen pemanas portabel tambahan bencana menimbulkan standar keselamatan perumahan warga berpenghasilan rendah kebakaran mematikan kompleks perumahan as belas orang delapan anak tewas rabu api menyapu gedung apartemen perumahan philadelphia,www.detik.com
"
        Angkot Terbakar di Flyover Makassar, Seluruh Penumpang Selamat    ","Kamis, 13 Jan 2022 19:19 WIB",jenis pete pete terbakar berasap api sopir penumpang meninggalkan mobil pete pete kepala dinas pemadam kebakaran kota peristiwa 18 10 wita hujan mengguyur dibantu petugas siram cairan foam busa ya kebakaran mobil cairan khusus hasanudin menunggu hasil penyelidikan polisi terkait penyebab kebakaran menduga korsleting listrik mesin korslet kabel kabel asap terbakar terangnya pengendara alat pemadam kebakaran mobilnya apar alat pemadam ukuran 1 kilogram beli makassar tutupnya,www.detik.com
"
        Kebakaran Rumah di Kapuk Muara Jakut Diduga Akibat Korsleting    ","Jumat, 14 Jan 2022 09:54 WIB",rumah tinggal wilayah kapuk muara penjaringan jakarta utara jakut terbakar dugaan kebakaran akibat rumah terbakar berlokasi jalan villa kapuk mas 2 blok g7 no 1 rt 04 03 kapuk muara penjaringan jakut kebakaran tetangga pemilik rumah tetangga api berasal rumah melapor subcomand center damkar petugas pemadam kebakaran damkar menerima laporan kebakaran 04 42 wib 5 unit mobil 25 personel damkar dikerahkan lokasi pemadaman kendala pemadaman selesai 06 41 wib korban jiwa luka peristiwa diduga kerugian rp 450 juta kerugian materil ditaksir rp 455 juta,www.detik.com
"
        Gedung DPRD Batam Ruang Fraksi Hanura Terbakar, Begini 5 Informasinya    ","Rabu, 12 Jan 2022 09:13 WIB",dilahap jago merah siang kebakaran melanda ruang fraksi hanura akibatnya ruangan terbakar ludes menyisakan abu gedung dprd batam kepulauan riau kepri terbakar 11 10 wib petugas lokasi memadamkan api kabar terbaru gedung dprd batam terbakar detikcom merangkum informasi lengkapnya simak ulasan ruang rapat hanura terbakar api muncul siang sri ayu 50 staf fraksi hanura peristiwa kebakaran gedung dprd kota batam ruang rapat fraksi hanura api kali staf fraksi hanura kabid humas polda kepri kombes harry golden selasa 11 1 2022 polisi keterangan penyebab gedung dprd batam terbakar dugaan harry kebakaran dipicu korsleting listrik memicu api muncul membakar ruangan memadamkan api gedung dprd batam unit mobil pemadam kebakaran langsung dikirimkan lokasi peristiwa petugas sigap menangani api mengepul sambung harry situasi gedung dprd batam kondusif petugas pemadam kebakaran damkar langsung gedung dprd batam informasi kebakaran total 3 unit mobil damkar api berhasil dipadamkan 20 menit kebakaran melanda gedung dprd batam menelan korban jiwa kabid humas polda kepri kombes harry goldenhardt gedung dprd batam terbakar siang peristiwa korban jiwa api langsung dipadamkan korban jiwa harry harry kebakaran gedung dprd batam menelan korban jiwa berkas beruntung ruang rapat fraksi hanura kursi benda elektronik ruang rapat dipenuhi peserta dokumen kebakaran melanda gedung dprd batam diyakini korban jiwa surat surat ruangan rapat fraksi tv ac meja 4 buah kursi 9 buah lemari,www.detik.com
"
        Pasar Bajulmati Banyuwangi Terbakar    ","Sabtu, 15 Jan 2022 11:16 WIB",kebakaran 02 00 wib sabtu 15 1 2022 api membakar salah kios menyebar kios pasar bajulmati dipadati pedagang pembeli api 02 00 wib kobaran api membesar membakar los milik pemdes bajulmati kebakaran pas pengunjung jam 24 00 pasar beroperasi kombes nasrun pasaribu kapolresta banyuwangi detikcom api membesar membakar los pasar milik pemerintah desa bajulmati penyebab kebakaran proses pemadaman nasrun memakan lapak pedagang menjual pakaian truk tangki pemadam kebakaran bpbd pudam banyuwangi berseliweran mengambil air memadamkan api api dipadamkan 09 00 wib dipadamkan jam 9 pagi sudarso kapolresta terbakar los pasar milik pemdes bajulmati los milik warga dibangun pribadi aman lalapan api los pasar terbakar mendata proses pendinginan paparnya kepolisian menaksir kerugian akibat kebakaran korban jiwa kerugian materiil inventarisir pedagang sulit ditemui pungkasnya,www.detik.com
