tingkat setelah parent,parent,similarity
5,vinod,"[('rathod', 0.9285591840744019), ('verma', 0.9244063496589661), ('chauhan', 0.9237443208694458), ('mukesh', 0.9229760766029358), ('rekha', 0.922886073589325), ('anjali', 0.92157381772995), ('mehra', 0.9208553433418274), ('rakesh', 0.9198333024978638), ('anupam', 0.9191927909851074), ('tiwari', 0.9189329147338867)]"
5,dilip,"[('gulshan', 0.9239641427993774), ('chakraborty', 0.9229667782783508), ('chatterjee', 0.9221386909484863), ('mukherjee', 0.9161047339439392), ('rakesh', 0.9145942330360413), ('sachin', 0.9123213887214661), ('manoj', 0.9089399576187134), ('mahadevan', 0.908119797706604), ('ajay', 0.9077355861663818), ('shetty', 0.9074997305870056)]"
5,kumar,"[('anand', 0.9106666445732117), ('vikram', 0.8963015079498291), ('vijay', 0.891732394695282), ('kapoor', 0.8895344138145447), ('mohan', 0.8887350559234619), ('sinha', 0.8859279155731201), ('sharma', 0.8851115703582764), ('dilip', 0.8840368986129761), ('chakraborty', 0.8840343952178955), ('mukherjee', 0.881771981716156)]"
5,prakash,"[('mohan', 0.9095291495323181), ('vikram', 0.9058378338813782), ('anand', 0.9057943224906921), ('mehra', 0.8974722027778625), ('suresh', 0.8971740007400513), ('bedi', 0.892752468585968), ('bhattacharya', 0.8897010087966919), ('anil', 0.8870669007301331), ('siddharth', 0.8862531781196594), ('mukherjee', 0.885978639125824)]"
5,shetty,"[('chatterjee', 0.9285240769386292), ('chakraborty', 0.9272838234901428), ('sunil', 0.9215408563613892), ('shilpa', 0.9205837845802307), ('kher', 0.9169332385063171), ('rakesh', 0.9148786664009094), ('chaudhary', 0.9146214127540588), ('kashyap', 0.9134258031845093), ('pooja', 0.913224995136261), ('anjali', 0.9124003648757935)]"
5,mithun,"[('chakraborty', 0.9354201555252075), ('rajkumar', 0.9018608331680298), ('kulkarni', 0.9004770517349243), ('sachin', 0.8988561034202576), ('vivek', 0.8981311917304993), ('chatterjee', 0.8979552984237671), ('shetty', 0.893794596195221), ('krishnan', 0.893732488155365), ('madhuri', 0.8923967480659485), ('anjali', 0.8923894166946411)]"
5,mahadevan,"[('ramesh', 0.9201939105987549), ('sriram', 0.9157379269599915), ('chakraborty', 0.9111480712890625), ('sundaram', 0.9093285202980042), ('rakesh', 0.908280611038208), ('dilip', 0.908119797706604), ('sachin', 0.9078953266143799), ('rajkumar', 0.905981183052063), ('gulshan', 0.9043664932250977), ('pradeep', 0.9040340185165405)]"
5,raghavan,"[('ramesh', 0.9188240170478821), ('iyer', 0.9035748839378357), ('girish', 0.9005550742149353), ('srinivasan', 0.8962497711181641), ('sundaram', 0.8959550261497498), ('govind', 0.8958166837692261), ('vinayak', 0.8954742550849915), ('karnad', 0.8934877514839172), ('srinivas', 0.8915040493011475), ('chattopadhyay', 0.8885833621025085)]"
5,nath,"[('ramesh', 0.9167720079421997), ('mohan', 0.9134543538093567), ('sarkar', 0.9079115390777588), ('sinha', 0.907178521156311), ('vikram', 0.9071388244628906), ('yadav', 0.9061605930328369), ('kumari', 0.9021937251091003), ('tiwari', 0.8991180062294006), ('banerjee', 0.898992121219635), ('gulshan', 0.8987963795661926)]"
5,iyer,"[('ramesh', 0.9167377948760986), ('gokhale', 0.9069522023200989), ('raghavan', 0.9035748243331909), ('arvind', 0.9019273519515991), ('mohan', 0.9012162685394287), ('mahadevan', 0.9002572894096375), ('sriram', 0.8982051610946655), ('anjali', 0.89639812707901), ('sundaram', 0.895470917224884), ('krishnan', 0.8953099846839905)]"
5,sahni,"[('rekha', 0.9213566184043884), ('balraj', 0.9202823042869568), ('kulkarni', 0.9199376106262207), ('meena', 0.9198194146156311), ('preeti', 0.916959822177887), ('kohli', 0.9154301285743713), ('ramesh', 0.9148949384689331), ('verma', 0.913981556892395), ('rakesh', 0.9123468995094299), ('kher', 0.9098213315010071)]"
5,kanwar,"[('babbar', 0.9265825152397156), ('pallavi', 0.9087352156639099), ('preeti', 0.9070433974266052), ('talwar', 0.9067447781562805), ('kelkar', 0.9043103456497192), ('varsha', 0.8964495062828064), ('abhay', 0.8945714235305786), ('rakhi', 0.8942709565162659), ('keshto', 0.8932900428771973), ('sangeeta', 0.8926262259483337)]"
5,rakhi,"[('babbar', 0.9167904257774353), ('saigal', 0.9130501747131348), ('talwar', 0.9122102856636047), ('preeti', 0.9107027649879456), ('shweta', 0.9105312824249268), ('rathod', 0.9100765585899353), ('sunder', 0.9087229371070862), ('pallavi', 0.9080256819725037), ('sawant', 0.9079083800315857), ('keshto', 0.9074751138687134)]"
5,parmar,"[('chaudhary', 0.9146872162818909), ('shweta', 0.9111373424530029), ('deshmukh', 0.9100331664085388), ('babbar', 0.9091657996177673), ('bansal', 0.9088634252548218), ('kajal', 0.9048000574111938), ('rajvansh', 0.9042211771011353), ('khurana', 0.9039373993873596), ('vineet', 0.9027138352394104), ('shukla', 0.9025015234947205)]"
5,pankaj,"[('shekhar', 0.9232954978942871), ('abhay', 0.9101873636245728), ('rajesh', 0.908083438873291), ('mehra', 0.9066872596740723), ('mishra', 0.9066792130470276), ('kumari', 0.9066394567489624), ('sachin', 0.9064608812332153), ('shukla', 0.9060439467430115), ('tiwari', 0.9056793451309204), ('shweta', 0.9035189747810364)]"
5,jatin,"[('poonam', 0.9097386002540588), ('shweta', 0.9084078073501587), ('pallavi', 0.9072370529174805), ('kohli', 0.9066978096961975), ('preeti', 0.9047306180000305), ('abhay', 0.9032571315765381), ('trivedi', 0.8990703225135803), ('rakhi', 0.898758053779602), ('bansal', 0.8987272381782532), ('shubha', 0.8987109661102295)]"
5,paintal,"[('puneet', 0.9216163158416748), ('randhir', 0.9198218584060669), ('raakhee', 0.9194878935813904), ('rajeshwari', 0.9191745519638062), ('mohnish', 0.9191427826881409), ('keshto', 0.9186989665031433), ('behl', 0.9166967868804932), ('jariwala', 0.912640392780304), ('ranjeet', 0.9100744724273682), ('sharvani', 0.9095290899276733)]"
5,rajvansh,"[('ranvir', 0.925636887550354), ('singhania', 0.9255446791648865), ('maheshwari', 0.9129276275634766), ('khurana', 0.9119856953620911), ('kajal', 0.9092571139335632), ('babbar', 0.9085806608200073), ('vineet', 0.9084134697914124), ('varun', 0.9081025719642639), ('rajeshwari', 0.9077939391136169), ('karishma', 0.9070243239402771)]"
5,manish,"[('shukla', 0.9202588200569153), ('mishra', 0.9198594093322754), ('khurana', 0.918814480304718), ('ankit', 0.9169566035270691), ('chaudhary', 0.9132727980613708), ('choudhary', 0.9104691743850708), ('mathur', 0.9087703227996826), ('deshmukh', 0.9077765941619873), ('sachin', 0.9077013731002808), ('tiwari', 0.907403826713562)]"
5,maheshwari,"[('singhania', 0.9243957996368408), ('rajvansh', 0.9129275679588318), ('bharadwaj', 0.9080504775047302), ('pooja', 0.9063441157341003), ('arora', 0.90580153465271), ('khurana', 0.9055747985839844), ('rishabh', 0.902886152267456), ('simran', 0.9027489423751831), ('shukla', 0.9010146260261536), ('kajal', 0.9008680582046509)]"
5,anurag,"[('kashyap', 0.9317331314086914), ('mehra', 0.9046759009361267), ('pooja', 0.9002292156219482), ('shetty', 0.8984203934669495), ('shukla', 0.8976078033447266), ('bhatt', 0.895416259765625), ('abhay', 0.8920246362686157), ('chakraborty', 0.890805184841156), ('shilpa', 0.8902628421783447), ('khanna', 0.8890832662582397)]"
5,manav,"[('deshmukh', 0.9082760214805603), ('ahuja', 0.9009202122688293), ('kaushal', 0.8989571332931519), ('pallavi', 0.897728681564331), ('gaurav', 0.8969920873641968), ('simran', 0.8967834711074829), ('vineet', 0.8963364958763123), ('rajvansh', 0.8955258727073669), ('poonam', 0.8949999213218689), ('khurana', 0.8927542567253113)]"
5,rishabh,"[('maheshwari', 0.9028863310813904), ('neha', 0.897449791431427), ('akash', 0.8939528465270996), ('luthra', 0.8930809497833252), ('pooja', 0.8889980912208557), ('rajvansh', 0.887768030166626), ('arora', 0.8870999813079834), ('mehra', 0.8857806324958801), ('singhania', 0.8855616450309753), ('khurana', 0.8852826952934265)]"
5,drestarastra,"[('ambalika', 0.7893548607826233), ('madri', 0.7690280079841614), ('widura', 0.7390424609184265), ('dilipa', 0.7352452278137207), ('yayati', 0.733545184135437), ('dretarastra', 0.7331443428993225), ('basudewa', 0.7329850196838379), ('ansuman', 0.7319473624229431), ('diti', 0.73189777135849), ('santanu', 0.7301347255706787)]"
5,madri,"[('dretarastra', 0.7942386269569397), ('basudewa', 0.7924053072929382), ('wicitrawirya', 0.7873597741127014), ('ambalika', 0.7848359942436218), ('widura', 0.7763586044311523), ('drestarastra', 0.7690281271934509), ('santanu', 0.7587867975234985), ('yayati', 0.7550756335258484), ('subadra', 0.7527665495872498), ('citrÃ„ï†nggada', 0.7496365904808044)]"
5,widura,"[('basudewa', 0.8196492791175842), ('dretarastra', 0.7928422689437866), ('kunti', 0.7900614142417908), ('wicitrawirya', 0.7893049716949463), ('madri', 0.7763586044311523), ('ambalika', 0.7748430371284485), ('satyawati', 0.7744717001914978), ('subadra', 0.7683221101760864), ('abyasa', 0.7643145322799683), ('drestadyumna', 0.7629925012588501)]"
5,dretarastra,"[('drupada', 0.8227980732917786), ('wicitrawirya', 0.8195953965187073), ('basudewa', 0.8146263360977173), ('gandari', 0.8012052178382874), ('dasarata', 0.7960230112075806), ('madri', 0.7942386269569397), ('widura', 0.7928422093391418), ('drestadyumna', 0.7820973992347717), ('yayati', 0.7743723392486572), ('santanu', 0.77424556016922)]"
5,basudewa,"[('santanu', 0.8491893410682678), ('dewaki', 0.8394325971603394), ('kangsa', 0.8381956219673157), ('ugrasena', 0.8197121024131775), ('widura', 0.8196492791175842), ('kunti', 0.8186461925506592), ('drupada', 0.8164219856262207), ('drestadyumna', 0.8161436319351196), ('gandari', 0.8146569728851318), ('dretarastra', 0.8146262764930725)]"
5,kekayi,"[('dasarata', 0.8004619479179382), ('yayati', 0.7878062725067139), ('santanu', 0.786618709564209), ('satyawati', 0.779277503490448), ('wicitrawirya', 0.7713349461555481), ('padmawati', 0.7707393169403076), ('gandari', 0.7679686546325684), ('dretarastra', 0.7645531296730042), ('ambalika', 0.7537171840667725), ('basudewa', 0.7520411014556885)]"
5,surendra,"[('balraj', 0.8568021059036255), ('kharbanda', 0.8549151420593262), ('sanyal', 0.8544894456863403), ('trivedi', 0.8525287508964539), ('shubha', 0.851651132106781), ('bansal', 0.8498278260231018), ('hangal', 0.8493078351020813), ('santosh', 0.8465713262557983), ('kumari', 0.8463915586471558), ('murali', 0.8440297245979309)]"
5,jayant,"[('bansal', 0.8619450330734253), ('vineet', 0.8603546023368835), ('rajeshwari', 0.8582302927970886), ('avtar', 0.856550395488739), ('ashwin', 0.856397807598114), ('pawar', 0.8556040525436401), ('vidyarthi', 0.855585515499115), ('keshav', 0.8552499413490295), ('prachi', 0.853643000125885), ('kaushal', 0.8521726131439209)]"
5,raghu,"[('aditi', 0.8349144458770752), ('madhu', 0.8136518597602844), ('padmini', 0.8085238933563232), ('shubha', 0.80680251121521), ('sudha', 0.805348813533783), ('kalyani', 0.8029451370239258), ('divya', 0.8008870482444763), ('pathak', 0.7986983060836792), ('radha', 0.7975413203239441), ('sandhya', 0.7965303063392639)]"
5,santanu,"[('yayati', 0.8494678139686584), ('basudewa', 0.8491895198822021), ('dasarata', 0.8326520323753357), ('ugrasena', 0.8261164426803589), ('kasyapa', 0.8072106242179871), ('bagawan', 0.8066031336784363), ('citrÃ„ï†nggada', 0.8051737546920776), ('satyawati', 0.7990084886550903), ('pururawa', 0.7900649309158325), ('kekayi', 0.7866187691688538)]"
5,dasarata,"[('santanu', 0.8326520323753357), ('yayati', 0.8059169054031372), ('bagawan', 0.8054661154747009), ('kekayi', 0.8004618883132935), ('dretarastra', 0.7960231304168701), ('pururawa', 0.7878756523132324), ('basudewa', 0.784923791885376), ('byasa', 0.7775502800941467), ('wicitrawirya', 0.7724270820617676), ('urwasi', 0.7696704864501953)]"
5,citrÃ„ï†nggada,"[('santanu', 0.8051737546920776), ('basudewa', 0.7933654189109802), ('wicitrawirya', 0.7685585021972656), ('dretarastra', 0.7587174773216248), ('madri', 0.7496364712715149), ('manumanasa', 0.7426196932792664), ('citrasena', 0.740600049495697), ('widura', 0.7402519583702087), ('ugrasena', 0.7376527190208435), ('jayadewata', 0.7361522316932678)]"
5,kausalya,"[('kosalya', 0.843428373336792), ('sumati', 0.8022760152816772), ('kaikeyi', 0.7980919480323792), ('mandodari', 0.7874910831451416), ('warrier', 0.7844383716583252), ('mayadevi', 0.778551459312439), ('nalini', 0.7756248712539673), ('vaidehi', 0.7742120623588562), ('gunaji', 0.7739874720573425), ('indrani', 0.7719902396202087)]"
5,wikuntana,"[('suhotra', 0.849977433681488), ('ajamida', 0.8495833277702332), ('kosalya', 0.8285252451896667), ('arihan', 0.8141109943389893), ('sanyati', 0.7939581274986267), ('pracinwata', 0.7876127362251282), ('dasarha', 0.7816153764724731), ('hasti', 0.7688902020454407), ('satanika', 0.7688556909561157), ('pratipa', 0.7688203454017639)]"
5,pratipa,"[('kosalya', 0.8244040608406067), ('ratnapangkaja', 0.8003720045089722), ('ajamida', 0.7982339859008789), ('duliduha', 0.7967143058776855), ('sanyati', 0.7869154810905457), ('sanaha', 0.7815598845481873), ('arihan', 0.7783133387565613), ('pulaha', 0.7753143310546875), ('sambarana', 0.7729763388633728), ('suhotra', 0.7714159488677979)]"
5,jembawati,"[('akuti', 0.8440849184989929), ('chitrÃ„ï†ngada', 0.8435858488082886), ('sutapa', 0.8209068179130554), ('krepi', 0.817982017993927), ('pulaha', 0.8166393041610718), ('kosalya', 0.814886212348938), ('ekhion', 0.8135542273521423), ('jambri', 0.8111531138420105), ('rudrasawarni', 0.8100138902664185), ('alkione', 0.8084000945091248)]"
5,suhotra,"[('ajamida', 0.8549749851226807), ('wikuntana', 0.8499775528907776), ('dasarha', 0.8197212815284729), ('bumanyu', 0.8149137496948242), ('kosalya', 0.8128990530967712), ('purya', 0.8079279065132141), ('satanika', 0.8062625527381897), ('duliduha', 0.8020032644271851), ('wikuksi', 0.8003355860710144), ('citrakirana', 0.7931148409843445)]"
5,ajamida,"[('suhotra', 0.8549749255180359), ('wikuntana', 0.8495833873748779), ('matinara', 0.8180495500564575), ('kosalya', 0.8079643249511719), ('pratipa', 0.7982340455055237), ('dasarha', 0.7960440516471863), ('duliduha', 0.7921755909919739), ('satanika', 0.7912297248840332), ('bumanyu', 0.7870123982429504), ('satrukem', 0.7799258828163147)]"
5,sanaha,"[('saranyu', 0.8669737577438354), ('chitrÃ„ï†ngada', 0.8471877574920654), ('rudrasawarni', 0.8471846580505371), ('jambri', 0.8357049226760864), ('anaranya', 0.8340578079223633), ('fridwulfa', 0.8334583640098572), ('mandrapati', 0.8322975039482117), ('mahaboma', 0.8322540521621704), ('tepasari', 0.8316252827644348), ('ahayanti', 0.8310757875442505)]"
5,akuti,"[('prasuti', 0.9104575514793396), ('lelex', 0.8835752606391907), ('chitrÃ„ï†ngada', 0.879773736000061), ('ekhion', 0.8760186433792114), ('anaranya', 0.8735064268112183), ('pulaha', 0.8732398748397827), ('vineuse', 0.8722872138023376), ('matinara', 0.8721778392791748), ('raiwata', 0.8713680505752563), ('dechen', 0.8700159192085266)]"
5,turwasu,"[('druhyu', 0.8733643889427185), ('kosalya', 0.7936921119689941), ('chitrÃ„ï†ngada', 0.7733070254325867), ('wikuntana', 0.7687880992889404), ('pratipa', 0.7678388953208923), ('ajamida', 0.7673567533493042), ('suhotra', 0.7664926052093506), ('prithu', 0.7627639770507812), ('anaranya', 0.7534013986587524), ('yadu', 0.7510214447975159)]"
5,satanika,"[('yudayana', 0.8273919224739075), ('suhotra', 0.8062625527381897), ('harshawarman', 0.8049767017364502), ('raiwata', 0.8025768995285034), ('kadacayut', 0.7979938387870789), ('amijaya', 0.796301007270813), ('duliduha', 0.7954134345054626), ('ajamida', 0.7912298440933228), ('pulastya', 0.7885146141052246), ('martabaya', 0.7884730696678162)]"
5,bregu,"[('kasyapa', 0.843124270439148), ('atri', 0.8073639273643494), ('jamadagni', 0.7778453230857849), ('bharadwaja', 0.7725244760513306), ('sawarni', 0.7647841572761536), ('ikswaku', 0.759994626045227), ('maharesi', 0.7573436498641968), ('dilipa', 0.7571818232536316), ('wyasa', 0.7560793161392212), ('dattatreya', 0.7537553906440735)]"
5,wasista,"[('wiswamitra', 0.8542328476905823), ('byasa', 0.8374128341674805), ('kasyapa', 0.8352913856506348), ('bagawan', 0.8112960457801819), ('jamadagni', 0.7935948371887207), ('narada', 0.7840204834938049), ('santanu', 0.7839773297309875), ('kapila', 0.7831233143806458), ('basudewa', 0.7817823886871338), ('krepa', 0.7748924493789673)]"
5,byasa,"[('bagawan', 0.841641902923584), ('wasista', 0.8374128937721252), ('kasyapa', 0.8297791481018066), ('narada', 0.8189951777458191), ('parasara', 0.8177582025527954), ('dasarata', 0.7775501608848572), ('janamejaya', 0.7760412693023682), ('wyasa', 0.7682538628578186), ('wiswamitra', 0.7667604088783264), ('jamadagni', 0.7647659182548523)]"
5,jamadagni,"[('kasyapa', 0.8273538947105408), ('wasista', 0.7935948371887207), ('janamejaya', 0.7821970582008362), ('bregu', 0.7778453230857849), ('manumanasa', 0.7714624404907227), ('byasa', 0.7647659182548523), ('santanu', 0.7610194087028503), ('hiranyakasipu', 0.7563086152076721), ('wiswamitra', 0.7546780705451965), ('parasurama', 0.7526364326477051)]"
5,hiranyakasipu,"[('kasyapa', 0.8112593293190002), ('basudewa', 0.807587206363678), ('hiranyaksa', 0.8026537895202637), ('kamsa', 0.7883332967758179), ('jarasanda', 0.7837187051773071), ('kangsa', 0.7732133269309998), ('ugrasena', 0.7661074995994568), ('jamadagni', 0.7563085556030273), ('marica', 0.7556112408638), ('drestadyumna', 0.753086507320404)]"
5,atri,"[('kasyapa', 0.8104093074798584), ('bregu', 0.8073638081550598), ('kratu', 0.7734469771385193), ('sawarni', 0.7677494287490845), ('marici', 0.7658619284629822), ('wyasa', 0.7560474872589111), ('pulastya', 0.7493857741355896), ('dattatreya', 0.7488994002342224), ('maharesi', 0.7448146343231201), ('bharadwaja', 0.7428996562957764)]"
5,bharadwaja,"[('kasyapa', 0.8060426712036133), ('bregu', 0.772524356842041), ('wasista', 0.7641112804412842), ('dilipa', 0.7610394954681396), ('santanu', 0.7588600516319275), ('byasa', 0.7532270550727844), ('gotama', 0.7495562434196472), ('jamadagni', 0.7443498969078064), ('atri', 0.7428997755050659), ('wyasa', 0.7427244186401367)]"
5,bagawan,"[('byasa', 0.8416419625282288), ('wasista', 0.8112961053848267), ('basudewa', 0.8073071241378784), ('santanu', 0.8066030740737915), ('dasarata', 0.8054661154747009), ('kasyapa', 0.803959310054779), ('pururawa', 0.8015481233596802), ('parasara', 0.7993499040603638), ('janamejaya', 0.7983192801475525), ('ugrasena', 0.7896353006362915)]"
5,durgandini,"[('gandawati', 0.8035354614257812), ('satyawati', 0.7883562445640564), ('abyasa', 0.764864981174469), ('dilipa', 0.7597240209579468), ('pujawati', 0.7476866245269775), ('jayadewata', 0.7428076267242432), ('kosalya', 0.7374894022941589), ('widura', 0.7204874753952026), ('wijayarajasa', 0.719712495803833), ('wiyat', 0.7187977433204651)]"
5,yayati,"[('santanu', 0.8494678139686584), ('nahusa', 0.808081865310669), ('sarmista', 0.8059598803520203), ('dasarata', 0.8059169054031372), ('kasyapa', 0.8015146255493164), ('janamejaya', 0.7973421812057495), ('dewayani', 0.7968167066574097), ('ugrasena', 0.793066680431366), ('kekayi', 0.7878062725067139), ('basudewa', 0.7868798971176147)]"
5,padmawati,"[('ugrasena', 0.7805543541908264), ('kekayi', 0.7707393765449524), ('yayati', 0.7667636275291443), ('kosalya', 0.7662639021873474), ('satyawati', 0.7614815831184387), ('santanu', 0.7611405253410339), ('sakuntala', 0.7528555989265442), ('nahusa', 0.7525696754455566), ('sambarana', 0.7460999488830566), ('basudewa', 0.7459244132041931)]"
5,kiran,"[('rekha', 0.9152460098266602), ('meena', 0.9128187894821167), ('mishra', 0.912350058555603), ('madhavi', 0.9102752208709717), ('meera', 0.9079083204269409), ('rathod', 0.9068442583084106), ('neha', 0.9066725969314575), ('verma', 0.9050670862197876), ('bedi', 0.9050127863883972), ('kajal', 0.903744101524353)]"
5,novianti,"[('herfiza', 0.8914177417755127), ('hadju', 0.8727934956550598), ('febriana', 0.8648759126663208), ('fera', 0.8645995855331421), ('safitri', 0.864173173904419), ('herlinda', 0.8595305681228638), ('rahmawati', 0.8497568964958191), ('inggrid', 0.8485919833183289), ('nurmala', 0.8460953235626221), ('meidiana', 0.8457708358764648)]"
5,ardina,"[('rasti', 0.9262761473655701), ('moeremans', 0.8759105205535889), ('shareefa', 0.8664056658744812), ('daanish', 0.86101233959198), ('priscillia', 0.8576963543891907), ('kinaryosih', 0.8575805425643921), ('amroe', 0.8553898334503174), ('henidar', 0.85508793592453), ('febiola', 0.8545704483985901), ('aminarti', 0.8510293960571289)]"
5,anindita,"[('anindhita', 0.8571068048477173), ('julianti', 0.8492112755775452), ('novyansari', 0.836255669593811), ('afifa', 0.8331130743026733), ('lorenza', 0.8304182887077332), ('mirasih', 0.8299959301948547), ('febriani', 0.8286148309707642), ('herlinda', 0.8282926678657532), ('agustine', 0.8260581493377686), ('ernesta', 0.8230167627334595)]"
5,bachsin,"[('arumi', 0.896096408367157), ('koesherawati', 0.8591490983963013), ('febiola', 0.8531651496887207), ('donita', 0.848270833492279), ('zalianty', 0.8443063497543335), ('moeremans', 0.8411948680877686), ('inneke', 0.8404650688171387), ('ardina', 0.8354736566543579), ('koesnaedi', 0.8353497385978699), ('rionaldo', 0.8344606161117554)]"
5,namrata,"[('shirodkar', 0.9035634994506836), ('chaudhary', 0.9011345505714417), ('shilpa', 0.8987142443656921), ('shetty', 0.8985230326652527), ('bhardwaj', 0.8952917456626892), ('ritesh', 0.894080638885498), ('kulkarni', 0.8915712237358093), ('rakesh', 0.8906625509262085), ('bajpai', 0.8894414305686951), ('seema', 0.8891046047210693)]"
5,ritesh,"[('niranjan', 0.9125653505325317), ('deshmukh', 0.9121177792549133), ('abhay', 0.9116358160972595), ('kohli', 0.9111968278884888), ('shweta', 0.9111239910125732), ('shashank', 0.9081262350082397), ('bajpai', 0.9063350558280945), ('ramesh', 0.9061347246170044), ('rakesh', 0.9059782028198242), ('bhardwaj', 0.905571460723877)]"
5,sonali,"[('shweta', 0.9147141575813293), ('bendre', 0.9135778546333313), ('kulkarni', 0.9125743508338928), ('kaushal', 0.9114072322845459), ('simran', 0.9095363616943359), ('babbar', 0.9087120890617371), ('usha', 0.9057847857475281), ('pallavi', 0.9040617346763611), ('meenakshi', 0.9037306904792786), ('vyas', 0.9030330181121826)]"
5,shabbir,"[('ahluwalia', 0.9151608347892761), ('rakhi', 0.8993213176727295), ('ankit', 0.8920016288757324), ('gurmeet', 0.8812938928604126), ('choudhary', 0.8781456351280212), ('tejwani', 0.8759630918502808), ('abhinav', 0.874775767326355), ('rajvansh', 0.8739383816719055), ('kohli', 0.8725812435150146), ('sonali', 0.8712321519851685)]"
5,tejwani,"[('vineet', 0.901705265045166), ('hiten', 0.9005711078643799), ('shweta', 0.8996425271034241), ('parmar', 0.8993768095970154), ('pallavi', 0.8972992300987244), ('rajvansh', 0.8929973244667053), ('meenakshi', 0.8911962509155273), ('kaushal', 0.89072585105896), ('karishma', 0.8901687860488892), ('shashank', 0.8900619745254517)]"
5,manoj,"[('chatterjee', 0.9175068140029907), ('sunil', 0.9167830944061279), ('dilip', 0.9089399576187134), ('vikram', 0.9068052768707275), ('mukherjee', 0.9064410924911499), ('chakraborty', 0.9062273502349854), ('shetty', 0.904107391834259), ('kulkarni', 0.9034560918807983), ('rakesh', 0.902286171913147), ('tiwari', 0.9016410708427429)]"
5,kashyap,"[('anurag', 0.9317330718040466), ('kulkarni', 0.9187150597572327), ('tiwari', 0.918093740940094), ('sunil', 0.9161030054092407), ('shetty', 0.9134259223937988), ('chakraborty', 0.9126939177513123), ('abhay', 0.9126916527748108), ('rakesh', 0.9118996262550354), ('shweta', 0.9109432101249695), ('chatterjee', 0.9092205166816711)]"
5,bhardwaj,"[('vishal', 0.9244243502616882), ('sachin', 0.9206286668777466), ('shilpa', 0.9203422665596008), ('shweta', 0.9170048832893372), ('neha', 0.9156172275543213), ('rajesh', 0.9149618744850159), ('deepak', 0.9147818684577942), ('abhay', 0.9142748117446899), ('varun', 0.9135162234306335), ('anjali', 0.9128908514976501)]"
5,santosh,"[('sudhakar', 0.919939398765564), ('gulshan', 0.9117153882980347), ('anjali', 0.9112364649772644), ('sangeeta', 0.908684253692627), ('sachin', 0.9086657762527466), ('kulkarni', 0.9080891013145447), ('sanyal', 0.9079551100730896), ('pallavi', 0.9077372550964355), ('chakraborty', 0.9069814682006836), ('abhay', 0.9064206480979919)]"
5,karlina,"[('femmy', 0.8491711616516113), ('tyas', 0.8408944010734558), ('inggrid', 0.8370748162269592), ('wieke', 0.8370294570922852), ('lilis', 0.8343604803085327), ('maryati', 0.833913266658783), ('novia', 0.8328787088394165), ('nita', 0.8326865434646606), ('astri', 0.8294830322265625), ('trisnawati', 0.8281696438789368)]"
5,wieke,"[('widowati', 0.8781878352165222), ('ferina', 0.8616851568222046), ('latul', 0.8420447707176208), ('tanamal', 0.840083122253418), ('karlina', 0.8370294570922852), ('maryati', 0.8257755637168884), ('vonny', 0.8232282400131226), ('tanty', 0.8211854100227356), ('tyas', 0.8169288039207458), ('nungki', 0.8165541291236877)]"
5,tuti,"[('widyawati', 0.8503673076629639), ('ningsih', 0.8395624160766602), ('tyas', 0.8293241262435913), ('ratih', 0.8277106285095215), ('niken', 0.8257250785827637), ('larasati', 0.8255070447921753), ('rini', 0.819137454032898), ('mieke', 0.8183814287185669), ('maryati', 0.8173156380653381), ('mutia', 0.8149859309196472)]"
5,vonny,"[('nita', 0.8592716455459595), ('latul', 0.8291194438934326), ('wieke', 0.823228120803833), ('pingkan', 0.8194886445999146), ('novia', 0.8176714181900024), ('febiola', 0.8166368007659912), ('maryati', 0.814474880695343), ('karlina', 0.813877284526825), ('adjie', 0.8116350769996643), ('widowati', 0.8070182800292969)]"
5,agustina,"[('anggraeni', 0.8836947083473206), ('novia', 0.8784818649291992), ('wijayanti', 0.8766295313835144), ('yuliana', 0.8741282224655151), ('pratiwi', 0.8686718940734863), ('puspitasari', 0.8647109270095825), ('anggraini', 0.8625898361206055), ('ningrum', 0.8618308901786804), ('rizka', 0.859757125377655), ('safitri', 0.8593237400054932)]"
5,trisnawati,"[('itje', 0.9004696011543274), ('ramadhani', 0.8359944820404053), ('karlina', 0.8281696438789368), ('novia', 0.8171916604042053), ('febriana', 0.8152087330818176), ('anggraeni', 0.8150062561035156), ('tyas', 0.8143767714500427), ('widjanarko', 0.8143059015274048), ('puspitasari', 0.8131349682807922), ('feby', 0.8129416108131409)]"
5,annisa,"[('pratiwi', 0.8774385452270508), ('anisa', 0.8698909282684326), ('ramadhani', 0.8646816611289978), ('anggraini', 0.8610832095146179), ('salsabila', 0.8566433787345886), ('jihan', 0.8533385992050171), ('indri', 0.8510370254516602), ('larasati', 0.8492282032966614), ('wulandari', 0.847983181476593), ('fitriana', 0.8478711843490601)]"
5,yuliana,"[('anggraini', 0.9063615202903748), ('yuliani', 0.8986449241638184), ('yulianti', 0.8963789939880371), ('pratiwi', 0.8906603455543518), ('jelsen', 0.8748269081115723), ('fransisca', 0.8748064637184143), ('agustina', 0.8741283416748047), ('alivia', 0.8689014911651611), ('fionista', 0.8674813508987427), ('puspitasari', 0.8666998744010925)]"
